Date,channel1,channel2,channel3,channel4,Qfactor1,Qfactor2,Qfactor3,Qfactor4
31/12/2023 04:45,0.007858344,0.003757918,7.59E-05,3.09E-06,7.659885381,8.540238616,11.56844279,13.1030295
31/12/2023 05:00,0.007847721,0.003769945,8.77E-05,2.12E-06,7.661656602,8.536754371,11.48535406,13.25375398
31/12/2023 05:15,0.00791358,0.003832641,9.55E-05,1.75E-06,7.650703652,8.518728714,11.43564835,13.32859696
31/12/2023 05:30,0.007915155,0.003828095,0.00010249,1.25E-06,7.650442529,8.520028058,11.39402783,13.4569684
31/12/2023 05:45,0.008030356,0.003793477,0.000103139,1.06E-06,7.631444862,8.529961819,11.39029017,13.51856295
31/12/2023 06:00,0.008157028,0.003810227,9.79E-05,1.05E-06,7.610782991,8.525146662,11.42106715,13.52207862
31/12/2023 06:15,0.008307045,0.003862596,9.43E-05,1.09E-06,7.586612493,8.510196482,11.44305918,13.50819564
31/12/2023 06:30,0.008461081,0.003920241,9.20E-05,1.11E-06,7.562121572,8.493919461,11.4574963,13.50142858
31/12/2023 06:45,0.008566881,0.00392881,9.00E-05,1.19E-06,7.545486301,8.49151561,11.47030872,13.47543329
31/12/2023 07:00,0.00850992,0.003860165,8.99E-05,1.31E-06,7.554423874,8.510887012,11.47095584,13.43929874
31/12/2023 07:15,0.008763201,0.003895946,9.30E-05,1.58E-06,7.51500756,8.500756953,11.45118103,13.36797246
31/12/2023 07:30,0.009132925,0.004064003,8.43E-05,1.75E-06,7.458918936,8.45411299,11.508239,13.32859696
31/12/2023 07:45,0.009166904,0.004046998,8.34E-05,1.88E-06,7.453846673,8.458764577,11.51443172,13.30078076
31/12/2023 08:00,0.009185579,0.004085099,9.08E-05,1.86E-06,7.451064683,8.448363052,11.46515421,13.30494346
31/12/2023 08:15,0.009222115,0.004176494,8.50E-05,1.83E-06,7.445633684,8.423712234,11.50346228,13.31126487
31/12/2023 08:30,0.009082303,0.004044956,8.35E-05,1.66E-06,7.46650081,8.459324158,11.51374076,13.34898366
31/12/2023 08:45,0.009069361,0.004010256,8.35E-05,1.85E-06,7.468444062,8.46886653,11.51374076,13.30704018
31/12/2023 09:00,0.009039905,0.004031816,8.72E-05,1.91E-06,7.472874348,8.462930189,11.48867033,13.29461195
31/12/2023 09:15,0.009105533,0.00402827,8.22E-05,2.27E-06,7.463017794,8.463904869,11.52278021,13.22677497
31/12/2023 09:30,0.008863969,0.003910057,8.36E-05,2.09E-06,7.499554311,8.496781628,11.51305053,13.25935815
31/12/2023 09:45,0.00865968,0.003804293,6.78E-05,5.20E-06,7.531017057,8.526850652,11.632302,12.88618205
31/12/2023 10:00,0.008447754,0.003771084,4.29E-05,1.26E-05,7.564227673,8.536424845,11.88253108,12.49183115
31/12/2023 10:15,0.008318328,0.003773942,1.43E-05,2.09E-05,7.584807437,8.53559833,12.43253239,12.2499518
31/12/2023 10:30,0.008262645,0.003776406,8.80E-06,2.02E-05,7.59373292,8.534886145,12.65591883,12.2666443
31/12/2023 10:45,0.00825215,0.003790832,6.62E-06,2.02E-05,7.595420057,8.53072368,12.78195783,12.2666443
31/12/2023 11:00,0.008285078,0.003782135,6.13E-06,2.10E-05,7.590131881,8.533231639,12.81541529,12.24760801
31/12/2023 11:15,0.008035552,0.003780483,4.85E-06,1.47E-05,7.630592682,8.53370853,12.91582141,12.41950327
31/12/2023 11:30,0.008096869,0.003828811,4.62E-06,1.70E-05,7.620566415,8.519823331,12.93637318,12.35022752
31/12/2023 11:45,0.00841247,0.003942582,6.56E-06,2.03E-05,7.569815336,8.487660601,12.78593198,12.26422835
31/12/2023 12:00,0.008657954,0.004051165,3.18E-05,1.84E-05,7.531285151,8.457623341,12.03911441,12.3120658
31/12/2023 12:15,0.00857612,0.004044654,3.04E-05,7.59E-06,7.544040692,8.459406936,12.06220345,12.72185103
31/12/2023 12:30,0.008560239,0.004065182,1.02E-05,1.69E-05,7.54652626,8.453791038,12.58914457,12.35305973
31/12/2023 12:45,0.008586826,0.004107062,5.41E-06,1.89E-05,7.542366951,8.442400954,12.86925491,12.29906397
31/12/2023 13:00,0.008559477,0.004075198,8.66E-06,1.90E-05,7.546645606,8.45105883,12.66311343,12.29650054
31/12/2023 13:15,0.008482099,0.004053271,7.97E-05,3.73E-06,7.558804915,8.457046903,11.54052098,13.02579895
31/12/2023 13:30,0.00846834,0.00405386,5.74E-05,2.86E-06,7.560975423,8.456885728,11.72493119,13.13438645
31/12/2023 13:45,0.008348441,0.004054248,5.59E-05,2.82E-06,7.579998632,8.456779564,11.73949013,13.14007298
31/12/2023 14:00,0.008438749,0.004056281,5.69E-05,3.14E-06,7.565652119,8.456223429,11.72974659,13.09649492
31/12/2023 14:15,0.008347635,0.00406354,7.71E-05,2.50E-06,7.580127179,8.454239442,11.55949565,13.18841174
31/12/2023 14:30,0.0081359,0.004032391,8.45E-05,2.20E-06,7.614212964,8.462772202,11.5068707,13.23915604
31/12/2023 14:45,0.00830385,0.004034954,5.43E-05,3.83E-06,7.587123952,8.462068204,11.75540368,13.01483786
31/12/2023 15:00,0.008385931,0.004009627,4.53E-05,4.53E-06,7.574029313,8.469040087,11.85347712,12.94466861
31/12/2023 15:15,0.0082859,0.003989065,8.35E-05,2.11E-06,7.590000065,8.474725204,11.51374076,13.25561394
31/12/2023 15:30,0.008019165,0.003933248,7.04E-05,3.03E-06,7.633281625,8.490272208,11.61110698,13.11099923
31/12/2023 15:45,0.008001433,0.003866041,6.79E-05,5.01E-06,7.636195776,8.509218495,11.63147373,12.90203938
31/12/2023 16:00,0.007937921,0.003859919,6.00E-05,8.31E-06,7.64667233,8.510956908,11.70047048,12.6815693
31/12/2023 16:15,0.008751733,0.00399254,6.48E-05,6.12E-06,7.51677434,8.473762835,11.65766284,12.81612295
31/12/2023 16:30,0.009019793,0.00401292,7.17E-05,5.62E-06,7.475905229,8.468131698,11.60076574,12.85291261
31/12/2023 16:45,0.008359441,0.00401732,6.32E-05,8.34E-06,7.578245154,8.466918831,11.67161309,12.67996018
31/12/2023 17:00,0.008235157,0.003992816,3.75E-05,1.34E-05,7.598155092,8.473686426,11.95355273,12.46308583
31/12/2023 17:15,0.008223851,0.003999585,2.95E-05,1.74E-05,7.599977071,8.47181376,12.07755016,12.33904571
31/12/2023 17:30,0.008178147,0.004062207,4.69E-05,1.45E-05,7.607360921,8.454603566,11.83485401,12.42597756
31/12/2023 17:45,0.00816576,0.004044731,5.02E-05,1.62E-05,7.6093673,8.45938583,11.79815058,12.37331583
31/12/2023 18:00,0.008149842,0.004043897,5.30E-05,1.72E-05,7.611948859,8.459614448,11.7686404,12.34460754
