Time,S1,S2,S3
2025-09-21 06:29:44,0.490972612163727,0.720584545835998,-0.482699277467573
2025-09-21 06:29:44,0.49312360879861,0.716787151217522,-0.482909088076037
2025-09-21 06:29:44,0.496523571433118,0.716243638836306,-0.487465857876716
2025-09-21 06:29:44,0.493456651238592,0.719154539462287,-0.485328360077622
2025-09-21 06:29:44,0.489746069260986,0.722863068299149,-0.482029144766822
2025-09-21 06:29:44,0.493967478500832,0.715100561942321,-0.483993441062237
2025-09-21 06:29:44,0.498457943728113,0.719113924210473,-0.482519101220054
2025-09-21 06:29:44,0.48810381960948,0.723524857551935,-0.482348026053174
2025-09-21 06:29:44,0.496795582619155,0.717067395553689,-0.482530952677801
2025-09-21 06:29:44,0.491851559422989,0.720460371972968,-0.486131022542454
2025-09-21 06:29:44,0.499186837630404,0.719662062349761,-0.484047522833546
2025-09-21 06:29:44,0.491357755863922,0.723121709987034,-0.47613648178637
2025-09-21 06:29:44,0.490132354522851,0.72302448248354,-0.483195548081076
2025-09-21 06:29:44,0.48942529120846,0.721528314730854,-0.483238069883093
2025-09-21 06:29:44,0.494473992096327,0.718253162590343,-0.483142937062376
2025-09-21 06:29:44,0.488952256560463,0.72972626211796,-0.475645956380396
2025-09-21 06:29:44,0.489940513284041,0.716050653993762,-0.486245608352852
2025-09-21 06:29:44,0.493201848173698,0.723279173147647,-0.48294898850554
2025-09-21 06:29:44,0.496330139365663,0.721451559425896,-0.480363813888686
2025-09-21 06:29:44,0.494593522277624,0.718472964345223,-0.485329563711041
2025-09-21 06:29:44,0.495785627560263,0.715944180593792,-0.488009474799799
2025-09-21 06:29:44,0.495587342064663,0.717908927242503,-0.480824883273742
2025-09-21 06:29:44,0.489961039637047,0.724737119494262,-0.476277329727626
2025-09-21 06:29:44,0.498509292673048,0.72032731705981,-0.481762714223805
2025-09-21 06:29:44,0.492158347073242,0.720291952045844,-0.482510327989251
2025-09-21 06:29:44,0.489241632298745,0.724786697100418,-0.48078618568616
2025-09-21 06:29:44,0.500015354698863,0.714723331340828,-0.490721003752551
2025-09-21 06:29:44,0.494728755835268,0.720458026017906,-0.476207058166614
2025-09-21 06:29:44,0.489607045781844,0.725061064962923,-0.477343211440011
2025-09-21 06:29:44,0.494238972539091,0.716370858084887,-0.483392649810726
2025-09-21 06:29:44,0.49560774459737,0.716428082287166,-0.487401961698841
2025-09-21 06:29:44,0.491729058323861,0.723701068258921,-0.481632197458056
2025-09-21 06:29:44,0.491644053955217,0.725903604582514,-0.478741088948319
2025-09-21 06:29:44,0.491539677350758,0.724295546812373,-0.485145222532667
2025-09-21 06:29:44,0.490113050527308,0.723042245946047,-0.481872603249436
2025-09-21 06:29:44,0.487951841272896,0.723264101457459,-0.481860421986173
2025-09-21 06:29:44,0.492272756241658,0.720244333532093,-0.486032672507526
2025-09-21 06:29:44,0.489480150027418,0.719856073419039,-0.482571608908129
2025-09-21 06:29:44,0.49837374623823,0.715773979321541,-0.482592293706746
2025-09-21 06:29:44,0.489253236661511,0.726101376250344,-0.479145115404842
2025-09-21 06:29:44,0.490957508540227,0.718665533379389,-0.484994665984256
2025-09-21 06:29:44,0.497322314005658,0.716284980836666,-0.484393098967645
2025-09-21 06:29:44,0.495479972552396,0.718642515927357,-0.482429669269469
