Timestamp,OPR-OCH,PREBER Value,QAVG Value
['01-04 02-10'],[-17.2],2.8e-07,13.99
['01-04 02-10'],[-17.2],2.8e-07,13.99
['01-04 02-10'],[-17.2],2.8e-07,13.99
['01-04 02-10'],[-17.2],2.7e-07,14.0
['01-04 02-10'],[-17.2],2.7e-07,14.0
['01-04 02-11'],[-17.2],2.7e-07,14.0
['01-04 02-11'],[-17.2],2.7e-07,14.0
['01-04 02-11'],[-17.2],2.7e-07,14.0
['01-04 02-11'],[-17.2],2.7e-07,14.0
['01-04 02-11'],[-17.2],2.7e-07,14.0
['01-04 02-11'],[-17.2],2.7e-07,14.0
['01-04 02-11'],[-17.2],2.7e-07,14.0
['01-04 02-12'],[-17.2],2.7e-07,14.0
['01-04 02-12'],[-17.2],2.7e-07,14.0
['01-04 02-12'],[-17.2],2.8e-07,14.0
['01-04 02-12'],[-17.2],2.8e-07,14.0
['01-04 02-12'],[-17.2],2.8e-07,14.0
['01-04 02-12'],[-17.2],2.8e-07,14.0
['01-04 02-12'],[-17.2],2.8e-07,13.99
['01-04 02-12'],[-17.2],2.8e-07,13.99
['01-04 02-13'],[-17.2],2.8e-07,14.0
['01-04 02-13'],[-17.2],2.8e-07,14.0
['01-04 02-13'],[-17.2],2.8e-07,14.0
['01-04 02-13'],[-17.2],2.8e-07,14.0
['01-04 02-13'],[-17.2],2.8e-07,14.0
['01-04 02-13'],[-17.2],2.8e-07,14.0
['01-04 02-13'],[-17.2],2.7e-07,14.0
['01-04 02-13'],[-17.2],2.7e-07,14.0
['01-04 02-13'],[-17.2],2.7e-07,14.0
['01-04 02-14'],[-17.2],2.7e-07,14.0
['01-04 02-14'],[-17.2],2.7e-07,14.0
['01-04 02-14'],[-17.2],2.7e-07,14.0
['01-04 02-14'],[-17.2],2.7e-07,14.0
['01-04 02-14'],[-17.2],2.7e-07,14.0
['01-04 02-14'],[-17.2],2.7e-07,14.0
['01-04 02-15'],[-17.2],2.7e-07,14.0
['01-04 02-15'],[-17.2],2.7e-07,14.0
['01-04 02-15'],[-17.2],2.7e-07,14.0
['01-04 02-15'],[-17.2],2.7e-07,14.0
['01-04 02-15'],[-17.2],2.7e-07,14.0
['01-04 02-15'],[-17.2],2.7e-07,14.0
['01-04 02-15'],[-17.2],2.7e-07,14.0
['01-04 02-15'],[-17.2],2.7e-07,14.0
['01-04 02-15'],[-17.2],2.7e-07,14.0
