Timestamp,OPR-OCH,PREBER Value,QAVG Value
['12-26 05-24'],[-17.3],3.3e-07,13.93
['12-26 05-25'],[-17.2],3.3e-07,13.93
['12-26 05-25'],[-17.3],3.3e-07,13.93
['12-26 05-25'],[-17.3],3.3e-07,13.94
['12-26 05-25'],[-17.2],3.3e-07,13.94
['12-26 05-25'],[-17.2],3.3e-07,13.94
['12-26 05-25'],[-17.2],3.3e-07,13.94
['12-26 05-25'],[-17.2],3.3e-07,13.94
['12-26 05-25'],[-17.3],3.3e-07,13.94
['12-26 05-25'],[-17.3],3.3e-07,13.94
['12-26 05-26'],[-17.3],3.3e-07,13.94
['12-26 05-26'],[-17.3],3.3e-07,13.93
['12-26 05-26'],[-17.3],3.3e-07,13.93
['12-26 05-26'],[-17.3],3.3e-07,13.93
['12-26 05-26'],[-17.3],3.4e-07,13.93
['12-26 05-26'],[-17.3],3.4e-07,13.93
['12-26 05-26'],[-17.3],3.4e-07,13.93
['12-26 05-26'],[-17.3],3.4e-07,13.93
['12-26 05-26'],[-17.2],3.4e-07,13.93
['12-26 05-27'],[-17.2],3.4e-07,13.93
['12-26 05-27'],[-17.2],3.4e-07,13.93
['12-26 05-27'],[-17.2],3.4e-07,13.93
['12-26 05-27'],[-17.2],3.4e-07,13.93
['12-26 05-27'],[-17.2],3.4e-07,13.93
['12-26 05-27'],[-17.2],3.4e-07,13.93
['12-26 05-27'],[-17.2],3.4e-07,13.93
['12-26 05-27'],[-17.2],3.4e-07,13.93
['12-26 05-27'],[-17.2],3.4e-07,13.93
['12-26 05-28'],[-17.2],3.4e-07,13.93
['12-26 05-28'],[-17.2],3.4e-07,13.93
['12-26 05-28'],[-17.3],3.4e-07,13.93
['12-26 05-28'],[-17.2],3.4e-07,13.93
['12-26 05-28'],[-17.3],3.4e-07,13.93
['12-26 05-28'],[-17.3],3.4e-07,13.93
['12-26 05-28'],[-17.2],3.4e-07,13.93
['12-26 05-28'],[-17.3],3.4e-07,13.93
['12-26 05-28'],[-17.2],3.4e-07,13.93
['12-26 05-29'],[-17.3],3.4e-07,13.93
['12-26 05-29'],[-17.2],3.4e-07,13.93
['12-26 05-29'],[-17.2],3.4e-07,13.93
['12-26 05-29'],[-17.2],3.4e-07,13.93
['12-26 05-29'],[-17.2],3.4e-07,13.93
['12-26 05-29'],[-17.3],3.4e-07,13.93
['12-26 05-29'],[-17.2],3.4e-07,13.93
['12-26 05-29'],[-17.2],3.4e-07,13.93
['12-26 05-29'],[-17.2],3.4e-07,13.93
['12-26 05-30'],[-17.2],3.4e-07,13.93
['12-26 05-30'],[-17.2],3.4e-07,13.93
['12-26 05-30'],[-17.2],3.4e-07,13.93
['12-26 05-30'],[-17.2],3.4e-07,13.93
['12-26 05-30'],[-17.2],3.4e-07,13.93
['12-26 05-30'],[-17.2],3.4e-07,13.93
['12-26 05-30'],[-17.3],3.4e-07,13.93
['12-26 05-30'],[-17.3],3.4e-07,13.93
['12-26 05-30'],[-17.3],3.4e-07,13.93
['12-26 05-31'],[-17.3],3.4e-07,13.93
['12-26 05-31'],[-17.3],3.4e-07,13.93
['12-26 05-31'],[-17.3],3.4e-07,13.93
['12-26 05-31'],[-17.2],3.4e-07,13.93
['12-26 05-31'],[-17.3],3.4e-07,13.93
['12-26 05-31'],[-17.3],3.4e-07,13.93
['12-26 05-31'],[-17.3],3.4e-07,13.93
['12-26 05-31'],[-17.3],3.4e-07,13.93
['12-26 05-31'],[-17.2],3.4e-07,13.93
['12-26 05-32'],[-17.3],3.4e-07,13.93
['12-26 05-32'],[-17.3],3.4e-07,13.93
['12-26 05-32'],[-17.3],3.4e-07,13.92
['12-26 05-32'],[-17.3],3.4e-07,13.92
['12-26 05-32'],[-17.3],3.4e-07,13.92
['12-26 05-32'],[-17.3],3.4e-07,13.92
['12-26 05-32'],[-17.3],3.4e-07,13.92
['12-26 05-32'],[-17.3],3.4e-07,13.92
['12-26 05-32'],[-17.3],3.4e-07,13.92
['12-26 05-33'],[-17.2],3.4e-07,13.92
['12-26 05-33'],[-17.2],3.4e-07,13.92
['12-26 05-33'],[-17.3],3.4e-07,13.92
['12-26 05-33'],[-17.3],3.4e-07,13.92
['12-26 05-33'],[-17.2],3.4e-07,13.92
['12-26 05-33'],[-17.2],3.4e-07,13.92
['12-26 05-33'],[-17.3],3.4e-07,13.92
['12-26 05-33'],[-17.3],3.4e-07,13.92
['12-26 05-33'],[-17.3],3.4e-07,13.92
['12-26 05-34'],[-17.3],3.4e-07,13.92
['12-26 05-34'],[-17.3],3.4e-07,13.92
['12-26 05-34'],[-17.3],3.4e-07,13.92
['12-26 05-34'],[-17.2],3.4e-07,13.92
['12-26 05-34'],[-17.2],3.4e-07,13.92
['12-26 05-34'],[-17.2],3.4e-07,13.92
['12-26 05-34'],[-17.3],3.4e-07,13.93
['12-26 05-34'],[-17.2],3.4e-07,13.93
['12-26 05-34'],[-17.3],3.4e-07,13.93
['12-26 05-35'],[-17.2],3.4e-07,13.93
['12-26 05-35'],[-17.3],3.4e-07,13.93
['12-26 05-35'],[-17.2],3.4e-07,13.93
['12-26 05-35'],[-17.2],3.4e-07,13.93
['12-26 05-35'],[-17.2],3.4e-07,13.93
