Time_Start,Time_End,OPR-OCH,PREBER Value,QAVG Value
2024-01-15 12:26:00,2024-01-15 12:41:00,-16.40000000000005,2.656363636363641e-07,14.010000000000018
2024-01-15 12:42:00,2024-01-15 12:57:00,-16.400000000000052,2.700000000000007e-07,14.010000000000028
2024-01-15 12:58:00,2024-01-15 12:59:00,-16.399999999999995,2.7e-07,14.009999999999996
2024-01-15 13:00:00,2024-01-15 13:15:00,-16.400000000000052,2.7000000000000075e-07,14.010000000000034
2024-01-15 13:16:00,2024-01-15 13:31:00,-16.400000000000052,2.700000000000007e-07,14.010000000000028
2024-01-15 13:32:00,2024-01-15 13:47:00,-16.47611111111111,2.7000000000000075e-07,14.010000000000034
2024-01-15 13:48:00,2024-01-15 13:59:00,-16.5,2.700000000000001e-07,14.009999999999993
2024-01-15 14:00:00,2024-01-15 14:15:00,-16.5,2.7000000000000075e-07,14.01000000000003
2024-01-15 14:16:00,2024-01-15 14:31:00,-16.501734104046243,2.700000000000007e-07,14.010000000000026
2024-01-15 14:32:00,2024-01-15 14:47:00,-16.5,2.7000000000000075e-07,14.010000000000032
2024-01-15 14:48:00,2024-01-15 14:59:00,-16.52272727272726,2.700000000000001e-07,14.009999999999993
2024-01-15 15:00:00,2024-01-15 15:15:00,-16.503389830508475,2.7000000000000075e-07,14.00474576271186
2024-01-15 15:16:00,2024-01-15 15:31:00,-16.506249999999994,2.7000000000000075e-07,14.0
2024-01-15 15:32:00,2024-01-15 15:47:00,-16.51460674157303,2.7000000000000075e-07,14.0
2024-01-15 15:48:00,2024-01-15 15:59:00,-16.502479338842974,2.699999999999999e-07,14.0
2024-01-15 16:00:00,2024-01-15 16:15:00,-16.5,2.700000000000007e-07,14.0
2024-01-15 16:16:00,2024-01-15 16:31:00,-16.5,2.7000000000000075e-07,14.0
2024-01-15 16:32:00,2024-01-15 16:47:00,-16.5,2.777222222222215e-07,14.0
2024-01-15 16:48:00,2024-01-15 16:59:00,-16.5,2.7999999999999997e-07,14.0
2024-01-15 17:00:00,2024-01-15 17:15:00,-16.495000000000005,2.799999999999992e-07,14.0
2024-01-15 17:16:00,2024-01-15 17:31:00,-16.486263736263727,2.799999999999992e-07,14.0
2024-01-15 17:32:00,2024-01-15 17:47:00,-16.503888888888888,2.799999999999992e-07,14.0
2024-01-15 17:48:00,2024-01-15 17:59:00,-16.49925925925926,2.7999999999999986e-07,14.0
2024-01-15 18:00:00,2024-01-15 18:15:00,-16.367777777777842,2.799999999999992e-07,14.0
2024-01-15 18:16:00,2024-01-15 18:31:00,-16.30055248618788,2.799999999999992e-07,14.0
2024-01-15 18:32:00,2024-01-15 18:47:00,-16.300000000000033,2.799999999999992e-07,14.0
2024-01-15 18:48:00,2024-01-15 18:59:00,-16.299999999999983,2.7999999999999986e-07,14.0
2024-01-15 19:00:00,2024-01-15 19:15:00,-16.297777777777803,2.799999999999992e-07,13.998166666666627
2024-01-15 19:16:00,2024-01-15 19:31:00,-16.34388888888894,2.799999999999992e-07,13.989999999999966
2024-01-15 19:32:00,2024-01-15 19:47:00,-16.393785310734515,2.799999999999993e-07,13.98999999999997
2024-01-15 19:48:00,2024-01-15 19:59:00,-16.32189781021896,2.7999999999999986e-07,13.990000000000007
2024-01-15 20:00:00,2024-01-15 20:15:00,-16.300000000000033,2.799999999999992e-07,13.989999999999965
2024-01-15 20:16:00,2024-01-15 20:31:00,-16.298333333333364,2.799999999999992e-07,13.989999999999966
2024-01-15 20:32:00,2024-01-15 20:47:00,-16.290659340659367,2.799999999999992e-07,13.989999999999965
2024-01-15 20:48:00,2024-01-15 20:59:00,-16.297058823529397,2.7999999999999986e-07,13.990000000000007
