Timestamp,OPR-OCH,PREBER Value,QAVG Value
['01-11 12-53'],[-16.4],2.8e-07,13.99
['01-11 12-53'],[-16.4],2.8e-07,13.99
['01-11 12-53'],[-16.4],2.9e-07,13.98
['01-11 12-53'],[-16.4],2.9e-07,13.99
['01-11 12-54'],[-16.4],2.8e-07,13.99
['01-11 12-54'],[-16.4],2.8e-07,13.99
['01-11 12-54'],[-16.4],2.8e-07,13.99
['01-11 12-54'],[-16.4],2.8e-07,13.99
['01-11 12-54'],[-16.4],2.8e-07,13.99
['01-11 12-55'],[-16.4],2.8e-07,13.99
['01-11 12-55'],[-16.4],2.8e-07,13.99
['01-11 12-55'],[-16.4],2.8e-07,13.99
['01-11 12-55'],[-16.4],2.8e-07,13.99
['01-11 12-55'],[-16.4],2.8e-07,13.99
['01-11 12-56'],[-16.4],2.8e-07,13.99
['01-11 12-56'],[-16.4],2.8e-07,13.99
['01-11 12-56'],[-16.4],2.8e-07,13.99
['01-11 12-56'],[-16.4],2.9e-07,13.99
['01-11 12-57'],[-16.4],2.9e-07,13.98
['01-11 12-57'],[-16.4],2.9e-07,13.98
['01-11 12-57'],[-16.4],2.9e-07,13.98
['01-11 12-57'],[-16.4],2.9e-07,13.98
['01-11 12-57'],[-16.4],2.9e-07,13.98
['01-11 12-58'],[-16.4],2.9e-07,13.98
['01-11 12-58'],[-16.4],2.9e-07,13.98
['01-11 12-58'],[-16.4],2.9e-07,13.98
['01-11 12-58'],[-16.4],2.9e-07,13.98
['01-11 12-58'],[-16.4],2.9e-07,13.99
['01-11 12-59'],[-16.4],2.9e-07,13.99
['01-11 12-59'],[-16.4],2.9e-07,13.98
['01-11 12-59'],[-16.4],2.9e-07,13.98
['01-11 12-59'],[-16.4],2.9e-07,13.98
['01-11 13-00'],[-16.4],2.9e-07,13.98
['01-11 13-00'],[-16.4],2.9e-07,13.98
['01-11 13-00'],[-16.4],2.9e-07,13.98
['01-11 13-00'],[-16.4],2.9e-07,13.98
['01-11 13-00'],[-16.4],2.9e-07,13.98
['01-11 13-01'],[-16.4],2.9e-07,13.98
['01-11 13-01'],[-16.4],2.9e-07,13.98
['01-11 13-01'],[-16.4],2.9e-07,13.98
['01-11 13-01'],[-16.4],2.9e-07,13.98
['01-11 13-01'],[-16.4],2.9e-07,13.98
['01-11 13-02'],[-16.4],2.9e-07,13.98
['01-11 13-02'],[-16.4],2.9e-07,13.98
['01-11 13-02'],[-16.4],2.9e-07,13.98
['01-11 13-02'],[-16.4],2.9e-07,13.98
['01-11 13-02'],[-16.4],2.9e-07,13.98
['01-11 13-03'],[-16.4],2.9e-07,13.98
['01-11 13-03'],[-16.4],2.9e-07,13.98
['01-11 13-03'],[-16.4],2.9e-07,13.98
['01-11 13-03'],[-16.4],2.9e-07,13.98
['01-11 13-04'],[-16.4],2.9e-07,13.98
['01-11 13-04'],[-16.4],2.9e-07,13.98
['01-11 13-04'],[-16.4],2.9e-07,13.98
['01-11 13-04'],[-16.4],2.9e-07,13.98
['01-11 13-04'],[-16.4],2.9e-07,13.98
['01-11 13-05'],[-16.4],2.9e-07,13.98
['01-11 13-05'],[-16.4],2.9e-07,13.98
['01-11 13-05'],[-16.4],2.9e-07,13.98
['01-11 13-05'],[-16.4],2.9e-07,13.98
['01-11 13-06'],[-16.4],2.9e-07,13.98
['01-11 13-06'],[-16.4],2.9e-07,13.98
['01-11 13-06'],[-16.4],2.9e-07,13.98
['01-11 13-06'],[-16.4],2.9e-07,13.98
['01-11 13-06'],[-16.4],2.9e-07,13.98
['01-11 13-07'],[-16.4],2.9e-07,13.98
['01-11 13-07'],[-16.4],2.9e-07,13.98
['01-11 13-07'],[-16.4],2.9e-07,13.98
['01-11 13-07'],[-16.4],2.9e-07,13.98
['01-11 13-07'],[-16.4],2.9e-07,13.98
['01-11 13-08'],[-16.4],2.9e-07,13.98
['01-11 13-08'],[-16.4],2.9e-07,13.98
['01-11 13-08'],[-16.4],2.9e-07,13.98
['01-11 13-08'],[-16.4],2.9e-07,13.98
['01-11 13-09'],[-16.4],2.9e-07,13.98
['01-11 13-09'],[-16.4],2.9e-07,13.98
['01-11 13-09'],[-16.4],2.9e-07,13.98
['01-11 13-09'],[-16.4],2.9e-07,13.98
['01-11 13-09'],[-16.4],2.9e-07,13.98
['01-11 13-10'],[-16.4],2.9e-07,13.98
['01-11 13-10'],[-16.4],2.9e-07,13.98
['01-11 13-10'],[-16.4],2.9e-07,13.98
['01-11 13-10'],[-16.4],2.9e-07,13.98
['01-11 13-11'],[-16.4],2.9e-07,13.98
['01-11 13-11'],[-16.4],2.9e-07,13.98
['01-11 13-11'],[-16.4],2.9e-07,13.98
['01-11 13-11'],[-16.4],2.9e-07,13.98
['01-11 13-11'],[-16.4],2.9e-07,13.98
['01-11 13-12'],[-16.4],2.9e-07,13.98
['01-11 13-12'],[-16.4],2.9e-07,13.98
['01-11 13-12'],[-16.4],2.9e-07,13.98
['01-11 13-12'],[-16.4],2.9e-07,13.98
['01-11 13-13'],[-16.4],2.9e-07,13.98
['01-11 13-13'],[-16.4],2.9e-07,13.98
['01-11 13-13'],[-16.4],2.9e-07,13.98
['01-11 13-13'],[-16.4],2.9e-07,13.98
['01-11 13-13'],[-16.4],2.9e-07,13.98
['01-11 13-14'],[-16.4],2.9e-07,13.98
['01-11 13-14'],[-16.4],2.9e-07,13.98
['01-11 13-14'],[-16.4],2.9e-07,13.98
['01-11 13-14'],[-16.4],2.9e-07,13.98
['01-11 13-14'],[-16.4],2.9e-07,13.98
['01-11 13-15'],[-16.4],2.9e-07,13.98
['01-11 13-15'],[-16.4],2.9e-07,13.98
['01-11 13-15'],[-16.4],2.9e-07,13.98
['01-11 13-15'],[-16.4],2.9e-07,13.98
['01-11 13-16'],[-16.4],2.9e-07,13.98
['01-11 13-16'],[-16.4],2.9e-07,13.98
['01-11 13-16'],[-16.4],2.9e-07,13.98
['01-11 13-16'],[-16.4],2.9e-07,13.98
['01-11 13-16'],[-16.4],2.9e-07,13.98
['01-11 13-17'],[-16.4],2.9e-07,13.98
['01-11 13-17'],[-16.4],2.9e-07,13.98
['01-11 13-17'],[-16.4],2.9e-07,13.98
['01-11 13-17'],[-16.4],2.9e-07,13.98
['01-11 13-18'],[-16.4],2.9e-07,13.98
