Timestamp,OPR-OCH,PREBER Value,QAVG Value
['12-27 01-30'],[-17.1],2.9e-07,13.98
['12-27 01-30'],[-17.1],2.9e-07,13.98
['12-27 01-30'],[-17.1],2.9e-07,13.98
['12-27 01-30'],[-17.1],2.9e-07,13.98
['12-27 01-31'],[-17.1],2.9e-07,13.98
['12-27 01-31'],[-17.2],2.9e-07,13.98
['12-27 01-31'],[-17.1],2.9e-07,13.98
['12-27 01-31'],[-17.2],2.9e-07,13.98
['12-27 01-32'],[-17.2],2.9e-07,13.98
['12-27 01-32'],[-17.2],2.9e-07,13.98
['12-27 01-32'],[-17.2],2.9e-07,13.98
['12-27 01-32'],[-17.2],2.9e-07,13.98
['12-27 01-32'],[-17.2],2.9e-07,13.98
['12-27 01-33'],[-17.2],2.9e-07,13.98
['12-27 01-33'],[-17.2],2.9e-07,13.98
['12-27 01-33'],[-17.2],2.9e-07,13.98
['12-27 01-33'],[-17.2],2.9e-07,13.98
['12-27 01-34'],[-17.2],2.9e-07,13.98
['12-27 01-34'],[-17.2],2.9e-07,13.98
['12-27 01-34'],[-17.2],2.9e-07,13.98
['12-27 01-34'],[-17.2],2.9e-07,13.98
['12-27 01-35'],[-17.2],2.9e-07,13.98
['12-27 01-35'],[-17.2],2.9e-07,13.98
['12-27 01-35'],[-17.2],2.9e-07,13.99
['12-27 01-35'],[-17.2],2.9e-07,13.99
['12-27 01-35'],[-17.2],2.9e-07,13.99
['12-27 01-36'],[-17.2],2.9e-07,13.99
['12-27 01-36'],[-17.2],2.9e-07,13.99
['12-27 01-36'],[-17.2],2.9e-07,13.99
['12-27 01-36'],[-17.2],2.9e-07,13.99
['12-27 01-37'],[-17.2],2.9e-07,13.99
['12-27 01-37'],[-17.2],2.9e-07,13.99
['12-27 01-37'],[-17.2],2.9e-07,13.99
['12-27 01-37'],[-17.2],2.9e-07,13.99
['12-27 01-38'],[-17.2],2.9e-07,13.99
['12-27 01-38'],[-17.2],2.9e-07,13.99
['12-27 01-38'],[-17.2],2.9e-07,13.99
['12-27 01-38'],[-17.2],2.9e-07,13.99
['12-27 01-39'],[-17.2],2.9e-07,13.99
['12-27 01-39'],[-17.2],2.9e-07,13.99
['12-27 01-39'],[-17.2],2.9e-07,13.99
['12-27 01-39'],[-17.2],2.9e-07,13.98
['12-27 01-39'],[-17.2],2.9e-07,13.98
['12-27 01-40'],[-17.2],2.9e-07,13.98
['12-27 01-40'],[-17.2],2.9e-07,13.98
['12-27 01-40'],[-17.2],2.9e-07,13.98
['12-27 01-40'],[-17.2],2.9e-07,13.98
['12-27 01-41'],[-17.2],2.9e-07,13.98
['12-27 01-41'],[-17.2],2.9e-07,13.98
['12-27 01-41'],[-17.2],2.9e-07,13.98
['12-27 01-41'],[-17.2],2.9e-07,13.98
['12-27 01-42'],[-17.2],2.9e-07,13.98
['12-27 01-42'],[-17.2],2.9e-07,13.98
['12-27 01-42'],[-17.2],2.9e-07,13.98
['12-27 01-42'],[-17.2],2.9e-07,13.98
['12-27 01-43'],[-17.1],2.9e-07,13.98
['12-27 01-43'],[-17.2],2.9e-07,13.98
['12-27 01-43'],[-17.1],2.9e-07,13.98
['12-27 01-43'],[-17.1],2.9e-07,13.98
['12-27 01-43'],[-17.1],2.9e-07,13.98
['12-27 01-44'],[-17.1],2.9e-07,13.98
['12-27 01-44'],[-17.1],2.9e-07,13.98
['12-27 01-44'],[-17.1],2.9e-07,13.98
['12-27 01-44'],[-17.1],2.9e-07,13.98
['12-27 01-45'],[-17.1],2.9e-07,13.99
['12-27 01-45'],[-17.1],2.9e-07,13.98
['12-27 01-45'],[-17.1],2.9e-07,13.98
['12-27 01-45'],[-17.1],2.9e-07,13.98
['12-27 01-46'],[-17.1],2.9e-07,13.98
['12-27 01-46'],[-17.1],2.9e-07,13.98
['12-27 01-46'],[-17.1],2.9e-07,13.98
['12-27 01-46'],[-17.1],2.9e-07,13.98
['12-27 01-46'],[-17.1],2.9e-07,13.98
['12-27 01-47'],[-17.1],2.9e-07,13.98
['12-27 01-47'],[-17.1],2.9e-07,13.98
['12-27 01-47'],[-17.1],2.9e-07,13.98
['12-27 01-47'],[-17.1],2.9e-07,13.98
['12-27 01-48'],[-17.1],2.9e-07,13.98
['12-27 01-48'],[-17.2],2.9e-07,13.98
['12-27 01-48'],[-17.1],2.9e-07,13.98
['12-27 01-48'],[-17.1],2.9e-07,13.98
['12-27 01-49'],[-17.1],2.9e-07,13.98
['12-27 01-49'],[-17.1],2.9e-07,13.98
['12-27 01-49'],[-17.1],2.9e-07,13.98
['12-27 01-49'],[-17.2],2.9e-07,13.98
['12-27 01-50'],[-17.2],2.9e-07,13.98
['12-27 01-50'],[-17.2],2.9e-07,13.98
['12-27 01-50'],[-17.2],2.9e-07,13.98
['12-27 01-50'],[-17.2],2.9e-07,13.98
['12-27 01-50'],[-17.2],2.9e-07,13.98
['12-27 01-51'],[-17.2],2.9e-07,13.98
['12-27 01-51'],[-17.2],2.9e-07,13.98
['12-27 01-51'],[-17.1],3.5e-07,13.92
['12-27 01-51'],[-17.2],2.9e-07,13.99
['12-27 01-52'],[-17.2],3e-07,13.97
['12-27 01-52'],[-17.2],3.1e-07,13.97
['12-27 01-52'],[-17.2],3.1e-07,13.96
['12-27 01-52'],[-17.2],3.1e-07,13.96
['12-27 01-53'],[-17.2],3.1e-07,13.96
['12-27 01-53'],[-17.2],3.1e-07,13.96
['12-27 01-53'],[-17.2],3e-07,13.97
['12-27 01-53'],[-17.2],3e-07,13.97
['12-27 01-54'],[-17.2],3e-07,13.97
['12-27 01-54'],[-17.2],3e-07,13.97
['12-27 01-54'],[-17.2],3e-07,13.97
['12-27 01-54'],[-17.2],3e-07,13.97
['12-27 01-54'],[-17.2],3e-07,13.97
['12-27 01-55'],[-17.2],3e-07,13.97
['12-27 01-55'],[-17.2],3e-07,13.97
['12-27 01-55'],[-17.2],3e-07,13.97
['12-27 01-55'],[-17.2],3e-07,13.97
['12-27 01-56'],[-17.2],3e-07,13.97
['12-27 01-56'],[-17.2],3e-07,13.97
['12-27 01-56'],[-17.2],3e-07,13.97
['12-27 01-56'],[-17.2],3e-07,13.97
['12-27 01-57'],[-17.2],3e-07,13.97
['12-27 01-57'],[-17.2],3e-07,13.97
['12-27 01-57'],[-17.2],3e-07,13.97
['12-27 01-57'],[-17.2],3e-07,13.97
['12-27 01-58'],[-17.2],3.1e-07,13.96
['12-27 01-58'],[-17.2],3e-07,13.97
['12-27 01-58'],[-17.2],3.1e-07,13.96
['12-27 01-58'],[-17.2],3.1e-07,13.96
['12-27 01-59'],[-17.2],3.1e-07,13.96
['12-27 01-59'],[-17.2],3.1e-07,13.96
['12-27 01-59'],[-17.2],3.1e-07,13.96
['12-27 01-59'],[-17.2],3.1e-07,13.96
['12-27 02-00'],[-17.2],3.1e-07,13.97
['12-27 02-00'],[-17.2],3.1e-07,13.97
['12-27 02-00'],[-17.2],3e-07,13.97
['12-27 02-00'],[-17.2],3e-07,13.97
['12-27 02-01'],[-17.2],3e-07,13.97
['12-27 02-01'],[-17.2],3e-07,13.97
['12-27 02-01'],[-17.2],3e-07,13.97
['12-27 02-01'],[-17.2],3e-07,13.97
['12-27 02-02'],[-17.2],3e-07,13.97
['12-27 02-02'],[-17.2],3e-07,13.97
['12-27 02-02'],[-17.2],3e-07,13.97
['12-27 02-02'],[-17.2],3e-07,13.97
['12-27 02-02'],[-17.2],3e-07,13.97
['12-27 02-03'],[-17.2],3e-07,13.97
['12-27 02-03'],[-17.2],3e-07,13.97
