Timestamp,OPR-OCH,PREBER Value,QAVG Value
['01-17 13-39'],[-16.4],3e-07,13.97
['01-17 13-39'],[-16.4],3e-07,13.97
['01-17 13-39'],[-16.4],3e-07,13.97
['01-17 13-39'],[-16.4],3e-07,13.97
['01-17 13-40'],[-16.4],3e-07,13.97
['01-17 13-40'],[-16.4],3e-07,13.97
['01-17 13-40'],[-16.4],2.9e-07,13.98
['01-17 13-40'],[-16.4],3e-07,13.97
['01-17 13-41'],[-16.4],3e-07,13.97
['01-17 13-41'],[-16.4],3e-07,13.97
['01-17 13-41'],[-16.4],3e-07,13.97
['01-17 13-41'],[-16.4],3e-07,13.97
['01-17 13-41'],[-16.4],3e-07,13.97
['01-17 13-42'],[-16.4],3e-07,13.97
['01-17 13-42'],[-16.4],3e-07,13.97
['01-17 13-42'],[-16.4],3e-07,13.97
['01-17 13-42'],[-16.4],3e-07,13.97
['01-17 13-42'],[-16.4],3e-07,13.97
['01-17 13-43'],[-16.4],3e-07,13.97
['01-17 13-43'],[-16.4],3e-07,13.97
['01-17 13-43'],[-16.4],3e-07,13.97
['01-17 13-43'],[-16.4],3e-07,13.97
['01-17 13-44'],[-16.4],3e-07,13.97
['01-17 13-44'],[-16.4],3e-07,13.97
['01-17 13-44'],[-16.4],3e-07,13.97
['01-17 13-44'],[-16.4],3e-07,13.97
['01-17 13-44'],[-16.4],3e-07,13.97
['01-17 13-45'],[-16.4],3e-07,13.97
['01-17 13-45'],[-16.4],3e-07,13.97
['01-17 13-45'],[-16.4],3e-07,13.97
['01-17 13-45'],[-16.4],3e-07,13.97
['01-17 13-45'],[-16.4],3e-07,13.97
['01-17 13-46'],[-16.4],3e-07,13.97
['01-17 13-46'],[-16.4],3e-07,13.97
['01-17 13-46'],[-16.4],3e-07,13.97
['01-17 13-46'],[-16.4],3e-07,13.97
['01-17 13-47'],[-16.4],3e-07,13.97
['01-17 13-47'],[-16.4],3e-07,13.97
['01-17 13-47'],[-16.4],3e-07,13.97
['01-17 13-47'],[-16.4],3e-07,13.97
['01-17 13-47'],[-16.4],3e-07,13.97
['01-17 13-48'],[-16.4],3e-07,13.97
['01-17 13-48'],[-16.4],3e-07,13.97
['01-17 13-48'],[-16.4],3e-07,13.97
['01-17 13-48'],[-16.4],3e-07,13.97
['01-17 13-49'],[-16.4],3e-07,13.97
['01-17 13-49'],[-16.4],3e-07,13.97
['01-17 13-49'],[-16.4],3e-07,13.97
['01-17 13-49'],[-16.4],3.1e-07,13.96
['01-17 13-49'],[-16.4],3.1e-07,13.96
['01-17 13-50'],[-16.4],3.1e-07,13.96
['01-17 13-50'],[-16.4],3.1e-07,13.96
['01-17 13-50'],[-16.4],3.1e-07,13.96
['01-17 13-50'],[-16.4],3.1e-07,13.96
['01-17 13-51'],[-16.4],3.1e-07,13.96
['01-17 13-51'],[-16.4],3.1e-07,13.96
['01-17 13-51'],[-16.4],3.1e-07,13.96
['01-17 13-51'],[-16.4],3.1e-07,13.96
['01-17 13-51'],[-16.4],3.1e-07,13.96
