Timestamp,OPR-OCH,PREBER Value,QAVG Value
['01-04 13-03'],[-16.8],3.9e-07,13.88
['01-04 13-03'],[-16.8],3.7e-07,13.9
['01-04 13-03'],[-16.8],3.6e-07,13.91
['01-04 13-03'],[-16.8],3.6e-07,13.91
['01-04 13-04'],[-16.8],3.5e-07,13.92
['01-04 13-04'],[-16.8],3.4e-07,13.93
['01-04 13-04'],[-16.8],3.4e-07,13.93
['01-04 13-04'],[-16.8],3.3e-07,13.93
['01-04 13-04'],[-16.8],3.4e-07,13.93
['01-04 13-05'],[-16.8],3.4e-07,13.93
['01-04 13-05'],[-16.8],3.4e-07,13.93
['01-04 13-05'],[-16.8],3.4e-07,13.93
['01-04 13-05'],[-16.8],3.4e-07,13.93
['01-04 13-06'],[-16.8],3.4e-07,13.93
['01-04 13-06'],[-16.8],3.4e-07,13.93
['01-04 13-06'],[-16.8],3.3e-07,13.93
['01-04 13-06'],[-16.8],3.4e-07,13.93
['01-04 13-06'],[-16.8],3.4e-07,13.93
['01-04 13-07'],[-16.8],3.4e-07,13.93
['01-04 13-07'],[-16.8],3.4e-07,13.93
['01-04 13-07'],[-16.8],3.4e-07,13.93
['01-04 13-07'],[-16.8],3.4e-07,13.93
['01-04 13-08'],[-16.8],3.4e-07,13.93
['01-04 13-08'],[-16.8],3.4e-07,13.93
['01-04 13-08'],[-16.8],3.4e-07,13.93
['01-04 13-08'],[-16.8],3.4e-07,13.93
['01-04 13-08'],[-16.8],3.4e-07,13.93
['01-04 13-09'],[-16.8],3.4e-07,13.93
['01-04 13-09'],[-16.8],3.4e-07,13.93
['01-04 13-09'],[-16.8],3.4e-07,13.93
['01-04 13-09'],[-16.8],3.4e-07,13.93
['01-04 13-09'],[-16.8],3.4e-07,13.93
['01-04 13-10'],[-16.8],3.4e-07,13.93
['01-04 13-10'],[-16.8],3.4e-07,13.93
['01-04 13-10'],[-16.8],3.4e-07,13.93
['01-04 13-10'],[-16.8],3.4e-07,13.93
['01-04 13-11'],[-16.8],3.4e-07,13.92
['01-04 13-11'],[-16.8],3.4e-07,13.93
['01-04 13-11'],[-16.8],3.4e-07,13.93
['01-04 13-11'],[-16.8],3.4e-07,13.93
['01-04 13-11'],[-16.8],3.4e-07,13.93
['01-04 13-12'],[-16.8],3.4e-07,13.93
['01-04 13-12'],[-16.8],3.4e-07,13.93
['01-04 13-12'],[-16.8],3.4e-07,13.93
['01-04 13-12'],[-16.8],3.4e-07,13.93
['01-04 13-13'],[-16.8],3.4e-07,13.93
['01-04 13-13'],[-16.8],3.4e-07,13.92
['01-04 13-13'],[-16.8],3.4e-07,13.92
['01-04 13-13'],[-16.8],3.4e-07,13.92
['01-04 13-13'],[-16.8],3.4e-07,13.92
['01-04 13-14'],[-16.8],3.4e-07,13.92
['01-04 13-14'],[-16.8],3.4e-07,13.92
['01-04 13-14'],[-16.8],3.4e-07,13.92
['01-04 13-14'],[-16.8],3.4e-07,13.92
['01-04 13-15'],[-16.8],3.4e-07,13.92
['01-04 13-15'],[-16.8],3.5e-07,13.92
['01-04 13-15'],[-16.8],3.4e-07,13.92
['01-04 13-15'],[-16.8],3.5e-07,13.92
['01-04 13-15'],[-16.8],3.4e-07,13.92
['01-04 13-16'],[-16.8],3.5e-07,13.92
['01-04 13-16'],[-16.8],3.5e-07,13.92
['01-04 13-16'],[-16.8],3.5e-07,13.92
['01-04 13-16'],[-16.8],3.5e-07,13.92
['01-04 13-16'],[-16.8],3.5e-07,13.92
['01-04 13-17'],[-16.8],3.5e-07,13.92
['01-04 13-17'],[-16.8],3.5e-07,13.92
['01-04 13-17'],[-16.8],3.5e-07,13.92
['01-04 13-17'],[-16.8],3.5e-07,13.92
['01-04 13-18'],[-16.8],3.5e-07,13.92
['01-04 13-18'],[-16.8],3.5e-07,13.92
['01-04 13-18'],[-16.8],3.5e-07,13.92
['01-04 13-18'],[-16.8],3.5e-07,13.92
['01-04 13-18'],[-16.8],3.5e-07,13.92
['01-04 13-19'],[-16.8],3.5e-07,13.92
['01-04 13-19'],[-16.8],3.5e-07,13.92
['01-04 13-19'],[-16.8],3.5e-07,13.92
['01-04 13-19'],[-16.8],3.5e-07,13.92
['01-04 13-20'],[-16.8],3.5e-07,13.92
['01-04 13-20'],[-16.8],3.5e-07,13.92
['01-04 13-20'],[-16.8],3.5e-07,13.92
['01-04 13-20'],[-16.8],3.5e-07,13.92
['01-04 13-20'],[-16.8],3.5e-07,13.92
['01-04 13-21'],[-16.7],3.5e-07,13.92
['01-04 13-21'],[-16.7],3.5e-07,13.92
['01-04 13-21'],[-16.7],3.5e-07,13.92
['01-04 13-21'],[-16.7],3.5e-07,13.92
['01-04 13-22'],[-16.7],3.5e-07,13.92
['01-04 13-22'],[-16.7],3.5e-07,13.92
['01-04 13-22'],[-16.7],3.5e-07,13.92
['01-04 13-22'],[-16.7],3.5e-07,13.92
['01-04 13-22'],[-16.7],3.5e-07,13.92
['01-04 13-23'],[-16.7],3.5e-07,13.92
['01-04 13-23'],[-16.7],3.5e-07,13.92
['01-04 13-23'],[-16.7],3.5e-07,13.92
['01-04 13-23'],[-16.7],3.5e-07,13.92
['01-04 13-23'],[-16.7],3.5e-07,13.92
['01-04 13-24'],[-16.7],3.5e-07,13.92
['01-04 13-24'],[-16.7],3.5e-07,13.92
['01-04 13-24'],[-16.7],3.5e-07,13.92
['01-04 13-24'],[-16.7],3.5e-07,13.92
['01-04 13-25'],[-16.7],3.5e-07,13.92
['01-04 13-25'],[-16.7],3.5e-07,13.92
['01-04 13-25'],[-16.7],3.5e-07,13.92
['01-04 13-25'],[-16.7],3.5e-07,13.92
['01-04 13-25'],[-16.7],3.5e-07,13.92
['01-04 13-26'],[-16.7],3.5e-07,13.92
['01-04 13-26'],[-16.7],3.5e-07,13.92
['01-04 13-26'],[-16.8],3.5e-07,13.92
['01-04 13-26'],[-16.8],3.5e-07,13.92
['01-04 13-27'],[-16.7],3.5e-07,13.92
['01-04 13-27'],[-16.7],3.5e-07,13.92
['01-04 13-27'],[-16.7],3.5e-07,13.92
['01-04 13-27'],[-16.7],3.5e-07,13.92
['01-04 13-27'],[-16.7],3.5e-07,13.92
['01-04 13-28'],[-16.7],3.5e-07,13.92
['01-04 13-28'],[-16.7],3.5e-07,13.92
['01-04 13-28'],[-16.7],3.5e-07,13.92
['01-04 13-28'],[-16.7],3.5e-07,13.92
['01-04 13-28'],[-16.7],3.5e-07,13.92
['01-04 13-29'],[-16.7],3.5e-07,13.92
['01-04 13-29'],[-16.7],3.5e-07,13.92
['01-04 13-29'],[-16.7],3.4e-07,13.92
['01-04 13-29'],[-16.7],3.4e-07,13.92
['01-04 13-30'],[-16.7],3.4e-07,13.92
['01-04 13-30'],[-16.7],3.4e-07,13.92
['01-04 13-30'],[-16.7],3.4e-07,13.92
['01-04 13-30'],[-16.7],3.4e-07,13.92
['01-04 13-30'],[-16.7],3.4e-07,13.92
['01-04 13-31'],[-16.7],3.4e-07,13.92
['01-04 13-31'],[-16.7],3.4e-07,13.92
['01-04 13-31'],[-16.7],3.4e-07,13.92
['01-04 13-31'],[-16.7],3.4e-07,13.92
['01-04 13-31'],[-16.7],3.4e-07,13.92
['01-04 13-32'],[-16.7],3.4e-07,13.92
['01-04 13-32'],[-16.7],3.4e-07,13.92
['01-04 13-32'],[-16.7],3.4e-07,13.92
['01-04 13-32'],[-16.8],3.4e-07,13.92
['01-04 13-33'],[-16.7],3.4e-07,13.92
['01-04 13-33'],[-16.7],3.4e-07,13.92
['01-04 13-33'],[-16.7],3.4e-07,13.92
['01-04 13-33'],[-16.7],3.4e-07,13.92
['01-04 13-33'],[-16.7],3.4e-07,13.92
['01-04 13-34'],[-16.7],3.4e-07,13.92
['01-04 13-34'],[-16.8],3.4e-07,13.92
['01-04 13-34'],[-16.8],3.4e-07,13.92
['01-04 13-34'],[-16.7],3.4e-07,13.92
['01-04 13-35'],[-16.7],3.4e-07,13.92
['01-04 13-35'],[-16.7],3.4e-07,13.92
['01-04 13-35'],[-16.7],3.4e-07,13.92
['01-04 13-35'],[-16.7],3.4e-07,13.92
['01-04 13-35'],[-16.7],3.4e-07,13.92
['01-04 13-36'],[-16.7],3.4e-07,13.92
['01-04 13-36'],[-16.7],3.4e-07,13.92
['01-04 13-36'],[-16.7],3.4e-07,13.92
['01-04 13-36'],[-16.7],3.4e-07,13.92
['01-04 13-36'],[-16.8],3.4e-07,13.92
['01-04 13-37'],[-16.8],3.4e-07,13.92
['01-04 13-37'],[-16.8],3.4e-07,13.92
['01-04 13-37'],[-16.7],3.4e-07,13.92
['01-04 13-37'],[-16.7],3.4e-07,13.92
['01-04 13-38'],[-16.7],3.4e-07,13.92
['01-04 13-38'],[-16.7],3.4e-07,13.92
['01-04 13-38'],[-16.7],3.4e-07,13.92
['01-04 13-38'],[-16.8],3.4e-07,13.92
['01-04 13-38'],[-16.7],3.5e-07,13.92
['01-04 13-39'],[-16.7],3.5e-07,13.92
['01-04 13-39'],[-16.7],3.4e-07,13.92
['01-04 13-39'],[-16.7],3.5e-07,13.92
['01-04 13-39'],[-16.7],3.5e-07,13.92
['01-04 13-40'],[-16.8],3.4e-07,13.92
['01-04 13-40'],[-16.7],3.4e-07,13.92
['01-04 13-40'],[-16.7],3.4e-07,13.92
['01-04 13-40'],[-16.7],3.4e-07,13.92
['01-04 13-40'],[-16.7],3.4e-07,13.92
['01-04 13-41'],[-16.7],3.4e-07,13.92
['01-04 13-41'],[-16.7],3.4e-07,13.92
['01-04 13-41'],[-16.7],3.4e-07,13.92
['01-04 13-41'],[-16.7],3.4e-07,13.92
['01-04 13-42'],[-16.7],3.4e-07,13.92
['01-04 13-42'],[-16.7],3.4e-07,13.92
['01-04 13-42'],[-16.7],3.4e-07,13.92
['01-04 13-42'],[-16.7],3.5e-07,13.92
['01-04 13-42'],[-16.7],3.4e-07,13.92
['01-04 13-43'],[-16.7],3.4e-07,13.92
['01-04 13-43'],[-16.7],3.5e-07,13.92
['01-04 13-43'],[-16.8],3.5e-07,13.92
['01-04 13-43'],[-16.7],3.5e-07,13.92
['01-04 13-43'],[-16.7],3.5e-07,13.92
['01-04 13-44'],[-16.7],3.5e-07,13.92
['01-04 13-44'],[-16.8],3.5e-07,13.92
['01-04 13-44'],[-16.7],3.5e-07,13.92
['01-04 13-44'],[-16.7],3.5e-07,13.92
['01-04 13-45'],[-16.7],3.5e-07,13.92
['01-04 13-45'],[-16.7],3.5e-07,13.92
['01-04 13-45'],[-16.7],3.5e-07,13.92
['01-04 13-45'],[-16.7],3.5e-07,13.92
['01-04 13-45'],[-16.7],3.5e-07,13.92
['01-04 13-46'],[-16.7],3.5e-07,13.92
['01-04 13-46'],[-16.7],3.5e-07,13.92
['01-04 13-46'],[-16.7],3.5e-07,13.92
['01-04 13-46'],[-16.7],3.5e-07,13.92
['01-04 13-46'],[-16.7],3.5e-07,13.92
['01-04 13-47'],[-16.7],3.5e-07,13.92
['01-04 13-47'],[-16.7],3.5e-07,13.92
['01-04 13-47'],[-16.7],3.5e-07,13.92
['01-04 13-47'],[-16.8],3.5e-07,13.92
['01-04 13-48'],[-16.7],3.5e-07,13.92
['01-04 13-48'],[-16.8],3.5e-07,13.92
['01-04 13-48'],[-16.7],3.5e-07,13.92
['01-04 13-48'],[-16.7],3.5e-07,13.92
['01-04 13-48'],[-16.7],3.5e-07,13.92
['01-04 13-49'],[-16.7],3.5e-07,13.92
['01-04 13-49'],[-16.7],3.5e-07,13.92
['01-04 13-49'],[-16.7],3.5e-07,13.92
['01-04 13-49'],[-16.7],3.5e-07,13.92
['01-04 13-50'],[-16.7],3.5e-07,13.92
['01-04 13-50'],[-16.7],3.5e-07,13.92
['01-04 13-50'],[-16.7],3.5e-07,13.92
['01-04 13-50'],[-16.7],3.5e-07,13.92
['01-04 13-50'],[-16.7],3.5e-07,13.92
['01-04 13-51'],[-16.7],3.5e-07,13.92
