Time_Start,Time_End,OPR-OCH,PREBER Value,QAVG Value
2024-01-20 02:02:00,2024-01-20 02:17:00,-16.301388888888884,3.0000000000000036e-07,13.970000000000022
2024-01-20 02:18:00,2024-01-20 02:33:00,-16.3,3.0000000000000036e-07,13.97000000000002
2024-01-20 02:34:00,2024-01-20 02:49:00,-16.3,3.0000000000000036e-07,13.97000000000002
2024-01-20 02:50:00,2024-01-20 02:59:00,-16.303191489361677,3.0000000000000036e-07,13.97000000000002
2024-01-20 03:00:00,2024-01-20 03:15:00,-16.3,3.0000000000000036e-07,13.97000000000002
2024-01-20 03:16:00,2024-01-20 03:31:00,-16.3,3.0000000000000036e-07,13.97000000000002
2024-01-20 03:32:00,2024-01-20 03:47:00,-16.300675675675677,3.0000000000000036e-07,13.970000000000022
2024-01-20 03:48:00,2024-01-20 03:59:00,-16.306249999999974,3.0000000000000036e-07,13.970000000000022
2024-01-20 04:00:00,2024-01-20 04:15:00,-16.301333333333336,3.0000000000000036e-07,13.970000000000018
2024-01-20 04:16:00,2024-01-20 04:31:00,-16.30268456375839,3.0000000000000036e-07,13.97000000000002
2024-01-20 04:32:00,2024-01-20 04:47:00,-16.31208053691276,3.0000000000000036e-07,13.97000000000002
2024-01-20 04:48:00,2024-01-20 04:59:00,-16.32807017543859,3.0000000000000036e-07,13.970000000000022
2024-01-20 05:00:00,2024-01-20 05:15:00,-16.343421052631594,3.0000000000000036e-07,13.970000000000015
2024-01-20 05:16:00,2024-01-20 05:31:00,-16.301973684210534,3.0000000000000036e-07,13.970000000000015
2024-01-20 05:32:00,2024-01-20 05:47:00,-16.30194805194806,3.000000000000004e-07,13.970000000000013
2024-01-20 05:48:00,2024-01-20 05:59:00,-16.30263157894734,3.0000000000000036e-07,13.970000000000022
2024-01-20 06:00:00,2024-01-20 06:15:00,-16.305882352941182,3.0000000000000036e-07,13.970000000000013
2024-01-20 06:16:00,2024-01-20 06:31:00,-16.300653594771248,3.0000000000000036e-07,13.970000000000013
2024-01-20 06:32:00,2024-01-20 06:47:00,-16.300000000000004,3.0000000000000036e-07,13.970000000000015
2024-01-20 06:48:00,2024-01-20 06:59:00,-16.29999999999997,3.0000000000000036e-07,13.970000000000022
2024-01-20 07:00:00,2024-01-20 07:15:00,-16.300000000000004,3.0000000000000036e-07,13.970000000000015
2024-01-20 07:16:00,2024-01-20 07:31:00,-16.300000000000008,3.0000000000000036e-07,13.970000000000013
2024-01-20 07:32:00,2024-01-20 07:47:00,-16.300000000000004,3.0000000000000036e-07,13.970000000000015
2024-01-20 07:48:00,2024-01-20 07:59:00,-16.29999999999997,3.0000000000000036e-07,13.970000000000022
2024-01-20 08:00:00,2024-01-20 08:15:00,-16.300000000000004,3.0000000000000036e-07,13.970000000000015
2024-01-20 08:16:00,2024-01-20 08:31:00,-16.300000000000008,3.0000000000000036e-07,13.970000000000013
2024-01-20 08:32:00,2024-01-20 08:47:00,-16.300000000000004,3.0000000000000036e-07,13.970000000000015
2024-01-20 08:48:00,2024-01-20 08:59:00,-16.29999999999997,3.0000000000000036e-07,13.970000000000022
2024-01-20 09:00:00,2024-01-20 09:15:00,-16.299342105263165,3.0000000000000036e-07,13.970000000000015
2024-01-20 09:16:00,2024-01-20 09:31:00,-16.29868421052632,3.0000000000000036e-07,13.970000000000015
2024-01-20 09:32:00,2024-01-20 09:47:00,-16.29084967320262,3.0000000000000036e-07,13.970000000000013
2024-01-20 09:48:00,2024-01-20 09:59:00,-16.25350877192982,3.0000000000000036e-07,13.970000000000022
2024-01-20 10:00:00,2024-01-20 10:15:00,-16.2486842105263,3.0000000000000036e-07,13.970000000000015
2024-01-20 10:16:00,2024-01-20 10:31:00,-16.25526315789474,3.0000000000000036e-07,13.970000000000015
2024-01-20 10:32:00,2024-01-20 10:47:00,-16.237908496732008,3.0000000000000036e-07,13.970000000000013
2024-01-20 10:48:00,2024-01-20 10:59:00,-16.253508771929813,3.0000000000000036e-07,13.970000000000022
2024-01-20 11:00:00,2024-01-20 11:15:00,-16.300000000000004,3.0000000000000036e-07,13.970000000000015
2024-01-20 11:16:00,2024-01-20 11:31:00,-16.300000000000004,3.0000000000000036e-07,13.970000000000015
2024-01-20 11:32:00,2024-01-20 11:47:00,-16.300000000000004,3.0000000000000036e-07,13.970000000000015
2024-01-20 11:48:00,2024-01-20 11:59:00,-16.29999999999997,3.0000000000000036e-07,13.970000000000022
2024-01-20 12:00:00,2024-01-20 12:15:00,-16.300000000000004,3.0000000000000036e-07,13.970000000000015
2024-01-20 12:16:00,2024-01-20 12:31:00,-16.300000000000004,3.0000000000000036e-07,13.970000000000015
2024-01-20 12:32:00,2024-01-20 12:47:00,-16.3,3.0000000000000036e-07,13.970000000000022
2024-01-20 12:48:00,2024-01-20 12:59:00,-16.29999999999997,3.0000000000000036e-07,13.970000000000022
2024-01-20 13:00:00,2024-01-20 13:15:00,-16.17364864864859,3.0000000000000036e-07,13.970000000000022
2024-01-20 13:16:00,2024-01-20 13:31:00,-16.10855263157891,3.0000000000000036e-07,13.970000000000015
2024-01-20 13:32:00,2024-01-20 13:47:00,-16.099999999999955,3.0000000000000036e-07,13.970000000000018
2024-01-20 13:48:00,2024-01-20 13:59:00,-16.09999999999997,3.0000000000000036e-07,13.970000000000022
2024-01-20 14:00:00,2024-01-20 14:15:00,-16.100657894736795,3.0000000000000036e-07,13.970000000000015
2024-01-20 14:16:00,2024-01-20 14:31:00,-16.099999999999955,3.0000000000000036e-07,13.970000000000018
2024-01-20 14:32:00,2024-01-20 14:47:00,-16.099999999999955,3.0000000000000036e-07,13.970000000000018
2024-01-20 14:48:00,2024-01-20 14:59:00,-16.09999999999997,3.0000000000000036e-07,13.970000000000022
2024-01-20 15:00:00,2024-01-20 15:15:00,-16.099999999999955,3.0000000000000036e-07,13.970000000000017
2024-01-20 15:16:00,2024-01-20 15:31:00,-16.099999999999955,3.0000000000000036e-07,13.970000000000015
2024-01-20 15:32:00,2024-01-20 15:47:00,-16.099999999999955,3.0000000000000036e-07,13.970000000000018
2024-01-20 15:48:00,2024-01-20 15:59:00,-16.09999999999997,3.0000000000000036e-07,13.970000000000022
2024-01-20 16:00:00,2024-01-20 16:15:00,-16.16118421052631,3.0000000000000036e-07,13.970000000000015
2024-01-20 16:16:00,2024-01-20 16:31:00,-16.109868421052592,3.0000000000000036e-07,13.970000000000015
2024-01-20 16:32:00,2024-01-20 16:47:00,-16.10198675496684,3.0000000000000036e-07,13.970000000000017
2024-01-20 16:48:00,2024-01-20 16:59:00,-16.198245614035116,3.0000000000000036e-07,13.970000000000022
2024-01-20 17:00:00,2024-01-20 17:15:00,-16.205263157894738,3.0000000000000036e-07,13.970000000000015
2024-01-20 17:16:00,2024-01-20 17:31:00,-16.227631578947364,3.0000000000000036e-07,13.970000000000015
2024-01-20 17:32:00,2024-01-20 17:47:00,-16.27843137254903,3.0000000000000036e-07,13.970000000000013
2024-01-20 17:48:00,2024-01-20 17:59:00,-16.30442477876104,3.0000000000000036e-07,13.970000000000022
2024-01-20 18:00:00,2024-01-20 18:15:00,-16.44473684210527,3.0000000000000036e-07,13.970000000000015
2024-01-20 18:16:00,2024-01-20 18:31:00,-16.472185430463593,3.0000000000000036e-07,13.970000000000017
2024-01-20 18:32:00,2024-01-20 18:47:00,-16.442000000000046,3.0000000000000036e-07,13.970000000000018
2024-01-20 18:48:00,2024-01-20 18:59:00,-16.400000000000034,3.0000000000000036e-07,13.970000000000022
2024-01-20 19:00:00,2024-01-20 19:15:00,-16.400000000000045,3.0000000000000036e-07,13.970000000000015
2024-01-20 19:16:00,2024-01-20 19:31:00,-16.400000000000045,3.0000000000000036e-07,13.97000000000002
2024-01-20 19:32:00,2024-01-20 19:47:00,-16.342384105960274,3.0000000000000036e-07,13.970000000000017
2024-01-20 19:48:00,2024-01-20 19:59:00,-16.301754385964884,3.0000000000000036e-07,13.970000000000022
2024-01-20 20:00:00,2024-01-20 20:15:00,-16.302631578947377,3.0000000000000036e-07,13.970000000000015
2024-01-20 20:16:00,2024-01-20 20:31:00,-16.3,3.0000000000000036e-07,13.970000000000022
2024-01-20 20:32:00,2024-01-20 20:47:00,-16.300000000000004,3.0000000000000036e-07,13.970000000000015
2024-01-20 20:48:00,2024-01-20 20:59:00,-16.29999999999997,3.0000000000000036e-07,13.970000000000022
