Timestamp,OPR-OCH,PREBER Value,QAVG Value
30/12/2023 18:19,-17.2,2.80E-07,14
30/12/2023 18:20,-17.2,2.70E-07,14.01
30/12/2023 18:20,-17.2,2.70E-07,14
30/12/2023 18:20,-17.2,2.80E-07,13.99
30/12/2023 18:20,-17.2,2.80E-07,14
30/12/2023 18:20,-17.2,2.80E-07,14
30/12/2023 18:21,-17.2,2.80E-07,14
30/12/2023 18:21,-17.2,2.80E-07,14
30/12/2023 18:21,-17.2,2.70E-07,14
30/12/2023 18:21,-17.2,2.80E-07,14
30/12/2023 18:21,-17.2,2.80E-07,13.99
30/12/2023 18:22,-17.2,2.80E-07,13.99
30/12/2023 18:22,-17.2,2.90E-07,13.99
30/12/2023 18:22,-17.2,2.90E-07,13.98
30/12/2023 18:22,-17.2,2.90E-07,13.98
30/12/2023 18:23,-17.2,2.90E-07,13.98
30/12/2023 18:23,-17.2,2.90E-07,13.98
30/12/2023 18:23,-17.3,2.90E-07,13.98
30/12/2023 18:23,-17.2,2.90E-07,13.98
30/12/2023 18:23,-17.2,2.90E-07,13.98
30/12/2023 18:24,-17.2,2.90E-07,13.98
30/12/2023 18:24,-17.2,2.90E-07,13.98
30/12/2023 18:24,-17.2,2.90E-07,13.98
30/12/2023 18:24,-17.2,2.90E-07,13.98
30/12/2023 18:24,-17.2,2.90E-07,13.98
30/12/2023 18:25,-17.2,2.90E-07,13.98
30/12/2023 18:25,-17.2,2.90E-07,13.98
30/12/2023 18:25,-17.2,2.90E-07,13.98
30/12/2023 18:25,-17.2,2.90E-07,13.98
30/12/2023 18:26,-17.2,2.90E-07,13.98
30/12/2023 18:26,-17.2,2.90E-07,13.98
30/12/2023 18:26,-17.2,2.90E-07,13.98
30/12/2023 18:26,-17.2,2.90E-07,13.98
30/12/2023 18:26,-17.2,2.90E-07,13.98
30/12/2023 18:27,-17.2,2.90E-07,13.98
30/12/2023 18:27,-17.2,2.90E-07,13.98
30/12/2023 18:27,-17.2,2.90E-07,13.98
30/12/2023 18:27,-17.3,2.90E-07,13.98
30/12/2023 18:27,-17.3,2.90E-07,13.98
30/12/2023 18:28,-17.2,2.90E-07,13.98
30/12/2023 18:28,-17.2,2.90E-07,13.98
30/12/2023 18:28,-17.2,2.90E-07,13.98
30/12/2023 18:28,-17.2,2.90E-07,13.98
30/12/2023 18:29,-17.2,2.90E-07,13.98
30/12/2023 18:29,-17.2,2.90E-07,13.98
30/12/2023 18:29,-17.2,2.90E-07,13.98
30/12/2023 18:29,-17.2,2.90E-07,13.98
30/12/2023 18:29,-17.2,2.90E-07,13.98
30/12/2023 18:30,-17.3,2.90E-07,13.98
30/12/2023 18:30,-17.3,2.90E-07,13.98
30/12/2023 18:30,-17.2,2.90E-07,13.98
30/12/2023 18:30,-17.2,2.90E-07,13.98
30/12/2023 18:30,-17.2,2.90E-07,13.98
30/12/2023 18:31,-17.2,2.90E-07,13.98
30/12/2023 18:31,-17.2,2.90E-07,13.98
30/12/2023 18:31,-17.2,2.90E-07,13.99
30/12/2023 18:31,-17.2,2.90E-07,13.99
30/12/2023 18:32,-17.2,2.90E-07,13.99
30/12/2023 18:32,-17.2,2.90E-07,13.99
30/12/2023 18:32,-17.2,2.90E-07,13.99
30/12/2023 18:32,-17.2,2.80E-07,13.99
30/12/2023 18:32,-17.2,2.80E-07,13.99
30/12/2023 18:33,-17.2,2.80E-07,13.99
30/12/2023 18:33,-17.2,2.80E-07,13.99
30/12/2023 18:33,-17.2,2.80E-07,13.99
30/12/2023 18:33,-17.2,2.80E-07,13.99
30/12/2023 18:34,-17.2,2.80E-07,13.99
30/12/2023 18:34,-17.2,2.80E-07,13.99
30/12/2023 18:34,-17.2,2.80E-07,13.99
30/12/2023 18:34,-17.2,2.80E-07,13.99
30/12/2023 18:34,-17.2,2.80E-07,13.99
30/12/2023 18:35,-17.2,2.80E-07,13.99
30/12/2023 18:35,-17.2,2.80E-07,13.99
30/12/2023 18:35,-17.2,2.80E-07,13.99
30/12/2023 18:35,-17.2,2.90E-07,13.99
30/12/2023 18:35,-17.2,2.90E-07,13.99
30/12/2023 18:36,-17.2,2.90E-07,13.99
30/12/2023 18:36,-17.2,2.90E-07,13.99
30/12/2023 18:36,-17.2,2.90E-07,13.99
30/12/2023 18:36,-17.2,2.90E-07,13.99
30/12/2023 18:37,-17.2,2.90E-07,13.99
30/12/2023 18:37,-17.2,2.90E-07,13.99
30/12/2023 18:37,-17.2,2.90E-07,13.99
30/12/2023 18:37,-17.2,2.90E-07,13.99
30/12/2023 18:37,-17.2,2.90E-07,13.99
30/12/2023 18:38,-17.2,2.90E-07,13.99
30/12/2023 18:38,-17.2,2.90E-07,13.99
30/12/2023 18:38,-17.2,2.90E-07,13.99
30/12/2023 18:38,-17.2,2.90E-07,13.99
30/12/2023 18:38,-17.2,2.90E-07,13.99
30/12/2023 18:39,-17.2,2.90E-07,13.99
30/12/2023 18:39,-17.2,2.90E-07,13.99
30/12/2023 18:39,-17.2,2.90E-07,13.99
30/12/2023 18:39,-17.2,2.90E-07,13.99
30/12/2023 18:40,-17.2,2.80E-07,13.99
30/12/2023 18:40,-17.2,2.90E-07,13.99
30/12/2023 18:40,-17.2,2.90E-07,13.99
30/12/2023 18:40,-17.2,2.90E-07,13.99
30/12/2023 18:40,-17.3,2.90E-07,13.99
30/12/2023 18:41,-17.2,2.90E-07,13.99
30/12/2023 18:41,-17.2,2.90E-07,13.99
30/12/2023 18:41,-17.2,2.90E-07,13.99
30/12/2023 18:41,-17.2,2.90E-07,13.99
30/12/2023 18:42,-17.2,2.90E-07,13.99
30/12/2023 18:42,-17.2,2.90E-07,13.99
30/12/2023 18:42,-17.2,2.90E-07,13.99
30/12/2023 18:42,-17.2,2.90E-07,13.99
30/12/2023 18:42,-17.2,2.90E-07,13.99
30/12/2023 18:43,-17.2,2.90E-07,13.99
30/12/2023 18:43,-17.2,2.90E-07,13.99
30/12/2023 18:43,-17.2,2.90E-07,13.99
30/12/2023 18:43,-17.2,2.90E-07,13.99
30/12/2023 18:43,-17.2,2.90E-07,13.99
30/12/2023 18:44,-17.2,2.90E-07,13.99
30/12/2023 18:44,-17.2,2.90E-07,13.99
30/12/2023 18:44,-17.2,2.90E-07,13.98
30/12/2023 18:44,-17.2,2.90E-07,13.98
30/12/2023 18:45,-17.2,2.90E-07,13.98
30/12/2023 18:45,-17.2,2.90E-07,13.98
30/12/2023 18:45,-17.2,2.90E-07,13.98
30/12/2023 18:45,-17.2,2.90E-07,13.98
30/12/2023 18:45,-17.2,2.90E-07,13.98
30/12/2023 18:46,-17.2,2.90E-07,13.98
30/12/2023 18:46,-17.2,2.90E-07,13.98
30/12/2023 18:46,-17.3,2.90E-07,13.98
30/12/2023 18:46,-17.2,2.90E-07,13.98
30/12/2023 18:46,-17.3,2.90E-07,13.98
30/12/2023 18:47,-17.2,2.90E-07,13.98
30/12/2023 18:47,-17.3,2.90E-07,13.98
30/12/2023 18:47,-17.2,2.90E-07,13.98
30/12/2023 18:47,-17.2,3.00E-07,13.98
30/12/2023 18:48,-17.2,3.00E-07,13.98
30/12/2023 18:48,-17.2,3.00E-07,13.98
30/12/2023 18:48,-17.2,3.00E-07,13.98
30/12/2023 18:48,-17.2,3.00E-07,13.98
30/12/2023 18:48,-17.2,3.00E-07,13.97
30/12/2023 18:49,-17.2,3.00E-07,13.97
30/12/2023 18:49,-17.2,3.00E-07,13.97
30/12/2023 18:49,-17.2,3.00E-07,13.97
30/12/2023 18:49,-17.3,3.00E-07,13.97
30/12/2023 18:49,-17.2,3.00E-07,13.97
30/12/2023 18:50,-17.2,3.00E-07,13.97
30/12/2023 18:50,-17.2,3.00E-07,13.97
30/12/2023 18:50,-17.2,3.00E-07,13.97
30/12/2023 18:50,-17.2,3.00E-07,13.97
30/12/2023 18:51,-17.2,3.00E-07,13.97
30/12/2023 18:51,-17.2,3.00E-07,13.97
30/12/2023 18:51,-17.3,3.00E-07,13.97
30/12/2023 18:51,-17.2,3.00E-07,13.97
30/12/2023 18:51,-17.2,3.00E-07,13.97
30/12/2023 18:52,-17.2,3.10E-07,13.97
30/12/2023 18:52,-17.2,3.10E-07,13.97
30/12/2023 18:52,-17.2,3.10E-07,13.97
30/12/2023 18:52,-17.2,3.10E-07,13.97
30/12/2023 18:53,-17.2,3.10E-07,13.96
30/12/2023 18:53,-17.2,3.10E-07,13.96
30/12/2023 18:53,-17.2,3.10E-07,13.96
30/12/2023 18:53,-17.2,3.10E-07,13.96
30/12/2023 18:53,-17.2,3.10E-07,13.96
30/12/2023 18:54,-17.2,3.10E-07,13.96
30/12/2023 18:54,-17.2,3.10E-07,13.96
30/12/2023 18:54,-17.2,3.10E-07,13.96
30/12/2023 18:54,-17.2,3.10E-07,13.96
30/12/2023 18:54,-17.2,3.10E-07,13.96
30/12/2023 18:55,-17.2,3.10E-07,13.96
30/12/2023 18:55,-17.2,3.10E-07,13.96
30/12/2023 18:55,-17.2,3.10E-07,13.96
30/12/2023 18:55,-17.3,3.10E-07,13.96
30/12/2023 18:56,-17.3,3.10E-07,13.96
30/12/2023 18:56,-17.2,3.10E-07,13.96
30/12/2023 18:56,-17.3,3.10E-07,13.96
30/12/2023 18:56,-17.2,3.10E-07,13.96
30/12/2023 18:56,-17.2,3.10E-07,13.96
30/12/2023 18:57,-17.2,3.10E-07,13.96
30/12/2023 18:57,-17.2,3.20E-07,13.96
30/12/2023 18:57,-17.3,3.20E-07,13.96
30/12/2023 18:57,-17.2,3.20E-07,13.96
30/12/2023 18:57,-17.3,3.20E-07,13.96
30/12/2023 18:58,-17.2,3.20E-07,13.96
30/12/2023 18:58,-17.2,3.20E-07,13.96
30/12/2023 18:58,-17.2,3.20E-07,13.95
30/12/2023 18:58,-17.3,3.20E-07,13.95
30/12/2023 18:59,-17.2,3.20E-07,13.95
30/12/2023 18:59,-17.2,3.20E-07,13.95
30/12/2023 18:59,-17.2,3.20E-07,13.95
30/12/2023 18:59,-17.2,3.20E-07,13.95
30/12/2023 18:59,-17.2,3.20E-07,13.95
30/12/2023 19:00,-17.3,3.20E-07,13.95
30/12/2023 19:00,-17.2,3.20E-07,13.95
30/12/2023 19:00,-17.3,3.20E-07,13.95
30/12/2023 19:00,-17.2,3.20E-07,13.95
30/12/2023 19:00,-17.2,3.20E-07,13.95
30/12/2023 19:01,-17.2,3.20E-07,13.95
30/12/2023 19:01,-17.2,3.20E-07,13.95
30/12/2023 19:01,-17.2,3.20E-07,13.95
30/12/2023 19:01,-17.3,3.20E-07,13.95
30/12/2023 19:02,-17.3,3.20E-07,13.95
30/12/2023 19:02,-17.3,3.20E-07,13.95
30/12/2023 19:02,-17.2,3.20E-07,13.95
30/12/2023 19:02,-17.2,3.20E-07,13.95
30/12/2023 19:02,-17.2,3.20E-07,13.95
30/12/2023 19:03,-17.2,3.20E-07,13.95
30/12/2023 19:03,-17.2,3.20E-07,13.95
30/12/2023 19:03,-17.2,3.20E-07,13.95
30/12/2023 19:03,-17.2,3.20E-07,13.95
30/12/2023 19:04,-17.2,3.20E-07,13.95
30/12/2023 19:04,-17.3,3.20E-07,13.95
30/12/2023 19:04,-17.3,3.20E-07,13.95
30/12/2023 19:04,-17.2,3.20E-07,13.95
30/12/2023 19:04,-17.2,3.20E-07,13.95
30/12/2023 19:05,-17.2,3.20E-07,13.95
30/12/2023 19:05,-17.2,3.20E-07,13.95
30/12/2023 19:05,-17.2,3.20E-07,13.95
30/12/2023 19:05,-17.3,3.20E-07,13.95
30/12/2023 19:06,-17.2,3.20E-07,13.95
30/12/2023 19:06,-17.2,3.20E-07,13.95
30/12/2023 19:06,-17.2,3.20E-07,13.95
30/12/2023 19:06,-17.3,3.20E-07,13.95
30/12/2023 19:07,-17.3,3.20E-07,13.95
30/12/2023 19:07,-17.2,3.20E-07,13.95
30/12/2023 19:07,-17.2,3.20E-07,13.95
30/12/2023 19:07,-17.2,3.20E-07,13.95
30/12/2023 19:07,-17.2,3.20E-07,13.95
30/12/2023 19:08,-17.2,3.20E-07,13.95
30/12/2023 19:08,-17.2,3.20E-07,13.95
30/12/2023 19:08,-17.2,3.20E-07,13.96
30/12/2023 19:08,-17.2,3.20E-07,13.96
30/12/2023 19:08,-17.2,3.20E-07,13.96
30/12/2023 19:09,-17.3,3.20E-07,13.96
30/12/2023 19:09,-17.3,3.20E-07,13.96
30/12/2023 19:09,-17.2,3.20E-07,13.96
30/12/2023 19:09,-17.2,3.10E-07,13.96
30/12/2023 19:10,-17.2,3.10E-07,13.96
30/12/2023 19:10,-17.2,3.10E-07,13.96
30/12/2023 19:10,-17.3,3.10E-07,13.96
30/12/2023 19:10,-17.2,3.10E-07,13.96
30/12/2023 19:10,-17.2,3.10E-07,13.96
30/12/2023 19:11,-17.2,3.10E-07,13.96
30/12/2023 19:11,-17.3,3.10E-07,13.96
30/12/2023 19:11,-17.2,3.10E-07,13.96
30/12/2023 19:11,-17.3,3.10E-07,13.96
30/12/2023 19:11,-17.2,3.10E-07,13.96
30/12/2023 19:12,-17.3,3.10E-07,13.96
30/12/2023 19:12,-17.2,3.10E-07,13.96
