Time_Start,Time_End,OPR-OCH,PREBER Value,QAVG Value
2023-12-26 05:24:00,2023-12-26 05:39:00,-17.249999999999986,3.3897058823529425e-07,13.926250000000021
2023-12-26 05:40:00,2023-12-26 05:55:00,-17.269503546099283,3.408510638297872e-07,13.920000000000027
2023-12-26 05:56:00,2023-12-26 05:59:00,-17.28055555555556,3.400000000000001e-07,13.920000000000005
2023-12-26 06:00:00,2023-12-26 06:15:00,-17.246527777777757,3.400000000000001e-07,13.923888888888913
2023-12-26 06:16:00,2023-12-26 06:31:00,-17.209459459459456,3.400000000000001e-07,13.930000000000021
2023-12-26 06:32:00,2023-12-26 06:47:00,-17.21041666666666,3.315277777777768e-07,13.935000000000016
2023-12-26 06:48:00,2023-12-26 06:59:00,-17.20275229357801,3.299999999999993e-07,13.940000000000035
2023-12-26 07:00:00,2023-12-26 07:15:00,-17.201379310344823,3.2744827586206765e-07,13.94000000000004
2023-12-26 07:16:00,2023-12-26 07:31:00,-17.20205479452054,3.199999999999991e-07,13.94000000000004
2023-12-26 07:32:00,2023-12-26 07:47:00,-17.200684931506842,3.199999999999991e-07,13.947328767123322
2023-12-26 07:48:00,2023-12-26 07:59:00,-17.20366972477067,3.1999999999999985e-07,13.950000000000026
2023-12-26 08:00:00,2023-12-26 08:15:00,-17.200684931506842,3.199999999999991e-07,13.950000000000031
2023-12-26 08:16:00,2023-12-26 08:31:00,-17.20689655172413,3.199999999999991e-07,13.950000000000031
2023-12-26 08:32:00,2023-12-26 08:47:00,-17.199999999999992,3.199999999999991e-07,13.950000000000031
2023-12-26 08:48:00,2023-12-26 08:59:00,-17.20733944954131,3.1999999999999985e-07,13.950000000000026
2023-12-26 09:00:00,2023-12-26 09:15:00,-17.202721088435368,3.199999999999991e-07,13.950000000000031
2023-12-26 09:16:00,2023-12-26 09:31:00,-17.20408163265305,3.199999999999991e-07,13.950000000000031
2023-12-26 09:32:00,2023-12-26 09:47:00,-17.199999999999992,3.199999999999991e-07,13.950000000000031
2023-12-26 09:48:00,2023-12-26 09:59:00,-17.20183486238535,3.1999999999999985e-07,13.950000000000026
2023-12-26 10:00:00,2023-12-26 10:15:00,-17.199999999999992,3.199999999999991e-07,13.950000000000031
2023-12-26 10:16:00,2023-12-26 10:31:00,-17.199999999999992,3.199999999999991e-07,13.950000000000031
2023-12-26 10:32:00,2023-12-26 10:47:00,-17.199999999999992,3.199999999999991e-07,13.950000000000031
2023-12-26 10:48:00,2023-12-26 10:59:00,-17.20000000000003,3.1999999999999985e-07,13.950000000000028
2023-12-26 11:00:00,2023-12-26 11:15:00,-17.199999999999992,3.199999999999991e-07,13.950000000000031
2023-12-26 11:16:00,2023-12-26 11:31:00,-17.199999999999996,3.1999999999999916e-07,13.950000000000031
2023-12-26 11:32:00,2023-12-26 11:47:00,-17.2,3.199999999999992e-07,13.950000000000031
2023-12-26 11:48:00,2023-12-26 11:59:00,-17.20000000000003,3.1999999999999995e-07,13.950000000000026
2023-12-26 12:00:00,2023-12-26 12:15:00,-17.2,3.199999999999992e-07,13.950000000000031
2023-12-26 12:16:00,2023-12-26 12:31:00,-17.2,3.199999999999992e-07,13.950000000000031
2023-12-26 12:32:00,2023-12-26 12:47:00,-17.200724637681166,3.1999999999999927e-07,13.950000000000031
2023-12-26 12:48:00,2023-12-26 12:59:00,-17.20000000000003,3.1999999999999995e-07,13.950000000000026
2023-12-26 13:00:00,2023-12-26 13:15:00,-17.199999999999996,3.1999999999999916e-07,13.950000000000031
2023-12-26 13:16:00,2023-12-26 13:31:00,-17.199999999999996,3.1999999999999916e-07,13.950000000000031
2023-12-26 13:32:00,2023-12-26 13:47:00,-17.20069444444444,3.1999999999999916e-07,13.950000000000031
2023-12-26 13:48:00,2023-12-26 13:59:00,-17.20000000000003,3.1999999999999985e-07,13.950000000000026
2023-12-26 14:00:00,2023-12-26 14:15:00,-17.201428571428572,3.199999999999992e-07,13.950000000000031
2023-12-26 14:16:00,2023-12-26 14:31:00,-17.200000000000003,3.1223021582733877e-07,13.956330935251824
2023-12-26 14:32:00,2023-12-26 14:47:00,-17.199999999999992,3.100000000000003e-07,13.958482758620717
2023-12-26 14:48:00,2023-12-26 14:59:00,-17.20000000000003,3.0999999999999973e-07,13.960000000000022
2023-12-26 15:00:00,2023-12-26 15:15:00,-17.200684931506842,3.1000000000000037e-07,13.960000000000026
2023-12-26 15:16:00,2023-12-26 15:31:00,-17.200729927007302,3.05985401459854e-07,13.960000000000024
2023-12-26 15:32:00,2023-12-26 15:47:00,-17.200000000000003,3.0000000000000036e-07,13.963669064748222
2023-12-26 15:48:00,2023-12-26 15:59:00,-17.20000000000003,3.000000000000003e-07,13.97000000000002
2023-12-26 16:00:00,2023-12-26 16:15:00,-17.199999999999992,3.0000000000000036e-07,13.970000000000022
2023-12-26 16:16:00,2023-12-26 16:31:00,-17.20070422535211,3.0000000000000036e-07,13.970000000000022
2023-12-26 16:32:00,2023-12-26 16:47:00,-17.22602739726027,3.0000000000000036e-07,13.970000000000022
2023-12-26 16:48:00,2023-12-26 16:59:00,-17.228440366972496,3.000000000000003e-07,13.97000000000002
2023-12-26 17:00:00,2023-12-26 17:15:00,-17.20205479452054,3.0000000000000036e-07,13.970000000000022
2023-12-26 17:16:00,2023-12-26 17:31:00,-17.201379310344823,3.0000000000000036e-07,13.970000000000022
2023-12-26 17:32:00,2023-12-26 17:47:00,-17.200694444444437,3.0000000000000036e-07,13.970000000000022
2023-12-26 17:48:00,2023-12-26 17:59:00,-17.20000000000003,3.000000000000003e-07,13.97000000000002
2023-12-26 18:00:00,2023-12-26 18:15:00,-17.200689655172408,3.0000000000000036e-07,13.970000000000022
2023-12-26 18:16:00,2023-12-26 18:31:00,-17.20205479452054,3.0000000000000036e-07,13.970000000000022
2023-12-26 18:32:00,2023-12-26 18:47:00,-17.124657534246527,3.0000000000000036e-07,13.970000000000022
2023-12-26 18:48:00,2023-12-26 18:59:00,-17.099999999999966,3.0000000000000036e-07,13.970000000000022
2023-12-26 19:00:00,2023-12-26 19:08:00,-17.099999999999994,3.000000000000003e-07,13.970000000000018
