Timestamp,OPR-OCH,PREBER Value,QAVG Value
['12-30 18-19'],[-17.2],2.8e-07,14.0
['12-30 18-20'],[-17.2],2.7e-07,14.01
['12-30 18-20'],[-17.2],2.7e-07,14.0
['12-30 18-20'],[-17.2],2.8e-07,13.99
['12-30 18-20'],[-17.2],2.8e-07,14.0
['12-30 18-20'],[-17.2],2.8e-07,14.0
['12-30 18-21'],[-17.2],2.8e-07,14.0
['12-30 18-21'],[-17.2],2.8e-07,14.0
['12-30 18-21'],[-17.2],2.7e-07,14.0
['12-30 18-21'],[-17.2],2.8e-07,14.0
['12-30 18-21'],[-17.2],2.8e-07,13.99
['12-30 18-22'],[-17.2],2.8e-07,13.99
['12-30 18-22'],[-17.2],2.9e-07,13.99
['12-30 18-22'],[-17.2],2.9e-07,13.98
['12-30 18-22'],[-17.2],2.9e-07,13.98
['12-30 18-23'],[-17.2],2.9e-07,13.98
['12-30 18-23'],[-17.2],2.9e-07,13.98
['12-30 18-23'],[-17.3],2.9e-07,13.98
['12-30 18-23'],[-17.2],2.9e-07,13.98
['12-30 18-23'],[-17.2],2.9e-07,13.98
['12-30 18-24'],[-17.2],2.9e-07,13.98
['12-30 18-24'],[-17.2],2.9e-07,13.98
['12-30 18-24'],[-17.2],2.9e-07,13.98
['12-30 18-24'],[-17.2],2.9e-07,13.98
['12-30 18-24'],[-17.2],2.9e-07,13.98
['12-30 18-25'],[-17.2],2.9e-07,13.98
['12-30 18-25'],[-17.2],2.9e-07,13.98
['12-30 18-25'],[-17.2],2.9e-07,13.98
['12-30 18-25'],[-17.2],2.9e-07,13.98
['12-30 18-26'],[-17.2],2.9e-07,13.98
['12-30 18-26'],[-17.2],2.9e-07,13.98
['12-30 18-26'],[-17.2],2.9e-07,13.98
['12-30 18-26'],[-17.2],2.9e-07,13.98
['12-30 18-26'],[-17.2],2.9e-07,13.98
['12-30 18-27'],[-17.2],2.9e-07,13.98
['12-30 18-27'],[-17.2],2.9e-07,13.98
['12-30 18-27'],[-17.2],2.9e-07,13.98
