Timestamp,OPR-OCH,PREBER Value,QAVG Value
['01-11 15-25'],[-16.4],2.7e-07,14.0
['01-11 15-25'],[-16.4],2.7e-07,14.01
['01-11 15-25'],[-16.4],2.7e-07,14.0
['01-11 15-25'],[-16.4],2.7e-07,14.0
['01-11 15-25'],[-16.4],2.7e-07,14.01
['01-11 15-26'],[-16.4],2.7e-07,14.01
['01-11 15-26'],[-16.4],2.7e-07,14.0
['01-11 15-26'],[-16.4],2.7e-07,14.0
['01-11 15-26'],[-16.4],2.7e-07,14.0
['01-11 15-26'],[-16.4],2.7e-07,14.0
['01-11 15-27'],[-16.4],2.8e-07,14.0
['01-11 15-27'],[-16.4],2.8e-07,13.99
['01-11 15-27'],[-16.4],2.8e-07,13.99
['01-11 15-27'],[-16.4],2.8e-07,13.99
['01-11 15-27'],[-16.4],2.8e-07,13.99
['01-11 15-28'],[-16.4],2.8e-07,13.99
['01-11 15-28'],[-16.4],2.8e-07,13.99
['01-11 15-28'],[-16.4],2.9e-07,13.98
['01-11 15-28'],[-16.4],2.9e-07,13.98
['01-11 15-29'],[-16.4],2.9e-07,13.98
['01-11 15-29'],[-16.4],2.9e-07,13.98
['01-11 15-29'],[-16.4],2.9e-07,13.98
['01-11 15-29'],[-16.4],2.9e-07,13.98
['01-11 15-29'],[-16.4],2.9e-07,13.98
['01-11 15-30'],[-16.4],2.9e-07,13.98
['01-11 15-30'],[-16.4],2.9e-07,13.98
['01-11 15-30'],[-16.4],2.9e-07,13.98
['01-11 15-30'],[-16.4],2.9e-07,13.98
['01-11 15-30'],[-16.4],2.9e-07,13.98
['01-11 15-31'],[-16.4],2.9e-07,13.98
['01-11 15-31'],[-16.4],2.9e-07,13.98
['01-11 15-31'],[-16.4],2.9e-07,13.98
['01-11 15-31'],[-16.4],2.9e-07,13.98
['01-11 15-31'],[-16.4],2.9e-07,13.98
['01-11 15-32'],[-16.4],2.9e-07,13.98
['01-11 15-32'],[-16.4],2.9e-07,13.98
['01-11 15-32'],[-16.4],2.9e-07,13.98
['01-11 15-32'],[-16.4],2.9e-07,13.98
['01-11 15-33'],[-16.4],2.9e-07,13.98
['01-11 15-33'],[-16.4],2.9e-07,13.98
['01-11 15-33'],[-16.4],2.9e-07,13.98
['01-11 15-33'],[-16.4],2.9e-07,13.98
['01-11 15-33'],[-16.4],2.9e-07,13.98
['01-11 15-34'],[-16.4],2.9e-07,13.98
['01-11 15-34'],[-16.4],2.9e-07,13.98
['01-11 15-34'],[-16.4],2.9e-07,13.98
['01-11 15-34'],[-16.4],2.9e-07,13.98
['01-11 15-34'],[-16.4],2.9e-07,13.98
['01-11 15-35'],[-16.4],2.9e-07,13.98
['01-11 15-35'],[-16.4],2.9e-07,13.98
