Time_Start,Time_End,OPR-OCH,PREBER Value,QAVG Value
2023-12-26 01:53:00,2023-12-26 01:59:00,-17.21509433962265,3.847169811320753e-07,13.884528301886785
2023-12-26 02:00:00,2023-12-26 02:15:00,-17.26496350364964,3.961313868613151e-07,13.874160583941554
2023-12-26 02:16:00,2023-12-26 02:31:00,-17.23731343283582,4.000000000000011e-07,13.869999999999951
2023-12-26 02:32:00,2023-12-26 02:47:00,-17.200000000000003,3.9693430656934405e-07,13.877956204379611
2023-12-26 02:48:00,2023-12-26 02:59:00,-17.20097087378644,3.900000000000007e-07,13.88000000000003
2023-12-26 03:00:00,2023-12-26 03:15:00,-17.186861313868604,3.9000000000000087e-07,13.880000000000049
2023-12-26 03:16:00,2023-12-26 03:31:00,-17.186861313868615,3.872992700729931e-07,13.882846715328514
2023-12-26 03:32:00,2023-12-26 03:47:00,-17.150364963503616,3.799999999999998e-07,13.89000000000004
2023-12-26 03:48:00,2023-12-26 03:59:00,-17.102941176470562,3.799999999999998e-07,13.89000000000002
2023-12-26 04:00:00,2023-12-26 04:15:00,-17.2138686131387,3.727007299270071e-07,13.897299270073026
2023-12-26 04:16:00,2023-12-26 04:31:00,-17.292647058823523,3.4757352941176577e-07,13.92147058823532
2023-12-26 04:32:00,2023-12-26 04:47:00,-17.29411764705882,3.5654411764705974e-07,13.910220588235328
2023-12-26 04:48:00,2023-12-26 04:59:00,-17.244000000000003,3.6000000000000047e-07,13.910000000000014
2023-12-26 05:00:00,2023-12-26 05:15:00,-17.268148148148132,3.523703703703705e-07,13.915629629629656
2023-12-26 05:16:00,2023-12-26 05:22:00,-17.27321428571428,3.499999999999996e-07,13.91999999999999
