Time_Start,Time_End,OPR-OCH,PREBER Value,QAVG Value
2024-01-17 13:39:00,2024-01-17 13:54:00,-16.400000000000002,3.0328767123287644e-07,13.966712328767146
2024-01-17 13:55:00,2024-01-17 13:59:00,-16.399999999999995,3.100000000000002e-07,13.95826086956522
2024-01-17 14:00:00,2024-01-17 14:15:00,-16.402702702702705,3.1972972972973e-07,13.950000000000017
2024-01-17 14:16:00,2024-01-17 14:31:00,-16.328378378378357,3.200000000000002e-07,13.950000000000017
2024-01-17 14:32:00,2024-01-17 14:47:00,-16.289333333333314,3.200000000000002e-07,13.950000000000019
2024-01-17 14:48:00,2024-01-17 14:59:00,-16.299999999999986,3.200000000000002e-07,13.94727272727274
2024-01-17 15:00:00,2024-01-17 15:15:00,-16.29999999999998,3.200000000000002e-07,13.940000000000026
2024-01-17 15:16:00,2024-01-17 15:31:00,-16.29864864864863,3.200000000000002e-07,13.941351351351377
2024-01-17 15:32:00,2024-01-17 15:47:00,-16.283561643835608,3.200000000000002e-07,13.948767123287691
2024-01-17 15:48:00,2024-01-17 15:59:00,-16.200000000000014,3.221818181818182e-07,13.940000000000017
2024-01-17 16:00:00,2024-01-17 16:15:00,-16.20000000000002,3.2904109589041055e-07,13.940000000000026
2024-01-17 16:16:00,2024-01-17 16:31:00,-16.20000000000002,3.299999999999996e-07,13.940000000000028
2024-01-17 16:32:00,2024-01-17 16:47:00,-16.275999999999982,3.2053333333333356e-07,13.940000000000028
2024-01-17 16:48:00,2024-01-17 16:59:00,-16.24385964912281,3.200000000000002e-07,13.940000000000019
2024-01-17 17:00:00,2024-01-17 17:15:00,-16.099999999999998,3.200000000000002e-07,13.940000000000028
2024-01-17 17:16:00,2024-01-17 17:31:00,-16.1,3.2706666666666623e-07,13.940000000000028
2024-01-17 17:32:00,2024-01-17 17:47:00,-16.101333333333333,3.299999999999996e-07,13.940000000000028
2024-01-17 17:48:00,2024-01-17 17:59:00,-16.14385964912283,3.277192982456142e-07,13.940000000000019
