Time_Start,Time_End,OPR-OCH,PREBER Value,QAVG Value
2023-12-27 01:30:00,2023-12-27 01:45:00,-17.173529411764708,2.899999999999999e-07,13.982794117647067
2023-12-27 01:46:00,2023-12-27 01:59:00,-17.172881355932223,2.986440677966102e-07,13.971694915254252
2023-12-27 02:00:00,2023-12-27 02:15:00,-17.20000000000002,2.947058823529414e-07,13.97661764705884
2023-12-27 02:16:00,2023-12-27 02:31:00,-17.20000000000002,3.004477611940301e-07,13.970000000000018
2023-12-27 02:32:00,2023-12-27 02:47:00,-17.20000000000002,3.0000000000000025e-07,13.971641791044794
2023-12-27 02:48:00,2023-12-27 02:59:00,-17.200000000000014,2.936000000000003e-07,13.979800000000006
2023-12-27 03:00:00,2023-12-27 03:15:00,-17.20000000000002,2.9426470588235317e-07,13.980000000000011
2023-12-27 03:16:00,2023-12-27 03:31:00,-17.1294117647059,3.0029411764705906e-07,13.970735294117667
2023-12-27 03:32:00,2023-12-27 03:47:00,-17.011764705882353,3.094117647058822e-07,13.962205882352954
2023-12-27 03:48:00,2023-12-27 03:59:00,-17.035294117647066,3.1000000000000026e-07,13.960000000000004
2023-12-27 04:00:00,2023-12-27 04:15:00,-17.05735294117648,3.113235294117648e-07,13.955588235294135
2023-12-27 04:16:00,2023-12-27 04:31:00,-17.08529411764706,3.099999999999999e-07,13.952794117647073
2023-12-27 04:32:00,2023-12-27 04:47:00,-17.08823529411765,3.116176470588234e-07,13.950000000000017
2023-12-27 04:48:00,2023-12-27 04:59:00,-17.076470588235306,3.1000000000000026e-07,13.958627450980396
2023-12-27 05:00:00,2023-12-27 05:15:00,-17.07058823529412,3.099999999999999e-07,13.960000000000013
2023-12-27 05:16:00,2023-12-27 05:31:00,-17.073529411764707,3.099999999999999e-07,13.960000000000013
2023-12-27 05:32:00,2023-12-27 05:47:00,-17.053623188405805,3.0999999999999984e-07,13.960000000000013
2023-12-27 05:48:00,2023-12-27 05:59:00,-17.08431372549021,3.1000000000000026e-07,13.960000000000004
2023-12-27 06:00:00,2023-12-27 06:15:00,-17.104411764705883,3.099999999999999e-07,13.960000000000013
2023-12-27 06:16:00,2023-12-27 06:31:00,-17.111764705882354,3.099999999999999e-07,13.960000000000013
2023-12-27 06:32:00,2023-12-27 06:47:00,-17.1,3.099999999999999e-07,13.960000000000013
2023-12-27 06:48:00,2023-12-27 06:59:00,-17.100000000000012,3.1000000000000026e-07,13.960000000000004
2023-12-27 07:00:00,2023-12-27 07:15:00,-17.10000000000001,3.0999999999999994e-07,13.960000000000012
2023-12-27 07:16:00,2023-12-27 07:31:00,-17.114705882352954,3.099999999999999e-07,13.960000000000013
2023-12-27 07:32:00,2023-12-27 07:47:00,-17.164705882352965,3.099999999999999e-07,13.960000000000013
2023-12-27 07:48:00,2023-12-27 07:59:00,-17.192156862745115,3.1000000000000026e-07,13.960000000000004
2023-12-27 08:00:00,2023-12-27 08:15:00,-17.19558823529414,3.099999999999999e-07,13.960000000000013
2023-12-27 08:16:00,2023-12-27 08:31:00,-17.19558823529414,3.099999999999999e-07,13.960000000000013
2023-12-27 08:32:00,2023-12-27 08:47:00,-17.19705882352943,3.099999999999999e-07,13.960000000000013
2023-12-27 08:48:00,2023-12-27 08:59:00,-17.200000000000014,3.1000000000000026e-07,13.960000000000004
2023-12-27 09:00:00,2023-12-27 09:15:00,-17.20000000000002,3.099999999999999e-07,13.960000000000013
2023-12-27 09:16:00,2023-12-27 09:31:00,-17.13676470588235,3.099999999999999e-07,13.960000000000013
2023-12-27 09:32:00,2023-12-27 09:47:00,-17.100000000000005,3.099999999999999e-07,13.960000000000013
2023-12-27 09:48:00,2023-12-27 09:59:00,-17.100000000000012,3.1000000000000026e-07,13.960000000000004
2023-12-27 10:00:00,2023-12-27 10:15:00,-17.1,3.099999999999999e-07,13.960000000000013
2023-12-27 10:16:00,2023-12-27 10:31:00,-17.10000000000001,3.0999999999999994e-07,13.960000000000012
2023-12-27 10:32:00,2023-12-27 10:47:00,-17.100000000000016,3.1000000000000005e-07,13.96000000000001
2023-12-27 10:48:00,2023-12-27 10:59:00,-17.100000000000012,3.1000000000000026e-07,13.960000000000004
2023-12-27 11:00:00,2023-12-27 11:15:00,-17.1,3.099999999999999e-07,13.960000000000013
2023-12-27 11:16:00,2023-12-27 11:26:00,-17.100000000000012,3.111111111111114e-07,13.95866666666667
