Timestamp,OPR-OCH,PREBER Value,QAVG Value
['01-14 00-18'],[-16.4],2.4e-07,14.04
['01-14 00-18'],[-16.4],2.5e-07,14.03
['01-14 00-19'],[-16.4],2.5e-07,14.03
['01-14 00-19'],[-16.4],2.5e-07,14.03
['01-14 00-19'],[-16.4],2.5e-07,14.03
['01-14 00-19'],[-16.4],2.5e-07,14.04
['01-14 00-19'],[-16.4],2.5e-07,14.03
['01-14 00-19'],[-16.4],2.5e-07,14.04
['01-14 00-19'],[-16.4],2.4e-07,14.04
['01-14 00-19'],[-16.4],2.4e-07,14.04
['01-14 00-19'],[-16.4],2.4e-07,14.04
['01-14 00-19'],[-16.4],2.4e-07,14.04
['01-14 00-20'],[-16.4],2.4e-07,14.04
['01-14 00-20'],[-16.4],2.4e-07,14.05
['01-14 00-20'],[-16.4],2.4e-07,14.05
['01-14 00-20'],[-16.4],2.4e-07,14.05
['01-14 00-20'],[-16.4],2.4e-07,14.05
['01-14 00-20'],[-16.4],2.4e-07,14.05
['01-14 00-20'],[-16.4],2.4e-07,14.05
['01-14 00-20'],[-16.4],2.4e-07,14.05
['01-14 00-20'],[-16.4],2.4e-07,14.05
['01-14 00-21'],[-16.4],2.4e-07,14.05
['01-14 00-21'],[-16.4],2.4e-07,14.05
['01-14 00-21'],[-16.4],2.4e-07,14.05
['01-14 00-21'],[-16.4],2.4e-07,14.05
['01-14 00-21'],[-16.4],2.4e-07,14.05
['01-14 00-21'],[-16.4],2.4e-07,14.05
['01-14 00-21'],[-16.4],2.4e-07,14.05
['01-14 00-21'],[-16.4],2.4e-07,14.05
['01-14 00-21'],[-16.4],2.4e-07,14.05
['01-14 00-22'],[-16.4],2.4e-07,14.05
['01-14 00-22'],[-16.4],2.4e-07,14.05
['01-14 00-22'],[-16.4],2.4e-07,14.05
['01-14 00-22'],[-16.4],2.4e-07,14.05
['01-14 00-22'],[-16.4],2.4e-07,14.04
['01-14 00-22'],[-16.4],2.4e-07,14.04
['01-14 00-22'],[-16.4],2.4e-07,14.04
['01-14 00-22'],[-16.4],2.4e-07,14.04
['01-14 00-22'],[-16.4],2.4e-07,14.04
['01-14 00-22'],[-16.4],2.4e-07,14.04
['01-14 00-23'],[-16.4],2.4e-07,14.04
['01-14 00-23'],[-16.4],2.4e-07,14.04
['01-14 00-23'],[-16.4],2.4e-07,14.04
['01-14 00-23'],[-16.4],2.4e-07,14.04
['01-14 00-23'],[-16.4],2.4e-07,14.04
['01-14 00-23'],[-16.4],2.4e-07,14.04
['01-14 00-23'],[-16.4],2.4e-07,14.04
['01-14 00-23'],[-16.4],2.4e-07,14.04
['01-14 00-23'],[-16.4],2.4e-07,14.04
['01-14 00-23'],[-16.4],2.4e-07,14.04
['01-14 00-24'],[-16.4],2.4e-07,14.04
['01-14 00-24'],[-16.4],2.4e-07,14.04
['01-14 00-24'],[-16.4],2.4e-07,14.04
['01-14 00-24'],[-16.4],2.5e-07,14.04
['01-14 00-24'],[-16.4],2.5e-07,14.04
['01-14 00-24'],[-16.4],2.5e-07,14.04
['01-14 00-24'],[-16.4],2.5e-07,14.04
['01-14 00-24'],[-16.4],2.5e-07,14.04
['01-14 00-25'],[-16.4],2.5e-07,14.04
['01-14 00-25'],[-16.4],2.5e-07,14.03
['01-14 00-25'],[-16.4],2.5e-07,14.03
['01-14 00-25'],[-16.4],2.5e-07,14.03
['01-14 00-25'],[-16.4],2.5e-07,14.03
['01-14 00-25'],[-16.4],2.5e-07,14.03
['01-14 00-25'],[-16.4],2.5e-07,14.03
['01-14 00-25'],[-16.4],2.5e-07,14.03
['01-14 00-25'],[-16.4],2.5e-07,14.03
['01-14 00-25'],[-16.4],2.5e-07,14.03
['01-14 00-26'],[-16.4],2.5e-07,14.03
['01-14 00-26'],[-16.4],2.5e-07,14.03
['01-14 00-26'],[-16.4],2.5e-07,14.03
['01-14 00-26'],[-16.4],2.5e-07,14.03
['01-14 00-26'],[-16.4],2.5e-07,14.03
['01-14 00-26'],[-16.4],2.5e-07,14.03
['01-14 00-26'],[-16.4],2.5e-07,14.03
['01-14 00-26'],[-16.4],2.5e-07,14.03
['01-14 00-26'],[-16.4],2.5e-07,14.03
['01-14 00-26'],[-16.4],2.5e-07,14.03
['01-14 00-27'],[-16.4],2.5e-07,14.03
['01-14 00-27'],[-16.4],2.5e-07,14.03
['01-14 00-27'],[-16.4],2.5e-07,14.03
['01-14 00-27'],[-16.4],2.5e-07,14.03
['01-14 00-27'],[-16.4],2.5e-07,14.03
['01-14 00-27'],[-16.4],2.5e-07,14.03
['01-14 00-27'],[-16.4],2.5e-07,14.03
['01-14 00-27'],[-16.4],2.5e-07,14.03
['01-14 00-27'],[-16.4],2.5e-07,14.03
['01-14 00-28'],[-16.4],2.5e-07,14.03
['01-14 00-28'],[-16.4],2.5e-07,14.03
['01-14 00-28'],[-16.4],2.5e-07,14.03
['01-14 00-28'],[-16.4],2.5e-07,14.03
['01-14 00-28'],[-16.4],2.5e-07,14.03
['01-14 00-28'],[-16.4],2.5e-07,14.03
['01-14 00-28'],[-16.4],2.5e-07,14.03
['01-14 00-28'],[-16.4],2.5e-07,14.03
['01-14 00-28'],[-16.4],2.5e-07,14.03
['01-14 00-29'],[-16.4],2.5e-07,14.03
['01-14 00-29'],[-16.4],2.5e-07,14.03
['01-14 00-29'],[-16.5],2.5e-07,14.03
['01-14 00-29'],[-16.5],2.5e-07,14.03
['01-14 00-29'],[-16.5],2.5e-07,14.02
['01-14 00-29'],[-16.5],2.5e-07,14.02
['01-14 00-29'],[-16.5],2.5e-07,14.02
['01-14 00-29'],[-16.4],2.5e-07,14.02
['01-14 00-29'],[-16.5],2.5e-07,14.02
['01-14 00-29'],[-16.5],2.5e-07,14.02
['01-14 00-30'],[-16.5],2.6e-07,14.02
['01-14 00-30'],[-16.5],2.6e-07,14.02
['01-14 00-30'],[-16.5],2.6e-07,14.02
['01-14 00-30'],[-16.5],2.6e-07,14.02
['01-14 00-30'],[-16.5],2.6e-07,14.02
['01-14 00-30'],[-16.5],2.6e-07,14.02
['01-14 00-30'],[-16.5],2.6e-07,14.02
['01-14 00-30'],[-16.4],2.6e-07,14.02
['01-14 00-30'],[-16.5],2.6e-07,14.02
['01-14 00-31'],[-16.4],2.6e-07,14.02
['01-14 00-31'],[-16.5],2.6e-07,14.02
['01-14 00-31'],[-16.5],2.6e-07,14.02
['01-14 00-31'],[-16.5],2.6e-07,14.02
['01-14 00-31'],[-16.5],2.6e-07,14.02
['01-14 00-31'],[-16.5],2.6e-07,14.02
['01-14 00-31'],[-16.5],2.6e-07,14.02
['01-14 00-31'],[-16.5],2.6e-07,14.02
['01-14 00-31'],[-16.5],2.6e-07,14.02
['01-14 00-32'],[-16.5],2.6e-07,14.02
['01-14 00-32'],[-16.5],2.6e-07,14.02
['01-14 00-32'],[-16.4],2.6e-07,14.02
['01-14 00-32'],[-16.4],2.6e-07,14.02
['01-14 00-32'],[-16.5],2.6e-07,14.02
['01-14 00-32'],[-16.4],2.6e-07,14.02
['01-14 00-32'],[-16.4],2.6e-07,14.02
['01-14 00-32'],[-16.4],2.6e-07,14.02
['01-14 00-32'],[-16.5],2.6e-07,14.02
['01-14 00-32'],[-16.5],2.6e-07,14.02
['01-14 00-33'],[-16.4],2.6e-07,14.02
['01-14 00-33'],[-16.5],2.6e-07,14.02
['01-14 00-33'],[-16.4],2.6e-07,14.02
['01-14 00-33'],[-16.5],2.6e-07,14.02
['01-14 00-33'],[-16.5],2.6e-07,14.02
['01-14 00-33'],[-16.5],2.6e-07,14.02
['01-14 00-33'],[-16.4],2.6e-07,14.02
['01-14 00-33'],[-16.5],2.6e-07,14.02
['01-14 00-33'],[-16.5],2.6e-07,14.02
['01-14 00-33'],[-16.4],2.6e-07,14.02
['01-14 00-34'],[-16.4],2.6e-07,14.02
['01-14 00-34'],[-16.4],2.5e-07,14.02
['01-14 00-34'],[-16.4],2.5e-07,14.02
['01-14 00-34'],[-16.4],2.5e-07,14.02
['01-14 00-34'],[-16.4],2.5e-07,14.02
['01-14 00-34'],[-16.4],2.5e-07,14.03
['01-14 00-34'],[-16.5],2.5e-07,14.03
['01-14 00-34'],[-16.4],2.5e-07,14.03
['01-14 00-35'],[-16.5],2.5e-07,14.03
['01-14 00-35'],[-16.4],2.5e-07,14.03
['01-14 00-35'],[-16.5],2.5e-07,14.03
['01-14 00-35'],[-16.5],2.5e-07,14.03
['01-14 00-35'],[-16.5],2.5e-07,14.03
['01-14 00-35'],[-16.4],2.5e-07,14.03
['01-14 00-35'],[-16.4],2.5e-07,14.03
['01-14 00-35'],[-16.4],2.5e-07,14.03
['01-14 00-35'],[-16.5],2.5e-07,14.03
['01-14 00-35'],[-16.5],2.5e-07,14.03
['01-14 00-36'],[-16.4],2.5e-07,14.03
