Time_Start,Time_End,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8
2023-12-26 05:28:54,2023-12-26 05:42:59,0.008595204531250004,0.003932802601562501,2.2652205234375003e-05,9.959558874999997e-06,0.0,0.0,0.0,0.0
2023-12-26 05:43:05,2023-12-26 05:57:55,0.008692571389312977,0.004017898526717558,2.232294862595421e-05,1.043981626717557e-05,0.0,0.0,0.0,0.0
2023-12-26 05:58:01,2023-12-26 06:12:54,0.008695623651851853,0.004007556125925927,2.1800868888888896e-05,1.115565318518519e-05,0.0,0.0,0.0,0.0
2023-12-26 06:13:01,2023-12-26 06:27:59,0.008409902043478263,0.003802948971014492,2.064477434782609e-05,1.0168447876811594e-05,0.0,0.0,0.0,0.0
2023-12-26 06:28:05,2023-12-26 06:42:56,0.008280030639705884,0.0037239394485294127,1.9319119338235294e-05,1.0926904536764704e-05,0.0,0.0,0.0,0.0
2023-12-26 06:43:02,2023-12-26 06:57:59,0.008265305838235296,0.003749233426470589,1.8231585735294122e-05,1.0571384602941172e-05,0.0,0.0,0.0,0.0
2023-12-26 06:58:06,2023-12-26 07:12:53,0.008237152118518522,0.0036889721111111095,1.7444613851851848e-05,9.776557866666667e-06,0.0,0.0,0.0,0.0
2023-12-26 07:13:00,2023-12-26 07:27:59,0.008310813333333335,0.0037693992101449276,1.7967428913043482e-05,1.0464321818840582e-05,0.0,0.0,0.0,0.0
2023-12-26 07:28:06,2023-12-26 07:42:59,0.008412098065693428,0.003829273562043795,1.7569174817518247e-05,9.982668525547441e-06,0.0,0.0,0.0,0.0
2023-12-26 07:43:06,2023-12-26 07:57:56,0.00845723430882353,0.0038730391617647075,1.828331507352941e-05,1.0786080727941184e-05,0.0,0.0,0.0,0.0
2023-12-26 07:58:02,2023-12-26 08:12:59,0.008419452014598542,0.003931076839416055,1.7257296350364967e-05,1.0804519970802918e-05,0.0,0.0,0.0,0.0
2023-12-26 08:13:05,2023-12-26 08:27:54,0.008529661404411767,0.004031677455882354,1.9816544926470583e-05,1.1278438735294117e-05,0.0,0.0,0.0,0.0
2023-12-26 08:28:01,2023-12-26 08:42:57,0.008487391323529414,0.003968958492647058,2.218258830882354e-05,1.0926897272058825e-05,0.0,0.0,0.0,0.0
2023-12-26 08:43:04,2023-12-26 08:57:58,0.00863345817647059,0.004043238213235296,2.3697233602941197e-05,1.0687782455882353e-05,0.0,0.0,0.0,0.0
2023-12-26 08:58:04,2023-12-26 09:12:59,0.008795475467153278,0.0041627372335766395,2.3005171167883203e-05,9.930092510948912e-06,0.0,0.0,0.0,0.0
2023-12-26 09:13:06,2023-12-26 09:27:58,0.008768853376811594,0.004110040775362319,2.399311826086955e-05,9.914157927536234e-06,0.0,0.0,0.0,0.0
2023-12-26 09:28:04,2023-12-26 09:42:57,0.008586248802919711,0.00399839413868613,2.3214017007299274e-05,8.98729840145985e-06,0.0,0.0,0.0,0.0
2023-12-26 09:43:04,2023-12-26 09:57:55,0.00862489494852941,0.004021676374999998,2.0788579485294133e-05,9.248033500000004e-06,0.0,0.0,0.0,0.0
2023-12-26 09:58:01,2023-12-26 10:12:57,0.00861100310218978,0.00405733213138686,1.9852567591240866e-05,9.658063255474453e-06,0.0,0.0,0.0,0.0
2023-12-26 10:13:03,2023-12-26 10:27:59,0.008528266823529404,0.004055713139705884,1.789062816176471e-05,9.252302147058818e-06,0.0,0.0,0.0,0.0
2023-12-26 10:28:06,2023-12-26 10:42:56,0.008305720713235293,0.00399275550735294,1.8207803308823534e-05,1.0724890852941179e-05,0.0,0.0,0.0,0.0
2023-12-26 10:43:03,2023-12-26 10:57:54,0.007980007536764703,0.0037665477132352927,1.7198038088235284e-05,9.998526764705882e-06,0.0,0.0,0.0,0.0
2023-12-26 10:58:01,2023-12-26 11:12:56,0.007902594423357664,0.003710637598540145,1.7588090291970798e-05,9.582585525547444e-06,0.0,0.0,0.0,0.0
2023-12-26 11:13:02,2023-12-26 11:27:54,0.008009932688888888,0.003794737777777776,1.7336591259259263e-05,9.295652681481484e-06,0.0,0.0,0.0,0.0
2023-12-26 11:28:00,2023-12-26 11:42:58,0.008100586,0.0038904669402985044,1.9220313432835813e-05,1.074591636567164e-05,0.0,0.0,0.0,0.0
2023-12-26 11:43:06,2023-12-26 11:57:58,0.008211977545454543,0.00396129140909091,1.6622474469696975e-05,1.0331962636363637e-05,0.0,0.0,0.0,0.0
2023-12-26 11:58:04,2023-12-26 12:12:53,0.008243495450381683,0.003990920076335879,1.641596419847328e-05,1.0077543984732826e-05,0.0,0.0,0.0,0.0
2023-12-26 12:13:01,2023-12-26 12:27:55,0.008354317030534353,0.004092451458015269,1.5589414122137406e-05,9.964101603053434e-06,0.0,0.0,0.0,0.0
2023-12-26 12:28:01,2023-12-26 12:42:53,0.008278274954198472,0.004053193572519082,1.3844001984732818e-05,9.612411923664123e-06,0.0,0.0,0.0,0.0
2023-12-26 12:43:00,2023-12-26 12:57:56,0.008279780717557255,0.004039696824427482,1.2961663358778625e-05,9.455972343511451e-06,0.0,0.0,0.0,0.0
2023-12-26 12:58:03,2023-12-26 13:12:57,0.008254828731343283,0.004033978992537313,1.287180358208955e-05,9.70786571641791e-06,0.0,0.0,0.0,0.0
2023-12-26 13:13:05,2023-12-26 13:27:54,0.008302675436090225,0.00405480607518797,1.269660827067669e-05,9.938378661654135e-06,0.0,0.0,0.0,0.0
2023-12-26 13:28:01,2023-12-26 13:42:54,0.008238959029850746,0.004023326761194032,1.2367849179104481e-05,1.0637627335820901e-05,0.0,0.0,0.0,0.0
2023-12-26 13:43:00,2023-12-26 13:57:56,0.008179390272058827,0.003969398867647058,1.1916235588235297e-05,1.0633647786764704e-05,0.0,0.0,0.0,0.0
2023-12-26 13:58:03,2023-12-26 14:12:53,0.00813633542857143,0.003923268646616541,1.1647239323308265e-05,1.0829522315789474e-05,0.0,0.0,0.0,0.0
2023-12-26 14:13:00,2023-12-26 14:27:56,0.008123331689922478,0.00392453449612403,1.2030068527131782e-05,1.1022796906976743e-05,0.0,0.0,0.0,0.0
2023-12-26 14:28:04,2023-12-26 14:42:57,0.00813629054814815,0.003928870377777777,1.1823801851851848e-05,1.1271336644444445e-05,0.0,0.0,0.0,0.0
2023-12-26 14:43:03,2023-12-26 14:57:58,0.00814650558823529,0.003939772632352941,1.1364749801470588e-05,1.136650526470588e-05,0.0,0.0,0.0,0.0
2023-12-26 14:58:04,2023-12-26 15:12:54,0.008105965248175183,0.003914019708029195,1.0481362087591242e-05,1.1295161503649629e-05,0.0,0.0,0.0,0.0
2023-12-26 15:13:01,2023-12-26 15:27:59,0.007962353360902254,0.0038179394436090204,1.0449018992481203e-05,1.122835345864662e-05,0.0,0.0,0.0,0.0
2023-12-26 15:28:06,2023-12-26 15:42:55,0.007971386302325578,0.0038372476124031,1.0794028829457365e-05,1.1928798713178288e-05,0.0,0.0,0.0,0.0
2023-12-26 15:43:02,2023-12-26 15:57:55,0.007996192145038165,0.0038385980687022903,1.0455476587786267e-05,1.2623498778625958e-05,0.0,0.0,0.0,0.0
2023-12-26 15:58:02,2023-12-26 16:12:54,0.00794889108088235,0.003807090867647056,9.981380897058826e-06,1.2481189117647056e-05,0.0,0.0,0.0,0.0
2023-12-26 16:13:01,2023-12-26 16:27:54,0.008121245233576638,0.003924085854014597,1.140673290510949e-05,1.30564497080292e-05,0.0,0.0,0.0,0.0
2023-12-26 16:28:01,2023-12-26 16:42:53,0.008018356924242421,0.003862701295454545,1.255319787878788e-05,1.2787568939393942e-05,0.0,0.0,0.0,0.0
2023-12-26 16:43:00,2023-12-26 16:57:56,0.00800830165942029,0.003859254355072463,1.353564108695652e-05,1.2562685217391304e-05,0.0,0.0,0.0,0.0
2023-12-26 16:58:03,2023-12-26 17:12:59,0.008371308832116786,0.004131907408759123,1.3996254744525553e-05,1.2751862627737225e-05,0.0,0.0,0.0,0.0
2023-12-26 17:13:06,2023-12-26 17:27:58,0.008274837058823535,0.004048053242647058,1.4204641764705885e-05,1.2554693161764703e-05,0.0,0.0,0.0,0.0
2023-12-26 17:28:04,2023-12-26 17:42:58,0.008292430592592593,0.004036725407407409,1.3223765185185188e-05,1.2834903481481479e-05,0.0,0.0,0.0,0.0
2023-12-26 17:43:05,2023-12-26 17:57:55,0.008295494720588242,0.004073377816176471,1.2609266617647062e-05,1.3503562720588233e-05,0.0,0.0,0.0,0.0
2023-12-26 17:58:01,2023-12-26 18:12:56,0.008384041036764708,0.004155660110294119,1.2424008529411765e-05,1.4065281176470587e-05,0.0,0.0,0.0,0.0
2023-12-26 18:13:03,2023-12-26 18:27:55,0.00806684144117647,0.003921671529411763,1.1542985147058825e-05,1.4139944926470587e-05,0.0,0.0,0.0,0.0
2023-12-26 18:28:02,2023-12-26 18:42:53,0.008344563416058394,0.00414447404379562,1.1735701284671532e-05,1.4612791386861315e-05,0.0,0.0,0.0,0.0
2023-12-26 18:43:00,2023-12-26 18:57:56,0.008311212255474456,0.004174293620437954,1.0919855313868615e-05,1.3495387956204377e-05,0.0,0.0,0.0,0.0
2023-12-26 18:58:03,2023-12-26 19:12:18,0.0085243793875969,0.004305357744186047,1.0978847852713183e-05,1.3426407364341083e-05,0.0,0.0,0.0,0.0
