Time_Start,Time_End,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8
2023-12-26 01:57:42,2023-12-26 02:11:59,0.00842415582113821,0.004015245601626018,4.8139512439024415e-05,1.0576075463414633e-05,0.0,0.0,0.0,0.0
2023-12-26 02:12:06,2023-12-26 02:26:55,0.008432549346456694,0.00401756259055118,4.825714866141733e-05,1.0739390740157481e-05,0.0,0.0,0.0,0.0
2023-12-26 02:27:02,2023-12-26 02:41:58,0.008407899230158732,0.0040460529761904744,4.035512809523808e-05,1.1488625944444442e-05,0.0,0.0,0.0,0.0
2023-12-26 02:42:05,2023-12-26 02:56:54,0.008354418507812496,0.0040139448515624995,3.818068367187498e-05,1.13935830078125e-05,0.0,0.0,0.0,0.0
2023-12-26 02:57:01,2023-12-26 03:11:55,0.008338900612403102,0.003935454984496124,3.2842384883720924e-05,1.1801005038759692e-05,0.0,0.0,0.0,0.0
2023-12-26 03:12:01,2023-12-26 03:26:53,0.008237756015625004,0.00393000915625,3.043256937500001e-05,1.175834187499999e-05,0.0,0.0,0.0,0.0
2023-12-26 03:27:00,2023-12-26 03:41:54,0.008311804312500002,0.0039086307109375005,3.1388797656249996e-05,1.1515654374999998e-05,0.0,0.0,0.0,0.0
2023-12-26 03:42:02,2023-12-26 03:56:58,0.008200847666666672,0.0039033769224806193,2.9599651627906987e-05,1.144682688372093e-05,0.0,0.0,0.0,0.0
2023-12-26 03:57:05,2023-12-26 04:11:57,0.008148143304687501,0.0038401304062499995,2.9463815703125e-05,1.0610745898437503e-05,0.0,0.0,0.0,0.0
2023-12-26 04:12:04,2023-12-26 04:26:54,0.008142777472440946,0.0037355238031496047,3.218283409448819e-05,1.1046836858267722e-05,0.0,0.0,0.0,0.0
2023-12-26 04:27:01,2023-12-26 04:41:59,0.008369603209302325,0.0039032482093023244,3.2886778604651154e-05,1.1731753100775192e-05,0.0,0.0,0.0,0.0
2023-12-26 04:42:06,2023-12-26 04:56:55,0.00859315406451613,0.004018573008064516,3.0681147822580626e-05,1.0928238991935486e-05,0.0,0.0,0.0,0.0
2023-12-26 04:57:03,2023-12-26 05:11:57,0.0086802574015748,0.003999767921259844,2.7909564566929126e-05,1.0676662062992128e-05,0.0,0.0,0.0,0.0
2023-12-26 05:12:06,2023-12-26 05:26:32,0.008599765862903227,0.003924409451612903,2.5732379838709677e-05,1.040361133870968e-05,0.0,0.0,0.0,0.0
