Time_Start,Time_End,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8
2024-01-11 15:29:18,2024-01-11 15:43:56,0.008753273816901407,0.00486324133802817,9.20944543661972e-06,1.988020887323944e-06,0.0,0.0,0.0,0.0
2024-01-11 15:44:08,2024-01-11 15:58:54,0.008776896732394367,0.004881403098591548,9.2248481971831e-06,2.2546905352112672e-06,0.0,0.0,0.0,0.0
2024-01-11 15:59:06,2024-01-11 16:13:50,0.008793864028169012,0.004903342999999998,9.199778901408452e-06,2.304737929577465e-06,0.0,0.0,0.0,0.0
2024-01-11 16:14:03,2024-01-11 16:28:52,0.008694386619718306,0.004835752197183098,7.536947619718311e-06,2.1836556901408446e-06,0.0,0.0,0.0,0.0
2024-01-11 16:29:04,2024-01-11 16:43:51,0.008407439225352116,0.004579179633802816,6.593940014084508e-06,2.002398957746479e-06,0.0,0.0,0.0,0.0
2024-01-11 16:44:04,2024-01-11 16:58:52,0.008158179563380283,0.004365074746478873,6.9482592957746475e-06,2.065267774647887e-06,0.0,0.0,0.0,0.0
2024-01-11 16:59:04,2024-01-11 17:13:52,0.008348945915492961,0.0045003974366197175,7.198321154929575e-06,2.273765985915492e-06,0.0,0.0,0.0,0.0
2024-01-11 17:14:05,2024-01-11 17:28:59,0.008681023112676054,0.0047590421830985925,6.962745352112676e-06,2.392506126760563e-06,0.0,0.0,0.0,0.0
2024-01-11 17:29:12,2024-01-11 17:43:59,0.008644508492957748,0.004757286619718309,6.383966070422534e-06,2.394693014084507e-06,0.0,0.0,0.0,0.0
2024-01-11 17:44:12,2024-01-11 17:58:50,0.008504263328571428,0.004639946557142858,6.878613314285714e-06,2.4349602142857142e-06,0.0,0.0,0.0,0.0
2024-01-11 17:59:02,2024-01-11 18:13:49,0.00843334623943662,0.004614786295774648,7.270009267605631e-06,2.6707845070422527e-06,0.0,0.0,0.0,0.0
2024-01-11 18:14:02,2024-01-11 18:28:57,0.008435479041666666,0.004596260166666666,8.444068888888886e-06,2.919689986111111e-06,0.0,0.0,0.0,0.0
2024-01-11 18:29:10,2024-01-11 18:43:58,0.008647145535211268,0.0048006033380281685,1.0362820549295775e-05,3.125255126760563e-06,0.0,0.0,0.0,0.0
2024-01-11 18:44:10,2024-01-11 18:58:53,0.00837765222535211,0.004619760957746479,1.0584189197183095e-05,3.052764492957747e-06,0.0,0.0,0.0,0.0
2024-01-11 18:59:06,2024-01-11 19:13:49,0.008334538732394368,0.004537211028169015,1.0631899535211266e-05,3.2488723661971828e-06,0.0,0.0,0.0,0.0
2024-01-11 19:14:02,2024-01-11 19:28:58,0.008666860791666666,0.004816701944444445,1.1757864347222222e-05,3.8051751666666678e-06,0.0,0.0,0.0,0.0
2024-01-11 19:29:11,2024-01-11 19:43:58,0.008696023352112673,0.004877570732394366,1.2229064788732394e-05,4.040670647887324e-06,0.0,0.0,0.0,0.0
2024-01-11 19:44:10,2024-01-11 19:58:56,0.008653406619718309,0.004829551901408451,1.1377112436619719e-05,3.958372929577464e-06,0.0,0.0,0.0,0.0
2024-01-11 19:59:09,2024-01-11 20:13:52,0.008731969577464787,0.004861029056338027,9.445012873239437e-06,4.023952549295773e-06,0.0,0.0,0.0,0.0
2024-01-11 20:14:05,2024-01-11 20:28:55,0.00855304843661972,0.004747619112676057,7.312264323943663e-06,3.909518633802817e-06,0.0,0.0,0.0,0.0
2024-01-11 20:29:07,2024-01-11 20:43:50,0.008218190042857143,0.004419003228571429,6.516427014285717e-06,3.8342345142857145e-06,0.0,0.0,0.0,0.0
2024-01-11 20:44:03,2024-01-11 20:58:58,0.008304037277777777,0.004528299500000001,6.078537430555555e-06,3.858489944444444e-06,0.0,0.0,0.0,0.0
2024-01-11 20:59:11,2024-01-11 21:13:55,0.008632623492957748,0.004791710633802816,6.395416366197183e-06,4.101166929577466e-06,0.0,0.0,0.0,0.0
2024-01-11 21:14:08,2024-01-11 21:28:52,0.00861640614084507,0.004826482605633802,6.5791225211267594e-06,4.107209084507043e-06,0.0,0.0,0.0,0.0
2024-01-11 21:29:04,2024-01-11 21:43:50,0.008545890901408448,0.004798336070422536,7.903346366197183e-06,4.170695183098592e-06,0.0,0.0,0.0,0.0
2024-01-11 21:44:02,2024-01-11 21:58:47,0.00838880325352113,0.004623670901408451,9.108739422535211e-06,4.216796915492959e-06,0.0,0.0,0.0,0.0
2024-01-11 21:59:00,2024-01-11 22:13:57,0.008427171083333332,0.004626464027777779,9.877670013888889e-06,4.422295652777776e-06,0.0,0.0,0.0,0.0
2024-01-11 22:14:10,2024-01-11 22:28:53,0.00855931147887324,0.0047554410140845105,1.1231675859154932e-05,4.6312011971831e-06,0.0,0.0,0.0,0.0
2024-01-11 22:29:06,2024-01-11 22:43:49,0.008269876450704223,0.00455782090140845,1.2271617464788736e-05,4.541053845070423e-06,0.0,0.0,0.0,0.0
2024-01-11 22:44:02,2024-01-11 22:58:59,0.008484606305555554,0.00471814315277778,1.3440787916666663e-05,4.750274958333334e-06,0.0,0.0,0.0,0.0
2024-01-11 22:59:11,2024-01-11 23:13:52,0.008652844704225348,0.00483168609859155,1.3499342535211267e-05,4.9481055070422516e-06,0.0,0.0,0.0,0.0
2024-01-11 23:14:04,2024-01-11 23:28:47,0.008504685295774648,0.004736032676056339,1.3522426901408448e-05,4.845687267605635e-06,0.0,0.0,0.0,0.0
2024-01-11 23:29:00,2024-01-11 23:43:57,0.008457575333333333,0.0046696545138888886,1.3562151944444448e-05,4.635129263888888e-06,0.0,0.0,0.0,0.0
2024-01-11 23:44:09,2024-01-11 23:58:54,0.008539157,0.004752704788732396,1.4187772816901409e-05,4.637863915492957e-06,0.0,0.0,0.0,0.0
2024-01-11 23:59:06,2024-01-12 00:13:48,0.008296969957142861,0.004559370728571428,1.2963964542857139e-05,4.4867096571428576e-06,0.0,0.0,0.0,0.0
2024-01-12 00:14:00,2024-01-12 00:28:57,0.008057619986111111,0.004339108666666664,1.0438278972222223e-05,3.999807847222222e-06,0.0,0.0,0.0,0.0
2024-01-12 00:29:09,2024-01-12 00:43:53,0.008180734901408453,0.004468094774647887,1.0111404985915494e-05,3.923637774647885e-06,0.0,0.0,0.0,0.0
2024-01-12 00:44:06,2024-01-12 00:58:49,0.008584632140845072,0.004754246394366196,9.281910253521128e-06,4.178861647887323e-06,0.0,0.0,0.0,0.0
2024-01-12 00:59:01,2024-01-12 01:13:56,0.00871202513888889,0.004809839555555555,9.226480194444447e-06,4.2303610138888875e-06,0.0,0.0,0.0,0.0
2024-01-12 01:14:09,2024-01-12 01:28:53,0.008609978267605638,0.004712812943661973,9.492145464788733e-06,4.292920225352111e-06,0.0,0.0,0.0,0.0
2024-01-12 01:29:06,2024-01-12 01:43:52,0.008435092422535212,0.004601988408450705,9.052806619718307e-06,4.2523492535211275e-06,0.0,0.0,0.0,0.0
2024-01-12 01:44:05,2024-01-12 01:58:48,0.008284424528571428,0.00446170842857143,8.334380114285715e-06,4.139573085714286e-06,0.0,0.0,0.0,0.0
2024-01-12 01:59:01,2024-01-12 02:13:58,0.00850120565277778,0.004670012138888889,8.827283347222223e-06,4.305969611111112e-06,0.0,0.0,0.0,0.0
2024-01-12 02:14:10,2024-01-12 02:28:54,0.008567115492957744,0.004745138605633801,1.0664644971830992e-05,4.531784760563379e-06,0.0,0.0,0.0,0.0
2024-01-12 02:29:07,2024-01-12 02:43:57,0.008273066816901407,0.004554030760563381,1.1064287999999999e-05,4.531469816901409e-06,0.0,0.0,0.0,0.0
2024-01-12 02:44:09,2024-01-12 02:58:52,0.008629303647887327,0.0048205870563380274,1.2388205774647891e-05,4.678330267605632e-06,0.0,0.0,0.0,0.0
