date,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8
2024-01-04 13:07:25,0.009200073,0.00427003,0.0001333575,4.048351e-06,0.0,0.0,0.0,0.0
2024-01-04 13:07:36,0.009662402,0.004414248,0.0001393106,4.826124e-06,0.0,0.0,0.0,0.0
2024-01-04 13:07:48,0.009302212,0.004221234,0.0001276067,3.956892e-06,0.0,0.0,0.0,0.0
2024-01-04 13:08:00,0.009233875,0.004340639,0.0001263902,3.936484e-06,0.0,0.0,0.0,0.0
2024-01-04 13:08:12,0.009244851,0.004297537,0.0001288906,3.985769e-06,0.0,0.0,0.0,0.0
2024-01-04 13:08:23,0.009251684,0.004208917,0.0001257744,4.17223e-06,0.0,0.0,0.0,0.0
2024-01-04 13:08:36,0.009407298,0.004279418,0.0001489303,4.963125e-06,0.0,0.0,0.0,0.0
2024-01-04 13:08:49,0.009220566,0.004262455,0.0001283363,4.139133e-06,0.0,0.0,0.0,0.0
2024-01-04 13:09:02,0.009208505,0.004293326,0.0001304248,4.225138e-06,0.0,0.0,0.0,0.0
2024-01-04 13:09:15,0.009463801,0.004263341,0.0001235858,4.076396e-06,0.0,0.0,0.0,0.0
2024-01-04 13:09:28,0.009198358,0.004322321,0.0001372327,3.854777e-06,0.0,0.0,0.0,0.0
2024-01-04 13:09:41,0.009181003,0.004309873,0.0001381288,4.802785e-06,0.0,0.0,0.0,0.0
2024-01-04 13:09:54,0.009610591,0.004383688,0.0001421841,5.014331e-06,0.0,0.0,0.0,0.0
2024-01-04 13:10:07,0.009186252,0.004281859,0.0001427439,4.786156e-06,0.0,0.0,0.0,0.0
2024-01-04 13:10:20,0.009135734,0.004277875,0.0001342127,4.179869e-06,0.0,0.0,0.0,0.0
2024-01-04 13:10:32,0.009221434,0.004225627,0.0001284257,4.002999e-06,0.0,0.0,0.0,0.0
2024-01-04 13:10:45,0.009304176,0.004298603,0.0001348926,4.211615e-06,0.0,0.0,0.0,0.0
2024-01-04 13:10:58,0.009625568,0.004411411,0.0001334122,4.314411e-06,0.0,0.0,0.0,0.0
2024-01-04 13:11:12,0.009571153,0.004360099,0.0001351915,4.377902e-06,0.0,0.0,0.0,0.0
2024-01-04 13:11:25,0.009734305,0.004430953,0.0001376579,4.70301e-06,0.0,0.0,0.0,0.0
2024-01-04 13:11:38,0.009598532,0.004405675,0.0001330116,4.275106e-06,0.0,0.0,0.0,0.0
2024-01-04 13:11:51,0.009463448,0.004273677,0.0001433874,4.92448e-06,0.0,0.0,0.0,0.0
2024-01-04 13:12:04,0.009579457,0.004426126,0.000136755,4.612306e-06,0.0,0.0,0.0,0.0
2024-01-04 13:12:17,0.009634652,0.004451791,0.0001461074,4.92514e-06,0.0,0.0,0.0,0.0
2024-01-04 13:12:30,0.009344647,0.004289912,0.0001317445,4.016605e-06,0.0,0.0,0.0,0.0
2024-01-04 13:12:43,0.00939447,0.004268362,0.000123932,4.096049e-06,0.0,0.0,0.0,0.0
2024-01-04 13:12:56,0.009509712,0.004420624,0.0001381273,4.885931e-06,0.0,0.0,0.0,0.0
2024-01-04 13:13:08,0.009431984,0.004299736,0.0001477087,4.796645e-06,0.0,0.0,0.0,0.0
2024-01-04 13:13:21,0.009366605,0.004369663,0.0001275404,4.167775e-06,0.0,0.0,0.0,0.0
2024-01-04 13:13:35,0.00922798,0.004341559,0.0001377762,4.208591e-06,0.0,0.0,0.0,0.0
2024-01-04 13:13:47,0.00940816,0.004452003,0.0001233597,4.122424e-06,0.0,0.0,0.0,0.0
2024-01-04 13:14:00,0.009356888,0.004292621,0.0001336704,4.094537e-06,0.0,0.0,0.0,0.0
2024-01-04 13:14:13,0.009559514,0.004264988,0.0001361851,4.49128e-06,0.0,0.0,0.0,0.0
2024-01-04 13:14:26,0.00934778,0.004252936,0.0001363438,4.048429e-06,0.0,0.0,0.0,0.0
2024-01-04 13:14:39,0.009410272,0.004254838,0.0001415794,4.846719e-06,0.0,0.0,0.0,0.0
2024-01-04 13:14:52,0.009568725,0.004424741,0.0001331915,4.746003e-06,0.0,0.0,0.0,0.0
2024-01-04 13:15:05,0.00927512,0.004419309,0.0001352456,4.650676e-06,0.0,0.0,0.0,0.0
2024-01-04 13:15:21,0.009331484,0.004269545,0.0001337025,4.254781e-06,0.0,0.0,0.0,0.0
2024-01-04 13:15:36,0.009185081,0.004258783,0.0001420608,5.023304e-06,0.0,0.0,0.0,0.0
2024-01-04 13:15:49,0.009574777,0.004493149,0.0001315339,4.846532e-06,0.0,0.0,0.0,0.0
2024-01-04 13:16:02,0.009371774,0.004228296,0.0001361908,5.073386e-06,0.0,0.0,0.0,0.0
2024-01-04 13:16:15,0.009275115,0.00427099,0.0001298415,4.33104e-06,0.0,0.0,0.0,0.0
2024-01-04 13:16:27,0.009291148,0.004419146,0.0001305278,4.520178e-06,0.0,0.0,0.0,0.0
2024-01-04 13:16:40,0.00943508,0.004265647,0.0001461221,5.135367e-06,0.0,0.0,0.0,0.0
2024-01-04 13:16:53,0.009231899,0.004396568,0.0001301912,4.927217e-06,0.0,0.0,0.0,0.0
2024-01-04 13:17:07,0.009227353,0.004215216,0.0001363949,4.869207e-06,0.0,0.0,0.0,0.0
2024-01-04 13:17:20,0.009310187,0.004328057,0.0001235496,4.359762e-06,0.0,0.0,0.0,0.0
2024-01-04 13:17:33,0.009273638,0.004294879,0.0001466628,4.813274e-06,0.0,0.0,0.0,0.0
2024-01-04 13:17:46,0.009309354,0.004357959,0.0001314691,4.510264e-06,0.0,0.0,0.0,0.0
2024-01-04 13:17:59,0.009414298,0.004264378,0.0001281572,4.470116e-06,0.0,0.0,0.0,0.0
2024-01-04 13:18:12,0.009440142,0.004221057,0.0001344519,4.836043e-06,0.0,0.0,0.0,0.0
2024-01-04 13:18:25,0.009348965,0.00437015,0.0001248428,4.335491e-06,0.0,0.0,0.0,0.0
2024-01-04 13:18:38,0.009343642,0.004225081,0.0001375381,5.290973e-06,0.0,0.0,0.0,0.0
2024-01-04 13:18:51,0.009299011,0.004277783,0.0001357879,5.144437e-06,0.0,0.0,0.0,0.0
2024-01-04 13:19:06,0.009176952,0.004329245,0.0001406212,5.067143e-06,0.0,0.0,0.0,0.0
