date,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8
2023-12-30 18:23:55,0.008670502,0.003970575,1.004246e-05,2.557808e-06,0.0,0.0,0.0,0.0
2023-12-30 18:24:06,0.008543007,0.003795324,1.04593e-05,2.563148e-06,0.0,0.0,0.0,0.0
2023-12-30 18:24:18,0.008606466,0.003760554,9.866153e-06,2.565465e-06,0.0,0.0,0.0,0.0
2023-12-30 18:24:30,0.008397399,0.00401018,9.135999e-06,2.637928e-06,0.0,0.0,0.0,0.0
2023-12-30 18:24:42,0.008490465,0.003980243,1.00468e-05,2.565416e-06,0.0,0.0,0.0,0.0
2023-12-30 18:24:53,0.008380757,0.00396894,9.410374e-06,2.565317e-06,0.0,0.0,0.0,0.0
2023-12-30 18:25:06,0.008343055,0.003950722,9.796805e-06,2.64851e-06,0.0,0.0,0.0,0.0
2023-12-30 18:25:18,0.008307527,0.003852509,9.308909e-06,2.461058e-06,0.0,0.0,0.0,0.0
2023-12-30 18:25:32,0.00840511,0.003852185,8.542655e-06,2.612229e-06,0.0,0.0,0.0,0.0
2023-12-30 18:25:44,0.008384519,0.00378622,1.061087e-05,2.579071e-06,0.0,0.0,0.0,0.0
2023-12-30 18:25:57,0.008357997,0.003860611,1.012919e-05,2.021152e-06,0.0,0.0,0.0,0.0
2023-12-30 18:26:10,0.008400291,0.003967127,8.94628e-06,2.185928e-06,0.0,0.0,0.0,0.0
2023-12-30 18:26:23,0.008427192,0.003891785,9.581197e-06,2.157247e-06,0.0,0.0,0.0,0.0
2023-12-30 18:26:36,0.008637329,0.003838423,9.183618e-06,1.58575e-06,0.0,0.0,0.0,0.0
2023-12-30 18:26:49,0.008770253,0.003927377,8.76958e-06,1.587292e-06,0.0,0.0,0.0,0.0
2023-12-30 18:27:02,0.008571524,0.003946692,8.553402e-06,1.534382e-06,0.0,0.0,0.0,0.0
2023-12-30 18:27:15,0.008657469,0.003835862,9.677946e-06,1.377191e-06,0.0,0.0,0.0,0.0
2023-12-30 18:27:28,0.008722615,0.003980272,9.022621e-06,1.528335e-06,0.0,0.0,0.0,0.0
2023-12-30 18:27:41,0.008529162,0.003961792,8.42852e-06,1.730871e-06,0.0,0.0,0.0,0.0
2023-12-30 18:27:54,0.008558428,0.003853532,9.032447e-06,1.458825e-06,0.0,0.0,0.0,0.0
2023-12-30 18:28:07,0.008415781,0.003905303,7.980454e-06,1.606944e-06,0.0,0.0,0.0,0.0
2023-12-30 18:28:19,0.00849867,0.00401214,8.458162e-06,1.548018e-06,0.0,0.0,0.0,0.0
2023-12-30 18:28:32,0.008559718,0.003891077,8.685511e-06,1.401352e-06,0.0,0.0,0.0,0.0
2023-12-30 18:28:45,0.008564609,0.003969978,8.579691e-06,1.55857e-06,0.0,0.0,0.0,0.0
2023-12-30 18:28:58,0.008579697,0.003872937,9.050938e-06,1.248694e-06,0.0,0.0,0.0,0.0
2023-12-30 18:29:11,0.008490781,0.003846837,8.092009e-06,1.349954e-06,0.0,0.0,0.0,0.0
2023-12-30 18:29:25,0.008865946,0.003938072,8.430788e-06,1.290997e-06,0.0,0.0,0.0,0.0
2023-12-30 18:29:37,0.009063831,0.003992241,9.250133e-06,1.381727e-06,0.0,0.0,0.0,0.0
2023-12-30 18:29:50,0.008643291,0.003846969,8.783772e-06,1.312161e-06,0.0,0.0,0.0,0.0
2023-12-30 18:30:03,0.008686386,0.003906184,8.388298e-06,1.265298e-06,0.0,0.0,0.0,0.0
2023-12-30 18:30:16,0.008814221,0.003964547,8.628988e-06,1.289436e-06,0.0,0.0,0.0,0.0
2023-12-30 18:30:29,0.008700442,0.003817263,9.118791e-06,1.281952e-06,0.0,0.0,0.0,0.0
2023-12-30 18:30:42,0.008472053,0.003888784,7.938125e-06,1.25774e-06,0.0,0.0,0.0,0.0
2023-12-30 18:30:55,0.009149348,0.003995419,8.293383e-06,1.239623e-06,0.0,0.0,0.0,0.0
2023-12-30 18:31:07,0.008629444,0.003905416,8.775457e-06,1.183712e-06,0.0,0.0,0.0,0.0
2023-12-30 18:31:20,0.00873484,0.003895226,7.441052e-06,1.277417e-06,0.0,0.0,0.0,0.0
2023-12-30 18:31:33,0.008787262,0.004001459,7.902447e-06,1.349902e-06,0.0,0.0,0.0,0.0
2023-12-30 18:31:46,0.008632162,0.003895032,9.400156e-06,1.393821e-06,0.0,0.0,0.0,0.0
2023-12-30 18:31:59,0.008944192,0.00396411,8.201167e-06,1.126221e-06,0.0,0.0,0.0,0.0
2023-12-30 18:32:12,0.008611283,0.003962339,7.553998e-06,1.289511e-06,0.0,0.0,0.0,0.0
2023-12-30 18:32:25,0.008693165,0.00389435,8.236693e-06,1.395305e-06,0.0,0.0,0.0,0.0
2023-12-30 18:32:38,0.008573852,0.003920588,7.118764e-06,1.312212e-06,0.0,0.0,0.0,0.0
2023-12-30 18:32:51,0.009072936,0.003984114,7.800557e-06,1.121708e-06,0.0,0.0,0.0,0.0
2023-12-30 18:33:04,0.008534287,0.003875042,7.374105e-06,1.099011e-06,0.0,0.0,0.0,0.0
