Time_Start,Time_End,BER1,BER2
17/01/2024 13:43,17/01/2024 13:58,1.79E-10,0.000328038
17/01/2024 13:59,17/01/2024 13:59,0,0.000333968
17/01/2024 14:00,17/01/2024 14:15,6.53E-11,0.000341995
17/01/2024 14:16,17/01/2024 14:31,4.66E-10,0.000345982
17/01/2024 14:32,17/01/2024 14:47,1.07E-10,0.000339417
17/01/2024 14:48,17/01/2024 14:59,1.99E-10,0.000340552
17/01/2024 15:00,17/01/2024 15:15,8.59E-11,0.000340134
17/01/2024 15:16,17/01/2024 15:31,2.18E-10,0.000318774
17/01/2024 15:32,17/01/2024 15:47,5.23E-10,0.000330818
17/01/2024 15:48,17/01/2024 15:59,5.89E-11,0.000349481
17/01/2024 16:00,17/01/2024 16:15,4.73E-10,0.000349254
17/01/2024 16:16,17/01/2024 16:31,3.81E-10,0.000339057
17/01/2024 16:32,17/01/2024 16:47,1.91E-10,0.000314352
17/01/2024 16:48,17/01/2024 16:59,8.51E-11,0.000330564
17/01/2024 17:00,17/01/2024 17:15,2.09E-10,0.000341751
17/01/2024 17:16,17/01/2024 17:31,2.33E-10,0.000333794
17/01/2024 17:32,17/01/2024 17:47,1.46E-10,0.000327658
17/01/2024 17:48,17/01/2024 17:59,1.42E-10,0.000313808
17/01/2024 18:00,17/01/2024 18:15,1.88E-10,0.000326162
17/01/2024 18:16,17/01/2024 18:31,2.15E-11,0.000341599
17/01/2024 18:32,17/01/2024 18:47,3.14E-10,0.000355808
17/01/2024 18:48,17/01/2024 18:59,3.35E-10,0.000353968
17/01/2024 19:00,17/01/2024 19:15,2.30E-10,0.000342154
17/01/2024 19:16,17/01/2024 19:31,2.30E-10,0.000330731
17/01/2024 19:32,17/01/2024 19:47,1.91E-10,0.000325598
17/01/2024 19:48,17/01/2024 19:59,1.64E-10,0.000338411
17/01/2024 20:00,17/01/2024 20:15,3.65E-10,0.000340025
17/01/2024 20:16,17/01/2024 20:31,2.09E-10,0.000331222
17/01/2024 20:32,17/01/2024 20:47,8.26E-11,0.000334579
17/01/2024 20:48,17/01/2024 20:59,2.23E-10,0.000340575
17/01/2024 21:00,17/01/2024 21:15,3.14E-10,0.00035728
17/01/2024 21:16,17/01/2024 21:31,1.24E-10,0.000364182
17/01/2024 21:32,17/01/2024 21:47,5.02E-10,0.00036474
17/01/2024 21:48,17/01/2024 21:59,1.39E-10,0.000367403
17/01/2024 22:00,17/01/2024 22:15,3.56E-10,0.00036653
17/01/2024 22:16,17/01/2024 22:31,2.30E-10,0.000365542
17/01/2024 22:32,17/01/2024 22:47,3.14E-10,0.000364294
17/01/2024 22:48,17/01/2024 22:59,5.48E-10,0.000354328
17/01/2024 23:00,17/01/2024 23:15,2.51E-10,0.0003348
17/01/2024 23:16,17/01/2024 23:31,5.65E-10,0.000346547
17/01/2024 23:32,17/01/2024 23:47,5.86E-10,0.000343273
17/01/2024 23:48,17/01/2024 23:59,3.07E-10,0.000337946
18/01/2024 00:00,18/01/2024 00:15,1.91E-10,0.000335469
18/01/2024 00:16,18/01/2024 00:31,3.14E-10,0.00034888
18/01/2024 00:32,18/01/2024 00:47,1.91E-10,0.000339674
