Time_Start,Time_End,BER1,BER2
26/01/2024 04:35,26/01/2024 04:50,3.10E-10,0.000313939
26/01/2024 04:51,26/01/2024 04:59,1.64E-10,0.000309874
26/01/2024 05:00,26/01/2024 05:15,3.11E-10,0.000311504
26/01/2024 05:16,26/01/2024 05:31,1.83E-10,0.000310634
26/01/2024 05:32,26/01/2024 05:47,1.19E-10,0.000309979
26/01/2024 05:48,26/01/2024 05:59,1.59E-10,0.000308047
26/01/2024 06:00,26/01/2024 06:15,2.28E-10,0.000308852
26/01/2024 06:16,26/01/2024 06:31,2.76E-10,0.000305634
26/01/2024 06:32,26/01/2024 06:47,2.77E-10,0.000297344
26/01/2024 06:48,26/01/2024 06:59,2.09E-10,0.000294563
26/01/2024 07:00,26/01/2024 07:15,3.16E-10,0.000308339
26/01/2024 07:16,26/01/2024 07:31,3.44E-10,0.000301776
26/01/2024 07:32,26/01/2024 07:47,2.90E-10,0.000318376
26/01/2024 07:48,26/01/2024 07:59,1.39E-10,0.000331037
26/01/2024 08:00,26/01/2024 08:15,3.07E-10,0.000335759
26/01/2024 08:16,26/01/2024 08:31,1.98E-10,0.000328872
26/01/2024 08:32,26/01/2024 08:47,2.03E-10,0.000304326
26/01/2024 08:48,26/01/2024 08:59,4.12E-10,0.000294042
26/01/2024 09:00,26/01/2024 09:15,7.44E-11,0.00030121
26/01/2024 09:16,26/01/2024 09:31,1.64E-10,0.000312492
26/01/2024 09:32,26/01/2024 09:47,1.99E-10,0.000314856
26/01/2024 09:48,26/01/2024 09:59,1.50E-10,0.000321698
26/01/2024 10:00,26/01/2024 10:15,9.47E-11,0.000317736
26/01/2024 10:16,26/01/2024 10:31,2.21E-10,0.000313629
26/01/2024 10:32,26/01/2024 10:47,2.87E-10,0.000307725
26/01/2024 10:48,26/01/2024 10:59,2.83E-10,0.000316318
26/01/2024 11:00,26/01/2024 11:15,2.17E-10,0.000313748
26/01/2024 11:16,26/01/2024 11:31,2.55E-10,0.000317498
26/01/2024 11:32,26/01/2024 11:47,1.73E-10,0.000313374
26/01/2024 11:48,26/01/2024 11:59,2.11E-10,0.000306468
26/01/2024 12:00,26/01/2024 12:12,4.56E-10,0.000319383
