Timestamp,BER1,BER2
17/01/2024 13:43,3.50E-10,0.000312289
17/01/2024 13:43,2.93E-10,0.000313187
17/01/2024 13:44,2.23E-10,0.000316631
17/01/2024 13:44,3.50E-10,0.000310051
17/01/2024 13:44,2.93E-10,0.000318395
17/01/2024 13:44,2.67E-10,0.000309168
17/01/2024 13:44,2.67E-10,0.00030972
17/01/2024 13:45,2.23E-10,0.000311491
17/01/2024 13:45,3.50E-10,0.00031793
17/01/2024 13:45,2.23E-10,0.000323552
17/01/2024 13:45,2.23E-10,0.000322217
17/01/2024 13:46,3.50E-10,0.000320142
17/01/2024 13:46,2.44E-10,0.000308192
17/01/2024 13:46,3.50E-10,0.000324043
17/01/2024 13:46,2.93E-10,0.000324153
17/01/2024 13:46,2.93E-10,0.000325477
17/01/2024 13:47,2.67E-10,0.000321372
17/01/2024 13:47,3.50E-10,0.000321044
17/01/2024 13:47,3.50E-10,0.000325799
17/01/2024 13:47,2.67E-10,0.00033358
17/01/2024 13:47,3.50E-10,0.000330893
17/01/2024 13:48,3.50E-10,0.000331042
17/01/2024 13:48,2.23E-10,0.000321914
17/01/2024 13:48,3.50E-10,0.000334968
17/01/2024 13:48,3.20E-10,0.000323001
17/01/2024 13:49,2.44E-10,0.000334688
17/01/2024 13:49,2.44E-10,0.000328116
17/01/2024 13:49,2.93E-10,0.00032142
17/01/2024 13:49,2.67E-10,0.000334016
17/01/2024 13:49,3.20E-10,0.000330682
17/01/2024 13:50,3.50E-10,0.000339422
17/01/2024 13:50,3.50E-10,0.000321657
17/01/2024 13:50,3.50E-10,0.000322128
17/01/2024 13:50,3.50E-10,0.000334297
17/01/2024 13:50,3.50E-10,0.000335047
17/01/2024 13:51,2.93E-10,0.00032536
17/01/2024 13:51,3.20E-10,0.000326935
17/01/2024 13:51,2.44E-10,0.000330636
17/01/2024 13:51,3.50E-10,0.000334516
17/01/2024 13:52,2.23E-10,0.000331853
17/01/2024 13:52,2.93E-10,0.000330388
17/01/2024 13:52,3.50E-10,0.000326117
17/01/2024 13:52,2.67E-10,0.000325844
17/01/2024 13:52,3.50E-10,0.000334148
17/01/2024 13:53,3.50E-10,0.000332392
17/01/2024 13:53,3.50E-10,0.00034029
17/01/2024 13:53,3.50E-10,0.000338883
17/01/2024 13:53,3.50E-10,0.000325964
17/01/2024 13:54,3.50E-10,0.000338916
17/01/2024 13:54,3.50E-10,0.000328025
17/01/2024 13:54,2.23E-10,0.000339146
17/01/2024 13:54,2.44E-10,0.000331109
17/01/2024 13:54,3.50E-10,0.00032198
17/01/2024 13:55,3.50E-10,0.000333573
17/01/2024 13:55,3.50E-10,0.000331499
17/01/2024 13:55,5.00E-10,0.000340122
17/01/2024 13:55,3.50E-10,0.000333942
17/01/2024 13:56,2.44E-10,0.000320067
17/01/2024 13:56,2.23E-10,0.00033768
17/01/2024 13:56,3.50E-10,0.000346072
17/01/2024 13:56,3.20E-10,0.000336613
17/01/2024 13:56,2.23E-10,0.000334086
17/01/2024 13:57,3.50E-10,0.000326196
17/01/2024 13:57,3.50E-10,0.000328795
17/01/2024 13:57,3.50E-10,0.000335668
17/01/2024 13:57,2.23E-10,0.000324985
17/01/2024 13:58,3.50E-10,0.00032546
17/01/2024 13:58,3.50E-10,0.000337807
17/01/2024 13:58,3.50E-10,0.000337313
17/01/2024 13:58,2.23E-10,0.000340571
17/01/2024 13:58,3.50E-10,0.00034602
17/01/2024 13:59,3.50E-10,0.000337853
17/01/2024 13:59,3.20E-10,0.000326047
17/01/2024 13:59,3.50E-10,0.000332433
17/01/2024 13:59,5.00E-10,0.000335672
17/01/2024 13:59,3.50E-10,0.000337834
17/01/2024 14:00,3.50E-10,0.000332483
17/01/2024 14:00,3.50E-10,0.000327008
17/01/2024 14:00,3.50E-10,0.000341266
17/01/2024 14:00,2.67E-10,0.00033519
17/01/2024 14:01,3.50E-10,0.000334132
17/01/2024 14:01,3.50E-10,0.000341293
17/01/2024 14:01,2.67E-10,0.000327837
17/01/2024 14:01,3.50E-10,0.000339508
17/01/2024 14:01,3.50E-10,0.000335108
17/01/2024 14:02,2.23E-10,0.000337461
17/01/2024 14:02,3.50E-10,0.000332212
17/01/2024 14:02,3.50E-10,0.000327772
17/01/2024 14:02,3.50E-10,0.000344014
17/01/2024 14:02,3.83E-10,0.000342639
17/01/2024 14:03,3.50E-10,0.000326602
17/01/2024 14:03,3.50E-10,0.000331064
17/01/2024 14:03,3.50E-10,0.000322341
17/01/2024 14:03,3.50E-10,0.000338565
17/01/2024 14:04,2.67E-10,0.000337001
17/01/2024 14:04,2.67E-10,0.000336027
17/01/2024 14:04,3.50E-10,0.000329641
17/01/2024 14:04,3.50E-10,0.000324903
17/01/2024 14:04,2.67E-10,0.000339119
17/01/2024 14:05,2.93E-10,0.000344567
17/01/2024 14:05,2.23E-10,0.000339932
17/01/2024 14:05,3.50E-10,0.000330133
17/01/2024 14:05,3.50E-10,0.000331426
17/01/2024 14:06,2.67E-10,0.00034049
17/01/2024 14:06,2.23E-10,0.000339897
17/01/2024 14:06,4.19E-10,0.000333716
17/01/2024 14:06,2.93E-10,0.000329238
17/01/2024 14:06,3.50E-10,0.000326235
17/01/2024 14:07,3.50E-10,0.000337309
17/01/2024 14:07,3.20E-10,0.000323754
17/01/2024 14:07,3.20E-10,0.000348474
17/01/2024 14:07,3.50E-10,0.000335867
17/01/2024 14:08,3.50E-10,0.00033058
17/01/2024 14:08,3.50E-10,0.000357396
17/01/2024 14:08,3.50E-10,0.000345196
17/01/2024 14:08,3.50E-10,0.000336221
17/01/2024 14:08,3.50E-10,0.000349531
17/01/2024 14:09,2.23E-10,0.000339141
17/01/2024 14:09,3.20E-10,0.000353715
17/01/2024 14:09,3.50E-10,0.000342782
17/01/2024 14:09,4.19E-10,0.000350161
17/01/2024 14:09,3.50E-10,0.000344466
17/01/2024 14:10,3.50E-10,0.000353654
17/01/2024 14:10,3.83E-10,0.000364375
17/01/2024 14:10,4.58E-10,0.000349361
17/01/2024 14:10,3.50E-10,0.000351262
17/01/2024 14:11,3.50E-10,0.000340299
17/01/2024 14:11,3.83E-10,0.000343055
17/01/2024 14:11,3.50E-10,0.000349909
17/01/2024 14:11,3.50E-10,0.000356747
17/01/2024 14:11,3.50E-10,0.000348566
17/01/2024 14:12,3.50E-10,0.00034569
17/01/2024 14:12,3.50E-10,0.000351109
17/01/2024 14:12,5.46E-10,0.000354335
17/01/2024 14:12,5.00E-10,0.000360391
17/01/2024 14:12,4.19E-10,0.000357133
17/01/2024 14:13,3.50E-10,0.000348294
17/01/2024 14:13,3.50E-10,0.000346347
17/01/2024 14:13,2.93E-10,0.000356165
17/01/2024 14:13,3.50E-10,0.000356208
17/01/2024 14:14,3.50E-10,0.000347602
17/01/2024 14:14,4.58E-10,0.000343798
17/01/2024 14:14,3.50E-10,0.000348318
17/01/2024 14:14,5.46E-10,0.000351917
17/01/2024 14:14,3.50E-10,0.000356579
17/01/2024 14:15,2.67E-10,0.000342294
17/01/2024 14:15,3.50E-10,0.000349746
17/01/2024 14:15,2.67E-10,0.000347236
17/01/2024 14:15,3.50E-10,0.000351858
17/01/2024 14:16,3.50E-10,0.000357122
17/01/2024 14:16,3.50E-10,0.000341996
17/01/2024 14:16,3.50E-10,0.000350875
17/01/2024 14:16,5.46E-10,0.0003538
17/01/2024 14:16,3.50E-10,0.000357985
