Time_Start,Time_End,BER1,BER2
20/01/2024 14:32,20/01/2024 14:47,2.97E-10,0.000349183
20/01/2024 14:48,20/01/2024 14:59,3.26E-10,0.000343985
20/01/2024 15:00,20/01/2024 15:15,1.70E-10,0.000340642
20/01/2024 15:16,20/01/2024 15:31,2.09E-10,0.000340621
20/01/2024 15:32,20/01/2024 15:47,3.14E-10,0.000344192
20/01/2024 15:48,20/01/2024 15:59,2.98E-10,0.000325927
20/01/2024 16:00,20/01/2024 16:15,1.91E-10,0.000319277
20/01/2024 16:16,20/01/2024 16:31,2.09E-10,0.000334021
20/01/2024 16:32,20/01/2024 16:47,1.88E-10,0.00033193
20/01/2024 16:48,20/01/2024 16:59,1.53E-10,0.00031429
20/01/2024 17:00,20/01/2024 17:15,2.61E-10,0.00032051
20/01/2024 17:16,20/01/2024 17:31,1.88E-10,0.000344366
20/01/2024 17:32,20/01/2024 17:47,4.50E-10,0.00034794
20/01/2024 17:48,20/01/2024 17:59,1.81E-10,0.000347027
20/01/2024 18:00,20/01/2024 18:15,3.66E-10,0.000352866
20/01/2024 18:16,20/01/2024 18:31,3.79E-10,0.000338844
20/01/2024 18:32,20/01/2024 18:47,2.21E-10,0.000336348
20/01/2024 18:48,20/01/2024 18:59,2.67E-10,0.000349208
20/01/2024 19:00,20/01/2024 19:15,3.26E-10,0.000350861
20/01/2024 19:16,20/01/2024 19:31,1.48E-10,0.000324109
20/01/2024 19:32,20/01/2024 19:47,1.89E-10,0.000326379
20/01/2024 19:48,20/01/2024 19:59,2.81E-10,0.000343289
20/01/2024 20:00,20/01/2024 20:15,1.67E-10,0.000347922
20/01/2024 20:16,20/01/2024 20:31,3.18E-10,0.000346769
20/01/2024 20:32,20/01/2024 20:47,2.53E-10,0.000351401
20/01/2024 20:48,20/01/2024 20:59,4.04E-10,0.000334313
20/01/2024 21:00,20/01/2024 21:15,1.79E-10,0.000328489
20/01/2024 21:16,20/01/2024 21:31,1.15E-10,0.000339444
20/01/2024 21:32,20/01/2024 21:47,2.72E-10,0.000350943
20/01/2024 21:48,20/01/2024 21:59,1.88E-10,0.000338496
20/01/2024 22:00,20/01/2024 22:15,2.12E-10,0.000320139
20/01/2024 22:16,20/01/2024 22:31,2.11E-10,0.00032271
20/01/2024 22:32,20/01/2024 22:47,2.53E-10,0.000349928
20/01/2024 22:48,20/01/2024 22:59,2.09E-10,0.000348242
20/01/2024 23:00,20/01/2024 23:15,3.47E-10,0.000344869
20/01/2024 23:16,20/01/2024 23:31,2.42E-10,0.000346616
20/01/2024 23:32,20/01/2024 23:47,2.72E-10,0.000329612
20/01/2024 23:48,20/01/2024 23:59,1.97E-10,0.000324907
21/01/2024 00:00,21/01/2024 00:15,1.79E-10,0.000335374
21/01/2024 00:16,21/01/2024 00:31,3.45E-10,0.000346518
21/01/2024 00:32,21/01/2024 00:47,2.23E-10,0.000325657
21/01/2024 00:48,21/01/2024 00:59,4.18E-10,0.000326612
21/01/2024 01:00,21/01/2024 01:15,2.76E-10,0.000333055
21/01/2024 01:16,21/01/2024 01:31,1.37E-10,0.00034613
21/01/2024 01:32,21/01/2024 01:47,2.32E-10,0.000348492
21/01/2024 01:48,21/01/2024 01:59,3.41E-10,0.000348199
21/01/2024 02:00,21/01/2024 02:15,2.45E-10,0.000336147
21/01/2024 02:16,21/01/2024 02:31,2.97E-10,0.000325232
21/01/2024 02:32,21/01/2024 02:47,2.24E-10,0.000347168
21/01/2024 02:48,21/01/2024 02:59,4.12E-10,0.00034937
21/01/2024 03:00,21/01/2024 03:15,2.23E-10,0.000338707
21/01/2024 03:16,21/01/2024 03:31,1.07E-10,0.000323876
21/01/2024 03:32,21/01/2024 03:47,6.55E-10,0.000323904
21/01/2024 03:48,21/01/2024 03:59,1.86E-10,0.000338604
21/01/2024 04:00,21/01/2024 04:15,4.37E-10,0.000351652
21/01/2024 04:16,21/01/2024 04:31,1.91E-10,0.000349335
21/01/2024 04:32,21/01/2024 04:47,3.54E-10,0.000338037
21/01/2024 04:48,21/01/2024 04:59,2.13E-10,0.000343611
21/01/2024 05:00,21/01/2024 05:15,2.23E-10,0.00034
21/01/2024 05:16,21/01/2024 05:31,3.47E-10,0.000315834
21/01/2024 05:32,21/01/2024 05:47,1.37E-10,0.000323243
21/01/2024 05:48,21/01/2024 05:59,2.27E-10,0.000332965
21/01/2024 06:00,21/01/2024 06:15,2.33E-10,0.000334384
21/01/2024 06:16,21/01/2024 06:31,2.45E-10,0.000322575
21/01/2024 06:32,21/01/2024 06:47,2.77E-10,0.000319088
21/01/2024 06:48,21/01/2024 06:59,2.13E-10,0.000324146
21/01/2024 07:00,21/01/2024 07:15,4.03E-10,0.000333803
21/01/2024 07:16,21/01/2024 07:31,2.79E-10,0.000333554
21/01/2024 07:32,21/01/2024 07:47,2.86E-10,0.000333122
21/01/2024 07:48,21/01/2024 07:59,1.28E-10,0.000327805
21/01/2024 08:00,21/01/2024 08:15,1.17E-10,0.000324635
21/01/2024 08:16,21/01/2024 08:31,1.40E-10,0.000315472
21/01/2024 08:32,21/01/2024 08:47,3.60E-10,0.00033227
21/01/2024 08:48,21/01/2024 08:59,1.99E-10,0.000340534
21/01/2024 09:00,21/01/2024 09:15,3.76E-10,0.00031612
21/01/2024 09:16,21/01/2024 09:31,4.34E-10,0.000333462
21/01/2024 09:32,21/01/2024 09:47,3.65E-10,0.000342643
21/01/2024 09:48,21/01/2024 09:59,1.15E-10,0.00034111
21/01/2024 10:00,21/01/2024 10:15,1.93E-10,0.000317606
21/01/2024 10:16,21/01/2024 10:31,2.03E-10,0.000314111
21/01/2024 10:32,21/01/2024 10:47,1.61E-10,0.000321399
21/01/2024 10:48,21/01/2024 10:59,7.22E-11,0.000327985
21/01/2024 11:00,21/01/2024 11:15,2.15E-10,0.000327513
21/01/2024 11:16,21/01/2024 11:31,3.54E-10,0.000329419
21/01/2024 11:32,21/01/2024 11:47,2.47E-10,0.000326761
21/01/2024 11:48,21/01/2024 11:59,3.72E-10,0.000328043
21/01/2024 12:00,21/01/2024 12:15,1.18E-10,0.000325685
21/01/2024 12:16,21/01/2024 12:31,1.93E-10,0.000322579
21/01/2024 12:32,21/01/2024 12:47,2.05E-10,0.000315647
21/01/2024 12:48,21/01/2024 12:59,7.16E-11,0.000319299
21/01/2024 13:00,21/01/2024 13:15,1.40E-10,0.000317641
21/01/2024 13:16,21/01/2024 13:31,1.73E-10,0.000317498
21/01/2024 13:32,21/01/2024 13:47,2.15E-10,0.000316687
21/01/2024 13:48,21/01/2024 13:59,1.01E-10,0.000316634
21/01/2024 14:00,21/01/2024 14:15,1.42E-10,0.00031588
21/01/2024 14:16,21/01/2024 14:31,2.01E-10,0.000319904
21/01/2024 14:32,21/01/2024 14:47,3.65E-10,0.00031262
21/01/2024 14:48,21/01/2024 14:59,2.17E-10,0.000310103
21/01/2024 15:00,21/01/2024 15:15,4.30E-11,0.000311713
21/01/2024 15:16,21/01/2024 15:31,2.05E-10,0.000310637
21/01/2024 15:32,21/01/2024 15:47,4.33E-10,0.000309969
21/01/2024 15:48,21/01/2024 15:59,2.89E-11,0.000309654
21/01/2024 16:00,21/01/2024 16:15,3.76E-10,0.000312061
21/01/2024 16:16,21/01/2024 16:31,3.64E-10,0.000311616
21/01/2024 16:32,21/01/2024 16:47,2.40E-10,0.000312084
21/01/2024 16:48,21/01/2024 16:59,4.33E-11,0.000312383
21/01/2024 17:00,21/01/2024 17:15,3.24E-10,0.000306323
21/01/2024 17:16,21/01/2024 17:31,3.07E-10,0.000303711
21/01/2024 17:32,21/01/2024 17:47,3.11E-10,0.000312032
21/01/2024 17:48,21/01/2024 17:59,2.58E-10,0.000306733
21/01/2024 18:00,21/01/2024 18:15,2.27E-10,0.000313681
21/01/2024 18:16,21/01/2024 18:31,2.16E-10,0.000305931
21/01/2024 18:32,21/01/2024 18:47,2.60E-10,0.000299371
21/01/2024 18:48,21/01/2024 18:59,1.32E-10,0.000298272
21/01/2024 19:00,21/01/2024 19:15,3.87E-10,0.000301931
21/01/2024 19:16,21/01/2024 19:31,3.92E-10,0.00032274
21/01/2024 19:32,21/01/2024 19:47,1.77E-10,0.000304161
21/01/2024 19:48,21/01/2024 19:59,7.29E-11,0.000299006
21/01/2024 20:00,21/01/2024 20:15,1.95E-10,0.000313461
21/01/2024 20:16,21/01/2024 20:31,2.29E-10,0.000318451
21/01/2024 20:32,21/01/2024 20:47,2.49E-10,0.00032068
21/01/2024 20:48,21/01/2024 20:59,1.29E-10,0.000315881
21/01/2024 21:00,21/01/2024 21:15,1.93E-10,0.000307713
21/01/2024 21:16,21/01/2024 21:31,2.27E-10,0.000303281
21/01/2024 21:32,21/01/2024 21:47,5.05E-10,0.000300847
21/01/2024 21:48,21/01/2024 21:59,2.00E-10,0.000305678
21/01/2024 22:00,21/01/2024 22:15,1.18E-10,0.000314864
21/01/2024 22:16,21/01/2024 22:31,2.27E-10,0.000320463
21/01/2024 22:32,21/01/2024 22:47,3.01E-10,0.000323216
21/01/2024 22:48,21/01/2024 22:59,3.01E-10,0.000321524
21/01/2024 23:00,21/01/2024 23:15,1.72E-10,0.000326326
21/01/2024 23:16,21/01/2024 23:31,3.11E-10,0.000312968
21/01/2024 23:32,21/01/2024 23:47,1.19E-10,0.000302548
21/01/2024 23:48,21/01/2024 23:59,1.58E-10,0.000297726
22/01/2024 00:00,22/01/2024 00:15,3.54E-10,0.000298823
22/01/2024 00:16,22/01/2024 00:31,4.08E-10,0.000300273
22/01/2024 00:32,22/01/2024 00:47,1.63E-10,0.00029985
22/01/2024 00:48,22/01/2024 00:59,1.29E-10,0.000299832
22/01/2024 01:00,22/01/2024 01:15,2.27E-10,0.000299994
22/01/2024 01:16,22/01/2024 01:31,3.05E-10,0.000300709
22/01/2024 01:32,22/01/2024 01:47,1.50E-10,0.000298696
22/01/2024 01:48,22/01/2024 01:59,8.51E-11,0.000301401
22/01/2024 02:00,22/01/2024 02:15,1.83E-10,0.000299026
22/01/2024 02:16,22/01/2024 02:31,4.30E-10,0.000300712
22/01/2024 02:32,22/01/2024 02:47,7.52E-11,0.000298664
22/01/2024 02:48,22/01/2024 02:59,2.29E-10,0.000306985
22/01/2024 03:00,22/01/2024 03:15,2.07E-10,0.000309835
22/01/2024 03:16,22/01/2024 03:31,1.42E-10,0.000309681
22/01/2024 03:32,22/01/2024 03:47,1.07E-10,0.000309404
22/01/2024 03:48,22/01/2024 03:59,2.29E-10,0.000318431
22/01/2024 04:00,22/01/2024 04:15,2.79E-10,0.000325644
22/01/2024 04:16,22/01/2024 04:31,1.84E-10,0.000325497
22/01/2024 04:32,22/01/2024 04:47,2.70E-10,0.000325454
22/01/2024 04:48,22/01/2024 04:59,5.78E-11,0.000321747
22/01/2024 05:00,22/01/2024 05:15,1.72E-10,0.000318993
22/01/2024 05:16,22/01/2024 05:31,2.81E-10,0.00031147
22/01/2024 05:32,22/01/2024 05:47,2.27E-10,0.000315453
22/01/2024 05:48,22/01/2024 05:59,7.22E-11,0.000319458
22/01/2024 06:00,22/01/2024 06:15,1.93E-10,0.000304161
22/01/2024 06:16,22/01/2024 06:31,2.68E-10,0.000312969
22/01/2024 06:32,22/01/2024 06:47,1.07E-10,0.000320885
22/01/2024 06:48,22/01/2024 06:59,1.16E-10,0.00032336
22/01/2024 07:00,22/01/2024 07:15,1.61E-10,0.000321959
22/01/2024 07:16,22/01/2024 07:31,2.60E-10,0.000323474
22/01/2024 07:32,22/01/2024 07:47,2.81E-10,0.000308249
22/01/2024 07:48,22/01/2024 07:59,1.86E-10,0.000297516
22/01/2024 08:00,22/01/2024 08:15,1.83E-10,0.000304868
22/01/2024 08:16,22/01/2024 08:31,2.07E-10,0.000316892
22/01/2024 08:32,22/01/2024 08:47,2.81E-10,0.000318821
22/01/2024 08:48,22/01/2024 08:59,2.02E-10,0.000320659
22/01/2024 09:00,22/01/2024 09:15,2.90E-10,0.000324954
22/01/2024 09:16,22/01/2024 09:31,3.59E-10,0.000318963
22/01/2024 09:32,22/01/2024 09:47,1.77E-10,0.000303261
22/01/2024 09:48,22/01/2024 09:59,5.00E-10,0.000308628
22/01/2024 10:00,22/01/2024 10:15,3.68E-10,0.000317257
22/01/2024 10:16,22/01/2024 10:31,2.74E-10,0.000325925
22/01/2024 10:32,22/01/2024 10:47,3.35E-10,0.000325778
22/01/2024 10:48,22/01/2024 10:59,1.62E-10,0.000319518
22/01/2024 11:00,22/01/2024 11:15,9.49E-11,0.00031171
22/01/2024 11:16,22/01/2024 11:31,2.27E-10,0.000308853
22/01/2024 11:32,22/01/2024 11:47,3.04E-10,0.000318817
22/01/2024 11:48,22/01/2024 11:59,4.59E-10,0.000328092
22/01/2024 12:00,22/01/2024 12:15,1.57E-10,0.000331698
22/01/2024 12:16,22/01/2024 12:31,2.07E-10,0.000322737
22/01/2024 12:32,22/01/2024 12:47,2.56E-10,0.000320724
22/01/2024 12:48,22/01/2024 12:59,2.35E-10,0.00031843
22/01/2024 13:00,22/01/2024 13:15,1.38E-10,0.000316098
22/01/2024 13:16,22/01/2024 13:31,2.01E-10,0.00031509
22/01/2024 13:32,22/01/2024 13:47,3.02E-10,0.000315146
22/01/2024 13:48,22/01/2024 13:59,1.08E-10,0.000314919
22/01/2024 14:00,22/01/2024 14:15,1.31E-10,0.000316354
22/01/2024 14:16,22/01/2024 14:31,3.27E-10,0.000313856
22/01/2024 14:32,22/01/2024 14:47,2.09E-10,0.000314371
22/01/2024 14:48,22/01/2024 14:59,4.75E-10,0.000315487
22/01/2024 15:00,22/01/2024 15:15,2.03E-10,0.000305196
22/01/2024 15:16,22/01/2024 15:31,1.37E-10,0.000300521
22/01/2024 15:32,22/01/2024 15:47,1.09E-10,0.000299457
22/01/2024 15:48,22/01/2024 15:59,3.30E-10,0.000298505
22/01/2024 16:00,22/01/2024 16:15,3.45E-10,0.000311306
22/01/2024 16:16,22/01/2024 16:31,2.63E-10,0.000311312
22/01/2024 16:32,22/01/2024 16:47,2.98E-10,0.000303144
22/01/2024 16:48,22/01/2024 16:59,5.00E-10,0.000317018
22/01/2024 17:00,22/01/2024 17:15,1.92E-10,0.000317893
22/01/2024 17:16,22/01/2024 17:31,2.32E-10,0.000317808
22/01/2024 17:32,22/01/2024 17:47,3.64E-10,0.000305598
22/01/2024 17:48,22/01/2024 17:59,1.73E-10,0.000301177
22/01/2024 18:00,22/01/2024 18:15,1.96E-10,0.000304311
22/01/2024 18:16,22/01/2024 18:31,2.29E-10,0.000314557
22/01/2024 18:32,22/01/2024 18:47,2.94E-10,0.000317817
22/01/2024 18:48,22/01/2024 18:59,3.18E-10,0.000312177
22/01/2024 19:00,22/01/2024 19:15,1.40E-10,0.000308385
22/01/2024 19:16,22/01/2024 19:31,2.50E-10,0.000314956
22/01/2024 19:32,22/01/2024 19:47,2.92E-10,0.000318566
22/01/2024 19:48,22/01/2024 19:59,2.31E-10,0.000308113
22/01/2024 20:00,22/01/2024 20:15,1.21E-10,0.000307722
22/01/2024 20:16,22/01/2024 20:31,3.68E-10,0.000319856
22/01/2024 20:32,22/01/2024 20:47,1.08E-10,0.000317147
22/01/2024 20:48,22/01/2024 20:59,3.15E-10,0.000296449
22/01/2024 21:00,22/01/2024 21:15,2.10E-10,0.000293926
22/01/2024 21:16,22/01/2024 21:31,6.44E-11,0.000314214
22/01/2024 21:32,22/01/2024 21:47,3.11E-10,0.000320432
22/01/2024 21:48,22/01/2024 21:59,4.19E-10,0.000308102
22/01/2024 22:00,22/01/2024 22:15,2.07E-10,0.000301067
22/01/2024 22:16,22/01/2024 22:31,2.47E-10,0.000308338
22/01/2024 22:32,22/01/2024 22:47,6.53E-11,0.000308362
22/01/2024 22:48,22/01/2024 22:59,1.01E-10,0.000297413
22/01/2024 23:00,22/01/2024 23:15,2.40E-10,0.000297827
22/01/2024 23:16,22/01/2024 23:31,2.26E-10,0.000311462
22/01/2024 23:32,22/01/2024 23:47,1.41E-10,0.000299422
22/01/2024 23:48,22/01/2024 23:59,1.88E-10,0.00029048
23/01/2024 00:00,23/01/2024 00:15,2.16E-10,0.000293277
23/01/2024 00:16,23/01/2024 00:31,1.19E-10,0.000312819
23/01/2024 00:32,23/01/2024 00:47,1.73E-10,0.000309518
23/01/2024 00:48,23/01/2024 00:59,3.90E-10,0.0002979
23/01/2024 01:00,23/01/2024 01:15,2.49E-10,0.00030348
23/01/2024 01:16,23/01/2024 01:31,3.03E-10,0.000314449
23/01/2024 01:32,23/01/2024 01:47,3.44E-10,0.000302939
23/01/2024 01:48,23/01/2024 01:59,1.28E-10,0.00029213
23/01/2024 02:00,23/01/2024 02:15,2.36E-10,0.000314506
23/01/2024 02:16,23/01/2024 02:31,8.59E-11,0.00031943
23/01/2024 02:32,23/01/2024 02:47,1.50E-10,0.000306166
23/01/2024 02:48,23/01/2024 02:59,1.00E-10,0.000296188
23/01/2024 03:00,23/01/2024 03:15,1.49E-10,0.000312312
23/01/2024 03:16,23/01/2024 03:31,3.89E-10,0.000316566
23/01/2024 03:32,23/01/2024 03:47,2.68E-10,0.000317188
23/01/2024 03:48,23/01/2024 03:59,2.72E-10,0.000319199
23/01/2024 04:00,23/01/2024 04:15,1.50E-10,0.000321714
23/01/2024 04:16,23/01/2024 04:31,2.58E-10,0.000304886
23/01/2024 04:32,23/01/2024 04:47,2.15E-10,0.0003078
23/01/2024 04:48,23/01/2024 04:59,2.15E-10,0.00031605
23/01/2024 05:00,23/01/2024 05:15,1.93E-10,0.000310669
23/01/2024 05:16,23/01/2024 05:31,2.24E-10,0.000299147
23/01/2024 05:32,23/01/2024 05:47,1.18E-10,0.000310877
23/01/2024 05:48,23/01/2024 05:59,3.69E-10,0.000323903
23/01/2024 06:00,23/01/2024 06:15,4.62E-10,0.000321349
23/01/2024 06:16,23/01/2024 06:31,1.18E-10,0.000314612
23/01/2024 06:32,23/01/2024 06:47,2.13E-10,0.000318643
23/01/2024 06:48,23/01/2024 06:59,1.00E-10,0.00031048
23/01/2024 07:00,23/01/2024 07:15,1.40E-10,0.000313198
23/01/2024 07:16,23/01/2024 07:31,2.40E-10,0.000314526
23/01/2024 07:32,23/01/2024 07:47,3.31E-10,0.000315957
23/01/2024 07:48,23/01/2024 07:59,1.72E-10,0.000306562
23/01/2024 08:00,23/01/2024 08:15,1.40E-10,0.000296659
23/01/2024 08:16,23/01/2024 08:31,1.27E-10,0.000312419
23/01/2024 08:32,23/01/2024 08:47,2.58E-10,0.000321862
23/01/2024 08:48,23/01/2024 08:59,2.60E-10,0.000318703
23/01/2024 09:00,23/01/2024 09:15,3.01E-10,0.000311403
23/01/2024 09:16,23/01/2024 09:31,3.53E-10,0.00030103
