Time_Start,Time_End,BER1,BER2
14/01/2024 00:22,14/01/2024 00:37,3.04E-10,0.000328112
14/01/2024 00:38,14/01/2024 00:53,4.21E-10,0.00034644
14/01/2024 00:54,14/01/2024 00:59,5.68E-10,0.000352825
14/01/2024 01:00,14/01/2024 01:15,3.37E-10,0.00034816
14/01/2024 01:16,14/01/2024 01:31,2.54E-10,0.000344626
14/01/2024 01:32,14/01/2024 01:47,2.81E-10,0.000350488
14/01/2024 01:48,14/01/2024 01:59,7.03E-11,0.000330519
14/01/2024 02:00,14/01/2024 02:15,3.50E-10,0.000323938
14/01/2024 02:16,14/01/2024 02:31,2.12E-10,0.000346288
14/01/2024 02:32,14/01/2024 02:47,1.80E-10,0.000351526
14/01/2024 02:48,14/01/2024 02:59,3.63E-10,0.000351247
14/01/2024 03:00,14/01/2024 03:15,4.56E-10,0.000348305
14/01/2024 03:16,14/01/2024 03:31,3.24E-10,0.000330789
14/01/2024 03:32,14/01/2024 03:47,3.14E-10,0.00033667
14/01/2024 03:48,14/01/2024 03:59,3.07E-10,0.00035864
14/01/2024 04:00,14/01/2024 04:15,4.91E-10,0.000357933
14/01/2024 04:16,14/01/2024 04:31,4.29E-10,0.000362101
14/01/2024 04:32,14/01/2024 04:47,3.20E-10,0.000361114
14/01/2024 04:48,14/01/2024 04:59,2.37E-10,0.000334944
14/01/2024 05:00,14/01/2024 05:15,4.60E-10,0.00033173
14/01/2024 05:16,14/01/2024 05:31,2.82E-10,0.000344381
14/01/2024 05:32,14/01/2024 05:47,2.61E-10,0.000350824
14/01/2024 05:48,14/01/2024 05:59,2.41E-10,0.000356438
14/01/2024 06:00,14/01/2024 06:15,5.65E-10,0.00035745
14/01/2024 06:16,14/01/2024 06:31,3.03E-10,0.000328179
14/01/2024 06:32,14/01/2024 06:47,3.35E-10,0.000342452
14/01/2024 06:48,14/01/2024 06:59,4.70E-10,0.00036243
14/01/2024 07:00,14/01/2024 07:15,4.36E-10,0.000361802
14/01/2024 07:16,14/01/2024 07:31,3.66E-10,0.000354425
14/01/2024 07:32,14/01/2024 07:47,1.67E-10,0.000356152
14/01/2024 07:48,14/01/2024 07:59,6.00E-10,0.000350528
14/01/2024 08:00,14/01/2024 08:15,1.78E-10,0.000328152
14/01/2024 08:16,14/01/2024 08:31,2.39E-10,0.000336249
14/01/2024 08:32,14/01/2024 08:47,2.93E-10,0.000349779
14/01/2024 08:48,14/01/2024 08:59,2.39E-10,0.00035631
14/01/2024 09:00,14/01/2024 09:15,4.71E-10,0.000354402
14/01/2024 09:16,14/01/2024 09:31,1.46E-10,0.00033851
14/01/2024 09:32,14/01/2024 09:47,4.60E-10,0.000330029
14/01/2024 09:48,14/01/2024 09:59,2.37E-10,0.000354519
14/01/2024 10:00,14/01/2024 10:15,4.91E-10,0.000366261
14/01/2024 10:16,14/01/2024 10:31,3.97E-10,0.000350921
14/01/2024 10:32,14/01/2024 10:47,3.79E-10,0.000351923
14/01/2024 10:48,14/01/2024 10:59,8.29E-11,0.000360583
14/01/2024 11:00,14/01/2024 11:15,2.54E-10,0.000339941
14/01/2024 11:16,14/01/2024 11:31,2.93E-10,0.000328595
14/01/2024 11:32,14/01/2024 11:47,3.39E-10,0.000340857
14/01/2024 11:48,14/01/2024 11:59,3.76E-10,0.000358129
14/01/2024 12:00,14/01/2024 12:15,3.71E-10,0.000362663
14/01/2024 12:16,14/01/2024 12:31,3.87E-10,0.000363406
14/01/2024 12:32,14/01/2024 12:47,1.67E-10,0.000352137
14/01/2024 12:48,14/01/2024 12:59,2.84E-10,0.00035496
14/01/2024 13:00,14/01/2024 13:15,1.77E-10,0.000353971
14/01/2024 13:16,14/01/2024 13:31,3.76E-10,0.000347348
14/01/2024 13:32,14/01/2024 13:47,3.12E-10,0.000341954
14/01/2024 13:48,14/01/2024 13:59,1.53E-10,0.000338686
14/01/2024 14:00,14/01/2024 14:15,2.41E-10,0.000330936
14/01/2024 14:16,14/01/2024 14:31,2.32E-10,0.00032992
14/01/2024 14:32,14/01/2024 14:47,1.88E-10,0.000328817
14/01/2024 14:48,14/01/2024 14:59,1.55E-10,0.000330713
14/01/2024 15:00,14/01/2024 15:15,2.20E-10,0.000334872
14/01/2024 15:16,14/01/2024 15:31,3.76E-10,0.000334285
14/01/2024 15:32,14/01/2024 15:47,3.01E-10,0.00033467
14/01/2024 15:48,14/01/2024 15:59,6.27E-10,0.000333662
14/01/2024 16:00,14/01/2024 16:15,3.14E-10,0.000336253
14/01/2024 16:16,14/01/2024 16:31,3.76E-10,0.000336656
14/01/2024 16:32,14/01/2024 16:47,2.09E-10,0.000344124
14/01/2024 16:48,14/01/2024 16:59,4.18E-10,0.000362126
14/01/2024 17:00,14/01/2024 17:15,3.58E-10,0.000332887
14/01/2024 17:16,14/01/2024 17:31,3.47E-10,0.00035526
14/01/2024 17:32,14/01/2024 17:47,2.09E-10,0.000353847
14/01/2024 17:48,14/01/2024 17:59,3.21E-10,0.000358429
14/01/2024 18:00,14/01/2024 18:15,3.18E-10,0.000357281
14/01/2024 18:16,14/01/2024 18:31,1.05E-10,0.000359397
14/01/2024 18:32,14/01/2024 18:47,4.53E-10,0.00036007
14/01/2024 18:48,14/01/2024 18:59,4.78E-10,0.000330826
14/01/2024 19:00,14/01/2024 19:15,2.50E-10,0.000334397
14/01/2024 19:16,14/01/2024 19:31,4.29E-10,0.000343598
14/01/2024 19:32,14/01/2024 19:47,2.53E-10,0.000366131
14/01/2024 19:48,14/01/2024 19:59,2.25E-10,0.000358199
14/01/2024 20:00,14/01/2024 20:15,5.40E-10,0.000347049
14/01/2024 20:16,14/01/2024 20:31,2.86E-10,0.000349918
14/01/2024 20:32,14/01/2024 20:47,2.76E-10,0.000346387
14/01/2024 20:48,14/01/2024 20:59,6.33E-10,0.000328191
14/01/2024 21:00,14/01/2024 21:15,1.70E-10,0.00035261
14/01/2024 21:16,14/01/2024 21:31,3.79E-10,0.000364245
14/01/2024 21:32,14/01/2024 21:47,1.70E-10,0.00034428
14/01/2024 21:48,14/01/2024 21:59,2.41E-10,0.000338133
14/01/2024 22:00,14/01/2024 22:15,2.32E-10,0.000342466
14/01/2024 22:16,14/01/2024 22:31,2.32E-10,0.000331397
14/01/2024 22:32,14/01/2024 22:47,2.65E-10,0.0003288
14/01/2024 22:48,14/01/2024 22:59,9.93E-11,0.000339034
14/01/2024 23:00,14/01/2024 23:15,1.91E-10,0.000356195
14/01/2024 23:16,14/01/2024 23:31,1.48E-10,0.000359238
14/01/2024 23:32,14/01/2024 23:47,2.76E-10,0.000359058
14/01/2024 23:48,14/01/2024 23:59,1.67E-10,0.000344002
15/01/2024 00:00,15/01/2024 00:15,1.06E-10,0.000337955
15/01/2024 00:16,15/01/2024 00:31,1.70E-10,0.000354732
15/01/2024 00:32,15/01/2024 00:47,3.07E-10,0.000358909
15/01/2024 00:48,15/01/2024 00:59,1.99E-10,0.000346789
15/01/2024 01:00,15/01/2024 01:15,3.18E-10,0.000345198
15/01/2024 01:16,15/01/2024 01:31,2.23E-10,0.000347764
15/01/2024 01:32,15/01/2024 01:47,3.47E-10,0.000335503
15/01/2024 01:48,15/01/2024 01:59,3.24E-10,0.000330149
15/01/2024 02:00,15/01/2024 02:15,1.95E-10,0.00034564
15/01/2024 02:16,15/01/2024 02:31,3.07E-10,0.000355337
15/01/2024 02:32,15/01/2024 02:47,2.54E-10,0.000353363
15/01/2024 02:48,15/01/2024 02:59,1.43E-10,0.000352063
15/01/2024 03:00,15/01/2024 03:15,5.48E-10,0.000337146
15/01/2024 03:16,15/01/2024 03:31,2.76E-10,0.000329846
15/01/2024 03:32,15/01/2024 03:47,2.21E-10,0.00034699
15/01/2024 03:48,15/01/2024 03:59,2.95E-10,0.000356942
15/01/2024 04:00,15/01/2024 04:15,2.35E-10,0.000342882
15/01/2024 04:16,15/01/2024 04:31,2.86E-10,0.000344098
15/01/2024 04:32,15/01/2024 04:47,1.89E-10,0.00035218
15/01/2024 04:48,15/01/2024 04:59,3.83E-10,0.00032981
15/01/2024 05:00,15/01/2024 05:15,2.01E-10,0.000324325
15/01/2024 05:16,15/01/2024 05:31,4.05E-10,0.000350201
15/01/2024 05:32,15/01/2024 05:47,3.37E-10,0.00035853
15/01/2024 05:48,15/01/2024 05:59,2.98E-10,0.000353438
15/01/2024 06:00,15/01/2024 06:15,3.35E-10,0.000346
15/01/2024 06:16,15/01/2024 06:31,3.26E-10,0.000331159
15/01/2024 06:32,15/01/2024 06:47,1.91E-10,0.000339815
15/01/2024 06:48,15/01/2024 06:59,9.93E-11,0.000351537
15/01/2024 07:00,15/01/2024 07:15,5.30E-10,0.000359011
15/01/2024 07:16,15/01/2024 07:31,2.99E-10,0.000358836
15/01/2024 07:32,15/01/2024 07:47,5.93E-10,0.000358468
15/01/2024 07:48,15/01/2024 07:59,3.83E-10,0.00034841
15/01/2024 08:00,15/01/2024 08:15,3.84E-10,0.000342702
15/01/2024 08:16,15/01/2024 08:31,2.86E-10,0.000347085
15/01/2024 08:32,15/01/2024 08:47,3.09E-10,0.000349284
15/01/2024 08:48,15/01/2024 08:59,2.15E-10,0.0003311
15/01/2024 09:00,15/01/2024 09:15,3.28E-10,0.000336555
15/01/2024 09:16,15/01/2024 09:31,4.30E-10,0.000352464
15/01/2024 09:32,15/01/2024 09:47,3.18E-10,0.000335374
15/01/2024 09:48,15/01/2024 09:59,1.84E-10,0.000333172
15/01/2024 10:00,15/01/2024 10:15,5.51E-10,0.000341722
15/01/2024 10:16,15/01/2024 10:31,3.60E-10,0.000353711
15/01/2024 10:32,15/01/2024 10:47,3.63E-10,0.000356741
15/01/2024 10:48,15/01/2024 10:59,2.55E-10,0.000354642
15/01/2024 11:00,15/01/2024 11:15,3.20E-10,0.000355815
15/01/2024 11:16,15/01/2024 11:31,4.24E-11,0.000352217
15/01/2024 11:32,15/01/2024 11:33,2.65E-10,0.000340153
