Timestamp,BER1,BER2
04/01/2024 02:14,2.44E-10,0.000340687
04/01/2024 02:14,3.50E-10,0.00034547
04/01/2024 02:14,3.50E-10,0.000340862
04/01/2024 02:15,2.67E-10,0.000348201
04/01/2024 02:15,3.20E-10,0.000349556
04/01/2024 02:15,3.50E-10,0.000342931
04/01/2024 02:15,2.67E-10,0.000349595
04/01/2024 02:15,2.67E-10,0.000340236
04/01/2024 02:15,2.93E-10,0.000352336
04/01/2024 02:15,2.93E-10,0.000345392
04/01/2024 02:15,3.50E-10,0.000349452
04/01/2024 02:16,2.67E-10,0.000343992
04/01/2024 02:16,3.50E-10,0.00034843
04/01/2024 02:16,3.50E-10,0.000341354
04/01/2024 02:16,3.50E-10,0.000343016
04/01/2024 02:16,2.67E-10,0.00034203
04/01/2024 02:16,2.93E-10,0.000350041
04/01/2024 02:16,3.50E-10,0.000340553
04/01/2024 02:16,3.50E-10,0.000342213
04/01/2024 02:17,2.23E-10,0.000347965
04/01/2024 02:17,3.50E-10,0.000343441
04/01/2024 02:17,3.50E-10,0.000340313
04/01/2024 02:17,3.50E-10,0.000339915
04/01/2024 02:17,2.44E-10,0.000346301
04/01/2024 02:17,2.93E-10,0.000347552
04/01/2024 02:17,3.50E-10,0.000346177
04/01/2024 02:17,3.20E-10,0.000339541
04/01/2024 02:18,2.67E-10,0.000356208
04/01/2024 02:18,2.44E-10,0.000336209
04/01/2024 02:18,2.93E-10,0.000339518
04/01/2024 02:18,2.44E-10,0.000337689
04/01/2024 02:18,3.20E-10,0.000354466
04/01/2024 02:18,2.93E-10,0.000343843
04/01/2024 02:18,2.23E-10,0.000343562
04/01/2024 02:18,3.50E-10,0.000333468
04/01/2024 02:19,2.23E-10,0.000339947
04/01/2024 02:19,3.50E-10,0.000339844
04/01/2024 02:19,3.50E-10,0.000347775
04/01/2024 02:19,3.50E-10,0.000340477
04/01/2024 02:19,3.20E-10,0.000349109
04/01/2024 02:19,2.23E-10,0.000339096
04/01/2024 02:19,2.23E-10,0.000354164
04/01/2024 02:20,3.50E-10,0.000344582
04/01/2024 02:20,2.23E-10,0.000340145
04/01/2024 02:20,2.93E-10,0.000342764
04/01/2024 02:20,2.93E-10,0.000343511
04/01/2024 02:20,2.93E-10,0.000351149
04/01/2024 02:20,2.67E-10,0.000331442
04/01/2024 02:20,2.67E-10,0.000349439
04/01/2024 02:20,2.44E-10,0.000341489
04/01/2024 02:21,2.93E-10,0.000345619
04/01/2024 02:21,2.44E-10,0.000333927
04/01/2024 02:21,3.50E-10,0.000342921
04/01/2024 02:21,2.93E-10,0.000350893
04/01/2024 02:21,3.50E-10,0.000339177
04/01/2024 02:21,3.50E-10,0.000344748
04/01/2024 02:21,3.50E-10,0.000348878
04/01/2024 02:21,3.50E-10,0.00033626
04/01/2024 02:22,2.23E-10,0.000348562
04/01/2024 02:22,2.93E-10,0.000353311
04/01/2024 02:22,2.44E-10,0.000345503
04/01/2024 02:22,2.67E-10,0.000343291
04/01/2024 02:22,2.23E-10,0.000345763
04/01/2024 02:22,2.93E-10,0.000336291
04/01/2024 02:22,2.93E-10,0.000338255
04/01/2024 02:22,2.67E-10,0.000347043
04/01/2024 02:23,2.67E-10,0.000350451
04/01/2024 02:23,3.50E-10,0.000343267
04/01/2024 02:23,3.50E-10,0.000336459
04/01/2024 02:23,2.23E-10,0.000347399
04/01/2024 02:23,3.50E-10,0.000342743
04/01/2024 02:23,3.50E-10,0.000345179
04/01/2024 02:23,2.67E-10,0.000331083
04/01/2024 02:23,3.50E-10,0.000344803
04/01/2024 02:24,2.44E-10,0.000341701
04/01/2024 02:24,3.20E-10,0.000350089
04/01/2024 02:24,2.67E-10,0.000337497
04/01/2024 02:24,3.50E-10,0.000340395
04/01/2024 02:24,2.44E-10,0.000353471
04/01/2024 02:24,3.50E-10,0.000343996
04/01/2024 02:24,3.50E-10,0.000341163
04/01/2024 02:25,3.50E-10,0.000341905
04/01/2024 02:25,2.67E-10,0.000352424
04/01/2024 02:25,3.50E-10,0.000342236
