Time_Start,Time_End,BER1,BER2
31/12/2023 19:32,31/12/2023 19:47,2.59E-10,0.00034963
31/12/2023 19:48,31/12/2023 19:59,4.42E-10,0.00034847
31/12/2023 20:00,31/12/2023 20:15,1.60E-10,0.000342927
31/12/2023 20:16,31/12/2023 20:31,1.37E-10,0.000344023
31/12/2023 20:32,31/12/2023 20:47,2.02E-10,0.000345669
31/12/2023 20:48,31/12/2023 20:59,0,0.000345361
31/12/2023 21:00,31/12/2023 21:15,9.20E-11,0.00034925
31/12/2023 21:16,31/12/2023 21:31,2.42E-10,0.000348329
31/12/2023 21:32,31/12/2023 21:47,2.56E-10,0.000347824
31/12/2023 21:48,31/12/2023 21:59,1.81E-10,0.000342704
31/12/2023 22:00,31/12/2023 22:15,5.30E-10,0.000341454
31/12/2023 22:16,31/12/2023 22:31,2.33E-10,0.000338881
31/12/2023 22:32,31/12/2023 22:47,2.40E-10,0.000325387
31/12/2023 22:48,31/12/2023 22:59,2.79E-10,0.000345535
31/12/2023 23:00,31/12/2023 23:15,1.84E-10,0.000344724
31/12/2023 23:16,31/12/2023 23:31,2.23E-10,0.000336006
31/12/2023 23:32,31/12/2023 23:47,3.26E-10,0.000334827
31/12/2023 23:48,31/12/2023 23:59,1.25E-10,0.000326156
01/01/2024 00:00,01/01/2024 00:15,3.15E-10,0.000329941
01/01/2024 00:16,01/01/2024 00:31,2.36E-10,0.000335889
01/01/2024 00:32,01/01/2024 00:47,2.14E-10,0.000333546
01/01/2024 00:48,01/01/2024 00:59,2.25E-10,0.000337673
01/01/2024 01:00,01/01/2024 01:15,1.67E-10,0.000339371
01/01/2024 01:16,01/01/2024 01:31,2.86E-10,0.000346204
01/01/2024 01:32,01/01/2024 01:47,7.51E-11,0.00034265
01/01/2024 01:48,01/01/2024 01:59,8.19E-11,0.000339161
01/01/2024 02:00,01/01/2024 02:15,1.03E-10,0.000338792
01/01/2024 02:16,01/01/2024 02:31,2.86E-10,0.000338094
01/01/2024 02:32,01/01/2024 02:47,2.63E-10,0.000341576
01/01/2024 02:48,01/01/2024 02:59,4.14E-10,0.000342519
01/01/2024 03:00,01/01/2024 03:15,1.97E-10,0.000339648
01/01/2024 03:16,01/01/2024 03:31,1.60E-10,0.000328002
01/01/2024 03:32,01/01/2024 03:47,9.71E-11,0.000325595
01/01/2024 03:48,01/01/2024 03:59,2.03E-10,0.000344202
01/01/2024 04:00,01/01/2024 04:15,1.72E-10,0.000341651
01/01/2024 04:16,01/01/2024 04:31,1.86E-10,0.000325776
01/01/2024 04:32,01/01/2024 04:47,1.38E-10,0.000321166
01/01/2024 04:48,01/01/2024 04:59,1.03E-10,0.000319806
01/01/2024 05:00,01/01/2024 05:15,1.99E-10,0.000322649
01/01/2024 05:16,01/01/2024 05:31,2.51E-10,0.000321201
01/01/2024 05:32,01/01/2024 05:47,3.78E-10,0.000326911
01/01/2024 05:48,01/01/2024 05:59,2.91E-10,0.000325493
01/01/2024 06:00,01/01/2024 06:15,1.27E-10,0.0003251
01/01/2024 06:16,01/01/2024 06:31,2.67E-10,0.000327104
01/01/2024 06:32,01/01/2024 06:47,3.33E-10,0.000334156
01/01/2024 06:48,01/01/2024 06:59,1.78E-10,0.000343765
01/01/2024 07:00,01/01/2024 07:15,8.43E-11,0.000343388
01/01/2024 07:16,01/01/2024 07:31,2.05E-10,0.000347154
01/01/2024 07:32,01/01/2024 07:47,1.32E-10,0.00034458
01/01/2024 07:48,01/01/2024 07:59,3.37E-10,0.000349989
01/01/2024 08:00,01/01/2024 08:15,1.93E-10,0.000340779
01/01/2024 08:16,01/01/2024 08:31,2.17E-10,0.0003305
01/01/2024 08:32,01/01/2024 08:47,2.50E-10,0.000345051
01/01/2024 08:48,01/01/2024 08:59,1.95E-10,0.000349961
01/01/2024 09:00,01/01/2024 09:15,2.75E-10,0.000346622
01/01/2024 09:16,01/01/2024 09:31,1.81E-10,0.000344879
01/01/2024 09:32,01/01/2024 09:47,2.91E-10,0.000347909
01/01/2024 09:48,01/01/2024 09:59,3.57E-10,0.000342985
01/01/2024 10:00,01/01/2024 10:15,1.59E-10,0.000327962
01/01/2024 10:16,01/01/2024 10:31,7.39E-11,0.000329246
01/01/2024 10:32,01/01/2024 10:47,1.72E-10,0.000334613
01/01/2024 10:48,01/01/2024 10:59,1.80E-10,0.000338095
01/01/2024 11:00,01/01/2024 11:15,2.52E-10,0.000343075
01/01/2024 11:16,01/01/2024 11:31,1.25E-10,0.000350875
01/01/2024 11:32,01/01/2024 11:47,1.42E-10,0.000348728
01/01/2024 11:48,01/01/2024 11:59,3.28E-10,0.000345301
01/01/2024 12:00,01/01/2024 12:15,2.08E-10,0.000336621
01/01/2024 12:16,01/01/2024 12:31,2.98E-10,0.000338146
01/01/2024 12:32,01/01/2024 12:47,2.67E-10,0.000339316
01/01/2024 12:48,01/01/2024 12:59,2.11E-10,0.00033654
01/01/2024 13:00,01/01/2024 13:15,1.36E-10,0.000328648
01/01/2024 13:16,01/01/2024 13:31,9.78E-11,0.000343121
01/01/2024 13:32,01/01/2024 13:47,2.24E-10,0.000343973
01/01/2024 13:48,01/01/2024 13:59,1.47E-10,0.000339092
01/01/2024 14:00,01/01/2024 14:15,2.09E-10,0.000342164
01/01/2024 14:16,01/01/2024 14:31,2.45E-10,0.000352626
01/01/2024 14:32,01/01/2024 14:47,3.28E-10,0.000339856
01/01/2024 14:48,01/01/2024 14:59,1.12E-10,0.000325923
01/01/2024 15:00,01/01/2024 15:15,1.94E-10,0.000319814
01/01/2024 15:16,01/01/2024 15:31,2.96E-10,0.000320074
01/01/2024 15:32,01/01/2024 15:47,1.46E-10,0.000320578
01/01/2024 15:48,01/01/2024 15:59,1.64E-11,0.000327443
01/01/2024 16:00,01/01/2024 16:15,1.82E-10,0.000335277
01/01/2024 16:16,01/01/2024 16:31,1.85E-10,0.000343862
01/01/2024 16:32,01/01/2024 16:47,4.28E-10,0.000344167
01/01/2024 16:48,01/01/2024 16:59,9.93E-11,0.000345271
01/01/2024 17:00,01/01/2024 17:15,2.06E-10,0.000345464
01/01/2024 17:16,01/01/2024 17:31,2.59E-10,0.000344981
01/01/2024 17:32,01/01/2024 17:47,2.52E-10,0.000337373
01/01/2024 17:48,01/01/2024 17:59,1.88E-10,0.000337446
01/01/2024 18:00,01/01/2024 18:15,3.13E-10,0.000336164
01/01/2024 18:16,01/01/2024 18:31,5.25E-11,0.000330344
01/01/2024 18:32,01/01/2024 18:47,1.27E-10,0.000329454
01/01/2024 18:48,01/01/2024 18:59,6.62E-11,0.000329554
01/01/2024 19:00,01/01/2024 19:15,2.55E-10,0.000328494
01/01/2024 19:16,01/01/2024 19:31,1.72E-10,0.000328967
01/01/2024 19:32,01/01/2024 19:47,1.75E-10,0.000326559
01/01/2024 19:48,01/01/2024 19:59,4.30E-10,0.00032582
01/01/2024 20:00,01/01/2024 20:15,2.65E-10,0.000326066
01/01/2024 20:16,01/01/2024 20:31,1.89E-10,0.000331913
01/01/2024 20:32,01/01/2024 20:47,1.61E-10,0.000331193
01/01/2024 20:48,01/01/2024 20:59,2.54E-10,0.000330933
01/01/2024 21:00,01/01/2024 21:15,2.15E-10,0.000330668
01/01/2024 21:16,01/01/2024 21:31,4.16E-10,0.000332388
01/01/2024 21:32,01/01/2024 21:47,1.63E-10,0.000334847
01/01/2024 21:48,01/01/2024 21:59,1.41E-10,0.000334234
01/01/2024 22:00,01/01/2024 22:15,4.24E-10,0.000329524
01/01/2024 22:16,01/01/2024 22:31,2.57E-10,0.00033855
01/01/2024 22:32,01/01/2024 22:47,3.02E-10,0.000343105
01/01/2024 22:48,01/01/2024 22:59,2.97E-10,0.000344085
01/01/2024 23:00,01/01/2024 23:15,1.27E-10,0.000344595
01/01/2024 23:16,01/01/2024 23:31,2.35E-10,0.000346037
01/01/2024 23:32,01/01/2024 23:47,3.55E-10,0.000345659
01/01/2024 23:48,01/01/2024 23:59,3.89E-10,0.000345835
02/01/2024 00:00,02/01/2024 00:15,2.65E-11,0.000346583
02/01/2024 00:16,02/01/2024 00:31,3.85E-10,0.000341018
02/01/2024 00:32,02/01/2024 00:47,1.75E-10,0.000338307
02/01/2024 00:48,02/01/2024 00:59,3.76E-10,0.000334313
02/01/2024 01:00,02/01/2024 01:15,3.00E-10,0.000335209
02/01/2024 01:16,02/01/2024 01:31,2.71E-10,0.000334083
02/01/2024 01:32,02/01/2024 01:47,1.85E-10,0.000334692
02/01/2024 01:48,02/01/2024 01:59,3.31E-10,0.000334605
02/01/2024 02:00,02/01/2024 02:15,1.18E-10,0.000333412
02/01/2024 02:16,02/01/2024 02:27,3.56E-10,0.00033363
