Time_Start,Time_End,BER1,BER2
27/12/2023 01:34,27/12/2023 01:49,4.91E-10,0.000331322
27/12/2023 01:50,27/12/2023 01:59,7.57E-11,0.000318502
27/12/2023 02:00,27/12/2023 02:15,3.56E-10,0.000335009
27/12/2023 02:16,27/12/2023 02:31,1.64E-10,0.000338072
27/12/2023 02:32,27/12/2023 02:47,2.61E-10,0.000336095
27/12/2023 02:48,27/12/2023 02:59,2.23E-10,0.000334532
27/12/2023 03:00,27/12/2023 03:15,1.87E-10,0.000346138
27/12/2023 03:16,27/12/2023 03:31,1.17E-10,0.000351594
27/12/2023 03:32,27/12/2023 03:47,1.87E-10,0.000349127
27/12/2023 03:48,27/12/2023 03:59,3.43E-10,0.000348974
27/12/2023 04:00,27/12/2023 04:15,9.35E-11,0.000344694
27/12/2023 04:16,27/12/2023 04:31,1.17E-10,0.000337778
27/12/2023 04:32,27/12/2023 04:47,2.34E-10,0.000337773
27/12/2023 04:48,27/12/2023 04:59,1.25E-10,0.000329832
27/12/2023 05:00,27/12/2023 05:15,2.34E-10,0.000330383
27/12/2023 05:16,27/12/2023 05:31,2.34E-10,0.000330127
27/12/2023 05:32,27/12/2023 05:47,1.87E-10,0.000328971
27/12/2023 05:48,27/12/2023 05:59,2.18E-10,0.00032541
27/12/2023 06:00,27/12/2023 06:15,1.64E-10,0.000330977
27/12/2023 06:16,27/12/2023 06:31,1.64E-10,0.000334297
27/12/2023 06:32,27/12/2023 06:47,3.74E-10,0.000330352
27/12/2023 06:48,27/12/2023 06:59,1.87E-10,0.000326455
27/12/2023 07:00,27/12/2023 07:15,1.71E-10,0.000327307
27/12/2023 07:16,27/12/2023 07:31,3.51E-10,0.000327708
27/12/2023 07:32,27/12/2023 07:47,2.57E-10,0.000335998
27/12/2023 07:48,27/12/2023 07:59,6.23E-11,0.000339066
27/12/2023 08:00,27/12/2023 08:15,1.40E-10,0.000340497
27/12/2023 08:16,27/12/2023 08:31,4.21E-10,0.000336917
27/12/2023 08:32,27/12/2023 08:47,2.80E-10,0.000339879
27/12/2023 08:48,27/12/2023 08:59,5.61E-10,0.000337347
27/12/2023 09:00,27/12/2023 09:15,1.87E-10,0.000338965
27/12/2023 09:16,27/12/2023 09:31,3.51E-10,0.000336703
27/12/2023 09:32,27/12/2023 09:47,4.67E-10,0.000330658
27/12/2023 09:48,27/12/2023 09:59,9.35E-11,0.000331286
27/12/2023 10:00,27/12/2023 10:15,2.57E-10,0.000322547
27/12/2023 10:16,27/12/2023 10:31,1.24E-10,0.000324496
27/12/2023 10:32,27/12/2023 10:47,2.74E-10,0.000327333
27/12/2023 10:48,27/12/2023 10:59,1.91E-10,0.000327337
27/12/2023 11:00,27/12/2023 11:15,7.12E-11,0.000332235
27/12/2023 11:16,27/12/2023 11:30,2.27E-10,0.000329851
