Time_Start,Time_End,BER1,BER2
15/01/2024 12:30,15/01/2024 12:45,1.66E-10,0.000344926
15/01/2024 12:46,15/01/2024 12:59,3.35E-10,0.000343664
15/01/2024 13:00,15/01/2024 13:15,2.68E-10,0.000341652
15/01/2024 13:16,15/01/2024 13:31,2.21E-10,0.000345033
15/01/2024 13:32,15/01/2024 13:47,8.88E-11,0.000330631
15/01/2024 13:48,15/01/2024 13:59,4.94E-10,0.00034344
15/01/2024 14:00,15/01/2024 14:15,4.84E-10,0.000353214
15/01/2024 14:16,15/01/2024 14:31,1.74E-10,0.000354761
15/01/2024 14:32,15/01/2024 14:47,4.04E-10,0.000355008
15/01/2024 14:48,15/01/2024 14:59,4.82E-10,0.000359855
15/01/2024 15:00,15/01/2024 15:15,3.59E-10,0.00034811
15/01/2024 15:16,15/01/2024 15:31,1.36E-10,0.000334044
15/01/2024 15:32,15/01/2024 15:47,4.08E-10,0.000342302
15/01/2024 15:48,15/01/2024 15:59,2.46E-10,0.00034923
15/01/2024 16:00,15/01/2024 16:15,2.70E-10,0.000347243
15/01/2024 16:16,15/01/2024 16:31,1.61E-10,0.000351556
15/01/2024 16:32,15/01/2024 16:47,2.91E-10,0.000348582
15/01/2024 16:48,15/01/2024 16:59,2.35E-10,0.000326734
15/01/2024 17:00,15/01/2024 17:15,1.89E-10,0.000335813
15/01/2024 17:16,15/01/2024 17:31,1.23E-10,0.000342303
15/01/2024 17:32,15/01/2024 17:47,3.34E-10,0.000352486
15/01/2024 17:48,15/01/2024 17:59,1.53E-10,0.000352119
15/01/2024 18:00,15/01/2024 18:15,3.20E-10,0.000350527
15/01/2024 18:16,15/01/2024 18:31,3.25E-10,0.000345196
15/01/2024 18:32,15/01/2024 18:47,1.94E-10,0.000336857
15/01/2024 18:48,15/01/2024 18:59,2.71E-10,0.000335912
15/01/2024 19:00,15/01/2024 19:15,2.74E-10,0.000335278
15/01/2024 19:16,15/01/2024 19:31,1.88E-10,0.000327293
15/01/2024 19:32,15/01/2024 19:47,4.17E-10,0.000330997
15/01/2024 19:48,15/01/2024 19:59,1.41E-10,0.000348562
15/01/2024 20:00,15/01/2024 20:15,2.28E-10,0.000347501
15/01/2024 20:16,15/01/2024 20:31,2.45E-10,0.000335776
15/01/2024 20:32,15/01/2024 20:47,1.41E-10,0.000319786
15/01/2024 20:48,15/01/2024 20:59,2.78E-10,0.000319034
15/01/2024 21:00,15/01/2024 21:15,6.15E-11,0.000325414
15/01/2024 21:16,15/01/2024 21:31,3.51E-10,0.000335159
15/01/2024 21:32,15/01/2024 21:47,2.88E-10,0.000333783
15/01/2024 21:48,15/01/2024 21:59,3.41E-10,0.000343225
15/01/2024 22:00,15/01/2024 22:15,3.00E-10,0.000350147
15/01/2024 22:16,15/01/2024 22:31,5.48E-10,0.000355199
15/01/2024 22:32,15/01/2024 22:47,3.38E-10,0.000358312
15/01/2024 22:48,15/01/2024 22:59,2.80E-10,0.000356734
15/01/2024 23:00,15/01/2024 23:15,3.44E-10,0.000356619
15/01/2024 23:16,15/01/2024 23:31,4.13E-10,0.000356979
15/01/2024 23:32,15/01/2024 23:47,2.91E-10,0.000355667
15/01/2024 23:48,15/01/2024 23:59,3.91E-10,0.000349326
