Time_Start,Time_End,BER1,BER2
11/01/2024 15:29,11/01/2024 15:44,4.03E-10,0.000348677
11/01/2024 15:45,11/01/2024 15:59,3.81E-10,0.000349915
11/01/2024 16:00,11/01/2024 16:15,2.30E-10,0.00035064
11/01/2024 16:16,11/01/2024 16:31,4.18E-10,0.000349763
11/01/2024 16:32,11/01/2024 16:47,1.27E-10,0.00032631
11/01/2024 16:48,11/01/2024 16:59,3.90E-10,0.000317484
11/01/2024 17:00,11/01/2024 17:15,5.44E-10,0.000327758
11/01/2024 17:16,11/01/2024 17:31,6.36E-11,0.000348701
11/01/2024 17:32,11/01/2024 17:47,2.93E-10,0.000342967
11/01/2024 17:48,11/01/2024 17:59,1.70E-10,0.000337425
11/01/2024 18:00,11/01/2024 18:15,1.88E-10,0.000335305
11/01/2024 18:16,11/01/2024 18:31,3.35E-10,0.000334819
11/01/2024 18:32,11/01/2024 18:47,5.65E-10,0.000350628
11/01/2024 18:48,11/01/2024 18:59,3.63E-10,0.000327169
11/01/2024 19:00,11/01/2024 19:15,3.35E-10,0.000329331
11/01/2024 19:16,11/01/2024 19:31,1.25E-10,0.000349931
11/01/2024 19:32,11/01/2024 19:47,3.35E-10,0.00034946
11/01/2024 19:48,11/01/2024 19:59,2.23E-10,0.000350109
11/01/2024 20:00,11/01/2024 20:15,4.39E-10,0.000352019
11/01/2024 20:16,11/01/2024 20:31,1.06E-10,0.000334473
11/01/2024 20:32,11/01/2024 20:47,2.51E-10,0.000316463
11/01/2024 20:48,11/01/2024 20:59,2.51E-10,0.000325197
11/01/2024 21:00,11/01/2024 21:15,1.46E-10,0.000344606
11/01/2024 21:16,11/01/2024 21:31,8.37E-11,0.000345855
11/01/2024 21:32,11/01/2024 21:47,1.25E-10,0.000342202
11/01/2024 21:48,11/01/2024 21:59,1.70E-10,0.000336699
11/01/2024 22:00,11/01/2024 22:15,3.14E-10,0.000338235
11/01/2024 22:16,11/01/2024 22:31,5.65E-10,0.000344644
11/01/2024 22:32,11/01/2024 22:47,3.51E-10,0.000330029
11/01/2024 22:48,11/01/2024 22:59,4.18E-10,0.000346509
11/01/2024 23:00,11/01/2024 23:15,3.14E-10,0.000350619
11/01/2024 23:16,11/01/2024 23:31,2.30E-10,0.000344034
11/01/2024 23:32,11/01/2024 23:47,6.27E-11,0.000341479
