Description for merged_1002.mat
=====================================
Link: Bristol ↔ BDFI, bidirectional, daily acquisition.
Sampling rate: 97656.250 Hz (Ts=1.024000e-05 s)
Total samples: 27443200
Blocks: 1675

Each CSV contains: Time (datetime), S1, S2, S3 (Stokes parameters).

Blocks overview:
  Block    1: 0001_PM1000_20251001_223234_2025-10-02_00-00-25.mat.csv | samples=16384 | start=2025/10/02 00:00:25.277801710 | end=2025/10/02 00:00:25.445563630
  Block    2: 0002_PM1000_20251001_223234_2025-10-02_00-01-13.mat.csv | samples=16384 | start=2025/10/02 00:01:12.943899594 | end=2025/10/02 00:01:13.111661513
  Block    3: 0003_PM1000_20251001_223234_2025-10-02_00-03-01.mat.csv | samples=16384 | start=2025/10/02 00:02:00.689804564 | end=2025/10/02 00:02:00.857566484
  Block    4: 0004_PM1000_20251001_223234_2025-10-02_00-03-48.mat.csv | samples=16384 | start=2025/10/02 00:03:48.311860769 | end=2025/10/02 00:03:48.479622689
  Block    5: 0005_PM1000_20251001_223234_2025-10-02_00-04-36.mat.csv | samples=16384 | start=2025/10/02 00:04:35.894959124 | end=2025/10/02 00:04:36.062721043
  Block    6: 0006_PM1000_20251001_223234_2025-10-02_00-05-24.mat.csv | samples=16384 | start=2025/10/02 00:05:23.574046223 | end=2025/10/02 00:05:23.741808143
  Block    7: 0007_PM1000_20251001_223234_2025-10-02_00-06-11.mat.csv | samples=16384 | start=2025/10/02 00:06:11.399510345 | end=2025/10/02 00:06:11.567272265
  Block    8: 0008_PM1000_20251001_223234_2025-10-02_00-06-59.mat.csv | samples=16384 | start=2025/10/02 00:06:58.977186427 | end=2025/10/02 00:06:59.144948346
  Block    9: 0009_PM1000_20251001_223234_2025-10-02_00-07-47.mat.csv | samples=16384 | start=2025/10/02 00:07:46.784462098 | end=2025/10/02 00:07:46.952224018
  Block   10: 0010_PM1000_20251001_223234_2025-10-02_00-08-35.mat.csv | samples=16384 | start=2025/10/02 00:08:34.646858268 | end=2025/10/02 00:08:34.814620188
  Block   11: 0011_PM1000_20251001_223234_2025-10-02_00-09-22.mat.csv | samples=16384 | start=2025/10/02 00:09:22.230591246 | end=2025/10/02 00:09:22.398353166
  Block   12: 0012_PM1000_20251001_223234_2025-10-02_00-10-10.mat.csv | samples=16384 | start=2025/10/02 00:10:10.273043087 | end=2025/10/02 00:10:10.440805007
  Block   13: 0013_PM1000_20251001_223234_2025-10-02_00-10-58.mat.csv | samples=16384 | start=2025/10/02 00:10:58.110813273 | end=2025/10/02 00:10:58.278575193
  Block   14: 0014_PM1000_20251001_223234_2025-10-02_00-11-46.mat.csv | samples=16384 | start=2025/10/02 00:11:45.667372302 | end=2025/10/02 00:11:45.835134222
  Block   15: 0015_PM1000_20251001_223234_2025-10-02_00-12-34.mat.csv | samples=16384 | start=2025/10/02 00:12:33.415640651 | end=2025/10/02 00:12:33.583402571
  Block   16: 0016_PM1000_20251001_223234_2025-10-02_00-13-21.mat.csv | samples=16384 | start=2025/10/02 00:13:21.013443826 | end=2025/10/02 00:13:21.181205746
  Block   17: 0017_PM1000_20251001_223234_2025-10-02_00-15-09.mat.csv | samples=16384 | start=2025/10/02 00:14:08.734145292 | end=2025/10/02 00:14:08.901907212
  Block   18: 0018_PM1000_20251001_223234_2025-10-02_00-15-56.mat.csv | samples=16384 | start=2025/10/02 00:15:56.354183569 | end=2025/10/02 00:15:56.521945488
  Block   19: 0019_PM1000_20251001_223234_2025-10-02_00-16-44.mat.csv | samples=16384 | start=2025/10/02 00:16:43.858556300 | end=2025/10/02 00:16:44.026318220
  Block   20: 0020_PM1000_20251001_223234_2025-10-02_00-17-32.mat.csv | samples=16384 | start=2025/10/02 00:17:31.882976819 | end=2025/10/02 00:17:32.050738738
  Block   21: 0021_PM1000_20251001_223234_2025-10-02_00-18-20.mat.csv | samples=16384 | start=2025/10/02 00:18:20.171599997 | end=2025/10/02 00:18:20.339361917
  Block   22: 0022_PM1000_20251001_223234_2025-10-02_00-19-08.mat.csv | samples=16384 | start=2025/10/02 00:19:07.926406605 | end=2025/10/02 00:19:08.094168525
  Block   23: 0023_PM1000_20251001_223234_2025-10-02_00-19-56.mat.csv | samples=16384 | start=2025/10/02 00:19:55.931491631 | end=2025/10/02 00:19:56.099253550
  Block   24: 0024_PM1000_20251001_223234_2025-10-02_00-20-44.mat.csv | samples=16384 | start=2025/10/02 00:20:43.815778542 | end=2025/10/02 00:20:43.983540462
  Block   25: 0025_PM1000_20251001_223234_2025-10-02_00-21-32.mat.csv | samples=16384 | start=2025/10/02 00:21:31.503559345 | end=2025/10/02 00:21:31.671321266
  Block   26: 0026_PM1000_20251001_223234_2025-10-02_00-22-20.mat.csv | samples=16384 | start=2025/10/02 00:22:19.446233719 | end=2025/10/02 00:22:19.613995639
  Block   27: 0027_PM1000_20251001_223234_2025-10-02_00-23-07.mat.csv | samples=16384 | start=2025/10/02 00:23:07.380202751 | end=2025/10/02 00:23:07.547964670
  Block   28: 0028_PM1000_20251001_223234_2025-10-02_00-23-55.mat.csv | samples=16384 | start=2025/10/02 00:23:55.147765194 | end=2025/10/02 00:23:55.315527114
  Block   29: 0029_PM1000_20251001_223234_2025-10-02_00-24-43.mat.csv | samples=16384 | start=2025/10/02 00:24:42.874800786 | end=2025/10/02 00:24:43.042562706
  Block   30: 0030_PM1000_20251001_223234_2025-10-02_00-25-30.mat.csv | samples=16384 | start=2025/10/02 00:25:30.435355845 | end=2025/10/02 00:25:30.603117765
  Block   31: 0031_PM1000_20251001_223234_2025-10-02_00-26-18.mat.csv | samples=16384 | start=2025/10/02 00:26:18.109267119 | end=2025/10/02 00:26:18.277029039
  Block   32: 0032_PM1000_20251001_223234_2025-10-02_00-27-06.mat.csv | samples=16384 | start=2025/10/02 00:27:05.763401358 | end=2025/10/02 00:27:05.931163278
  Block   33: 0033_PM1000_20251001_223234_2025-10-02_00-27-54.mat.csv | samples=16384 | start=2025/10/02 00:27:53.474072314 | end=2025/10/02 00:27:53.641834234
  Block   34: 0034_PM1000_20251001_223234_2025-10-02_00-28-41.mat.csv | samples=16384 | start=2025/10/02 00:28:40.899121546 | end=2025/10/02 00:28:41.066883466
  Block   35: 0035_PM1000_20251001_223234_2025-10-02_00-29-29.mat.csv | samples=16384 | start=2025/10/02 00:29:28.669661287 | end=2025/10/02 00:29:28.837423207
  Block   36: 0036_PM1000_20251001_223234_2025-10-02_00-30-16.mat.csv | samples=16384 | start=2025/10/02 00:30:16.413128473 | end=2025/10/02 00:30:16.580890393
  Block   37: 0037_PM1000_20251001_223234_2025-10-02_00-31-04.mat.csv | samples=16384 | start=2025/10/02 00:31:04.340993940 | end=2025/10/02 00:31:04.508755859
  Block   38: 0038_PM1000_20251001_223234_2025-10-02_00-31-52.mat.csv | samples=16384 | start=2025/10/02 00:31:51.900962598 | end=2025/10/02 00:31:52.068724517
  Block   39: 0039_PM1000_20251001_223234_2025-10-02_00-32-40.mat.csv | samples=16384 | start=2025/10/02 00:32:39.607436224 | end=2025/10/02 00:32:39.775198144
  Block   40: 0040_PM1000_20251001_223234_2025-10-02_00-33-27.mat.csv | samples=16384 | start=2025/10/02 00:33:27.243131171 | end=2025/10/02 00:33:27.410893091
  Block   41: 0041_PM1000_20251001_223234_2025-10-02_00-34-15.mat.csv | samples=16384 | start=2025/10/02 00:34:14.879877815 | end=2025/10/02 00:34:15.047639734
  Block   42: 0042_PM1000_20251001_223234_2025-10-02_00-35-03.mat.csv | samples=16384 | start=2025/10/02 00:35:02.727937524 | end=2025/10/02 00:35:02.895699444
  Block   43: 0043_PM1000_20251001_223234_2025-10-02_00-35-50.mat.csv | samples=16384 | start=2025/10/02 00:35:50.354818738 | end=2025/10/02 00:35:50.522580658
  Block   44: 0044_PM1000_20251001_223234_2025-10-02_00-36-38.mat.csv | samples=16384 | start=2025/10/02 00:36:38.117635867 | end=2025/10/02 00:36:38.285397787
  Block   45: 0045_PM1000_20251001_223234_2025-10-02_00-37-26.mat.csv | samples=16384 | start=2025/10/02 00:37:25.481408106 | end=2025/10/02 00:37:25.649170026
  Block   46: 0046_PM1000_20251001_223234_2025-10-02_00-38-13.mat.csv | samples=16384 | start=2025/10/02 00:38:13.308557913 | end=2025/10/02 00:38:13.476319833
  Block   47: 0047_PM1000_20251001_223234_2025-10-02_00-39-01.mat.csv | samples=16384 | start=2025/10/02 00:39:01.094698452 | end=2025/10/02 00:39:01.262460372
  Block   48: 0048_PM1000_20251001_223234_2025-10-02_00-39-49.mat.csv | samples=16384 | start=2025/10/02 00:39:48.931680486 | end=2025/10/02 00:39:49.099442405
  Block   49: 0049_PM1000_20251001_223234_2025-10-02_00-40-36.mat.csv | samples=16384 | start=2025/10/02 00:40:36.405553955 | end=2025/10/02 00:40:36.573315875
  Block   50: 0050_PM1000_20251001_223234_2025-10-02_00-41-24.mat.csv | samples=16384 | start=2025/10/02 00:41:24.041618446 | end=2025/10/02 00:41:24.209380366
  Block   51: 0051_PM1000_20251001_223234_2025-10-02_00-42-12.mat.csv | samples=16384 | start=2025/10/02 00:42:11.864779134 | end=2025/10/02 00:42:12.032541054
  Block   52: 0052_PM1000_20251001_223234_2025-10-02_00-43-00.mat.csv | samples=16384 | start=2025/10/02 00:42:59.486484300 | end=2025/10/02 00:42:59.654246220
  Block   53: 0053_PM1000_20251001_223234_2025-10-02_00-43-47.mat.csv | samples=16384 | start=2025/10/02 00:43:47.183834645 | end=2025/10/02 00:43:47.351596565
  Block   54: 0054_PM1000_20251001_223234_2025-10-02_00-44-35.mat.csv | samples=16384 | start=2025/10/02 00:44:34.919911757 | end=2025/10/02 00:44:35.087673677
  Block   55: 0055_PM1000_20251001_223234_2025-10-02_00-45-23.mat.csv | samples=16384 | start=2025/10/02 00:45:22.483886983 | end=2025/10/02 00:45:22.651648903
  Block   56: 0056_PM1000_20251001_223234_2025-10-02_00-46-10.mat.csv | samples=16384 | start=2025/10/02 00:46:10.179286308 | end=2025/10/02 00:46:10.347048228
  Block   57: 0057_PM1000_20251001_223234_2025-10-02_00-46-58.mat.csv | samples=16384 | start=2025/10/02 00:46:57.491619649 | end=2025/10/02 00:46:57.659381569
  Block   58: 0058_PM1000_20251001_223234_2025-10-02_00-47-45.mat.csv | samples=16384 | start=2025/10/02 00:47:45.206841967 | end=2025/10/02 00:47:45.374603886
  Block   59: 0059_PM1000_20251001_223234_2025-10-02_00-48-33.mat.csv | samples=16384 | start=2025/10/02 00:48:32.922218812 | end=2025/10/02 00:48:33.089980731
  Block   60: 0060_PM1000_20251001_223234_2025-10-02_00-49-21.mat.csv | samples=16384 | start=2025/10/02 00:49:20.906015788 | end=2025/10/02 00:49:21.073777708
  Block   61: 0061_PM1000_20251001_223234_2025-10-02_00-50-09.mat.csv | samples=16384 | start=2025/10/02 00:50:09.164074118 | end=2025/10/02 00:50:09.331836038
  Block   62: 0062_PM1000_20251001_223234_2025-10-02_00-50-57.mat.csv | samples=16384 | start=2025/10/02 00:50:56.738623095 | end=2025/10/02 00:50:56.906385015
  Block   63: 0063_PM1000_20251001_223234_2025-10-02_00-51-45.mat.csv | samples=16384 | start=2025/10/02 00:51:44.477810671 | end=2025/10/02 00:51:44.645572591
  Block   64: 0064_PM1000_20251001_223234_2025-10-02_00-52-32.mat.csv | samples=16384 | start=2025/10/02 00:52:32.104853846 | end=2025/10/02 00:52:32.272615766
  Block   65: 0065_PM1000_20251001_223234_2025-10-02_00-53-20.mat.csv | samples=16384 | start=2025/10/02 00:53:19.958662297 | end=2025/10/02 00:53:20.126424217
  Block   66: 0066_PM1000_20251001_223234_2025-10-02_00-54-08.mat.csv | samples=16384 | start=2025/10/02 00:54:08.065353716 | end=2025/10/02 00:54:08.233115636
  Block   67: 0067_PM1000_20251001_223234_2025-10-02_00-54-56.mat.csv | samples=16384 | start=2025/10/02 00:54:55.642710997 | end=2025/10/02 00:54:55.810472917
  Block   68: 0068_PM1000_20251001_223234_2025-10-02_00-56-43.mat.csv | samples=16384 | start=2025/10/02 00:55:43.395003011 | end=2025/10/02 00:55:43.562764931
  Block   69: 0069_PM1000_20251001_223234_2025-10-02_00-57-31.mat.csv | samples=16384 | start=2025/10/02 00:57:30.997913796 | end=2025/10/02 00:57:31.165675715
  Block   70: 0070_PM1000_20251001_223234_2025-10-02_00-59-19.mat.csv | samples=16384 | start=2025/10/02 00:58:19.065181604 | end=2025/10/02 00:58:19.232943524
  Block   71: 0071_PM1000_20251001_223234_2025-10-02_01-00-07.mat.csv | samples=16384 | start=2025/10/02 01:00:06.946054707 | end=2025/10/02 01:00:07.113816627
  Block   72: 0072_PM1000_20251001_223234_2025-10-02_01-00-55.mat.csv | samples=16384 | start=2025/10/02 01:00:54.552488754 | end=2025/10/02 01:00:54.720250674
  Block   73: 0073_PM1000_20251001_223234_2025-10-02_01-01-42.mat.csv | samples=16384 | start=2025/10/02 01:01:42.159327465 | end=2025/10/02 01:01:42.327089385
  Block   74: 0074_PM1000_20251001_223234_2025-10-02_01-02-30.mat.csv | samples=16384 | start=2025/10/02 01:02:29.969737599 | end=2025/10/02 01:02:30.137499519
  Block   75: 0075_PM1000_20251001_223234_2025-10-02_01-03-18.mat.csv | samples=16384 | start=2025/10/02 01:03:17.787898389 | end=2025/10/02 01:03:17.955660309
  Block   76: 0076_PM1000_20251001_223234_2025-10-02_01-04-06.mat.csv | samples=16384 | start=2025/10/02 01:04:05.507725277 | end=2025/10/02 01:04:05.675487197
  Block   77: 0077_PM1000_20251001_223234_2025-10-02_01-04-53.mat.csv | samples=16384 | start=2025/10/02 01:04:53.355953230 | end=2025/10/02 01:04:53.523715150
  Block   78: 0078_PM1000_20251001_223234_2025-10-02_01-05-41.mat.csv | samples=16384 | start=2025/10/02 01:05:40.993695373 | end=2025/10/02 01:05:41.161457293
  Block   79: 0079_PM1000_20251001_223234_2025-10-02_01-06-29.mat.csv | samples=16384 | start=2025/10/02 01:06:28.858423813 | end=2025/10/02 01:06:29.026185733
  Block   80: 0080_PM1000_20251001_223234_2025-10-02_01-07-17.mat.csv | samples=16384 | start=2025/10/02 01:07:16.507133254 | end=2025/10/02 01:07:16.674895174
  Block   81: 0081_PM1000_20251001_223234_2025-10-02_01-08-04.mat.csv | samples=16384 | start=2025/10/02 01:08:04.196620452 | end=2025/10/02 01:08:04.364382372
  Block   82: 0082_PM1000_20251001_223234_2025-10-02_01-08-52.mat.csv | samples=16384 | start=2025/10/02 01:08:52.084708987 | end=2025/10/02 01:08:52.252470907
  Block   83: 0083_PM1000_20251001_223234_2025-10-02_01-09-40.mat.csv | samples=16384 | start=2025/10/02 01:09:39.996550181 | end=2025/10/02 01:09:40.164312101
  Block   84: 0084_PM1000_20251001_223234_2025-10-02_01-10-28.mat.csv | samples=16384 | start=2025/10/02 01:10:27.928721759 | end=2025/10/02 01:10:28.096483679
  Block   85: 0085_PM1000_20251001_223234_2025-10-02_01-11-16.mat.csv | samples=16384 | start=2025/10/02 01:11:15.815471409 | end=2025/10/02 01:11:15.983233329
  Block   86: 0086_PM1000_20251001_223234_2025-10-02_01-12-04.mat.csv | samples=16384 | start=2025/10/02 01:12:03.554629199 | end=2025/10/02 01:12:03.722391119
  Block   87: 0087_PM1000_20251001_223234_2025-10-02_01-12-51.mat.csv | samples=16384 | start=2025/10/02 01:12:51.133659350 | end=2025/10/02 01:12:51.301421270
  Block   88: 0088_PM1000_20251001_223234_2025-10-02_01-13-39.mat.csv | samples=16384 | start=2025/10/02 01:13:38.675183593 | end=2025/10/02 01:13:38.842945513
  Block   89: 0089_PM1000_20251001_223234_2025-10-02_01-14-27.mat.csv | samples=16384 | start=2025/10/02 01:14:26.581840211 | end=2025/10/02 01:14:26.749602131
  Block   90: 0090_PM1000_20251001_223234_2025-10-02_01-15-15.mat.csv | samples=16384 | start=2025/10/02 01:15:14.449836231 | end=2025/10/02 01:15:14.617598151
  Block   91: 0091_PM1000_20251001_223234_2025-10-02_01-16-02.mat.csv | samples=16384 | start=2025/10/02 01:16:02.211964782 | end=2025/10/02 01:16:02.379726702
